jatosResId;workerID;Consent;Age;Gender;Hand;Vis;Neuro;Neuro_comm;Med;Educ;Training;catchTrial;area_AA;area_IAE;area_CB;area_ARtot;panas_PA;panas_NA;bfi_soc;bfi_ass;bfi_enl;bfi_com;bfi_rse;bfi_tru;bfi_org;bfi_pro;bfi_rsp;bfi_anx;bfi_dep;bfi_emv;bfi_int;bfi_aes;bfi_cre;bfi_Ext;bfi_Agr;bfi_Con;bfi_Neg;bfi_Opn
2179;1816;1;23;1;1;1;2;;2;;"I don't have formal training in any of the fforementioned arts, however I am a content creator on YouTube and Twitch, which I consider to be art. There is a certain vibe, or feeling you need to fill as a content creator to attract viewers, and that mostly comes with charisma, confidence and wit in my opinion. Once you start videoing yourself more often, you learn to adjust to your viewers.";1;2.375;1;0.666666666666667;1.34722222222222;4.33333333333333;1;3.25;3.75;3.75;3.75;5;3.75;4.25;3.25;2.75;3.25;2.75;2.75;5;3.75;3.75;3.58333333333333;4.16666666666667;3.41666666666667;2.91666666666667;4.16666666666667
2180;1817;1;54;2;2;1;2;;2;"Bachelors Degree";"I was a Studio Art major in college.";1;3.25;2;2.33333333333333;2.52777777777778;3.66666666666667;1.6;4.5;3.25;4.5;3.25;4.5;4.25;4.75;4.75;4.5;2.25;1.75;1.75;4.25;5;4.5;4.08333333333333;4;4.66666666666667;1.91666666666667;4.58333333333333
2188;1825;1;20;1;1;1;2;;2;"Some College";"I know how to play the guitar and the piano, i know how to make design posters and edit videos.";1;2.25;2;1;1.75;2.66666666666667;1.8;3.25;2.5;3.25;3.25;3;2.25;3.25;2.25;2.75;3.5;3.25;3.25;2.5;2;3.25;3;2.83333333333333;2.75;3.33333333333333;2.58333333333333
2190;1827;1;32;1;1;2;2;;2;"Doctoral degree";;1;3;2.25;0.333333333333333;1.86111111111111;2.83333333333333;1;2.25;4.25;3.5;2.25;3.75;2.75;2.25;3.5;3.75;2;3;2.25;5;4;4.5;3.33333333333333;2.91666666666667;3.16666666666667;2.41666666666667;4.5
2192;1829;1;23;1;1;2;2;;2;"Bachelor's degree";;1;3;2;1.33333333333333;2.11111111111111;3.33333333333333;1.6;3.75;3.25;3.75;4.5;3.5;3.25;4.25;4;3.75;3.25;2.5;2.75;4;3.5;3.75;3.58333333333333;3.75;4;2.83333333333333;3.75
2195;1832;1;21;1;1;2;2;;2;"Bachelor";"None";1;1.875;1.25;0;1.04166666666667;2.66666666666667;1.2;3.25;4;4.25;2.75;3.25;3.25;4;3.5;3.5;3.75;2.5;3;4.25;3;4;3.83333333333333;3.08333333333333;3.66666666666667;3.08333333333333;3.75
2196;1833;1;30;1;1;1;2;;2;"college";"a little bit of guitar/piano";1;2;0.5;0.333333333333333;0.944444444444445;3.83333333333333;1;4.5;3.75;4;3.75;4.75;4.75;4.75;4.5;4.25;1.75;1.5;1;3.75;2.5;3.5;4.08333333333333;4.41666666666667;4.5;1.41666666666667;3.25
2198;1835;1;20;2;1;2;1;"body dysmorphia";2;"IB";"Creative arts at age 16, mostly just drawing ";1;2.25;0.5;0.333333333333333;1.02777777777778;2.16666666666667;1.2;3;3.5;4.25;4.25;3;3;3.5;3.5;2.25;4.25;3.75;4.25;4.5;3.5;3.75;3.58333333333333;3.41666666666667;3.08333333333333;4.08333333333333;3.91666666666667
2199;1836;1;26;1;1;1;2;;2;"PHD";;0;2.5;3;2.66666666666667;2.72222222222222;4.33333333333333;1.4;2.75;3.25;3;3.25;3;3.5;2.5;3;2.75;3;3.25;2.75;3.75;2.5;2.75;3;3.25;2.75;3;3
2205;1838;1;26;1;1;1;2;;2;"Undergraduate degree";"I have no training in these fields.";1;2.375;1.5;0.666666666666667;1.51388888888889;3.16666666666667;1.6;4.75;3.5;3.5;4.5;4.75;3.25;2.25;3.25;3.75;2.5;1.75;1.5;4.5;3.5;4.25;3.91666666666667;4.16666666666667;3.08333333333333;1.91666666666667;4.08333333333333
2213;1846;1;18;1;2;1;2;;2;"High school diploma";"I've always loved being creative. I am a very open-minded person. Music and art play a big role in my life. I listen to music wherever, whenever I go. I never leave the house without my headphones. I've been playing piano and acoustic guitar for many years. I like to make my own music. Art on the other hand has always been a part of my life. When I was little, my great-grandfather was still alive. He was a painter. The instant I was out of the womb, he put a brush in my hand. From there on out I've made countless drawings and paintings. In high school I took extra classes about the history of art. 3 years of studying and took an exam. Had to know pretty much every single art piece there ever was to pass said exam. Fortunately I got a good grade and passed happily.";1;3;2.25;3;2.75;3.66666666666667;1.2;2.75;3;4.5;4;4;3.25;2.75;2.75;2.75;2.25;3;2.75;4.5;4;4.25;3.41666666666667;3.75;2.75;2.66666666666667;4.25
2217;1850;1;37;2;1;2;2;;2;"Bachelors";"None";1;2.75;1;0.333333333333333;1.36111111111111;2.5;1;4.5;3.75;3.75;5;5;3;3.25;3;4.25;4;3;3.25;4.25;4.25;3;4;4.33333333333333;3.5;3.41666666666667;3.83333333333333
2218;1851;1;24;2;1;2;2;;2;"Bachelors Degree (Undergraduate)";"Studied art as a child and teenager.";1;3.25;3.25;3.66666666666667;3.38888888888889;4.16666666666667;1;2.75;3.75;3.25;4;4.5;4;3.25;3.5;4.25;2.25;3;2.75;5;5;4.5;3.25;4.16666666666667;3.66666666666667;2.66666666666667;4.83333333333333
2220;1853;1;26;1;1;1;2;;2;"College certificate";;1;3.625;2.5;0.666666666666667;2.26388888888889;4.33333333333333;1.2;2;3.25;4;4;4.25;4.5;3.5;3.5;3.5;3.25;2.75;2.25;3.75;4;3.75;3.08333333333333;4.25;3.5;2.75;3.83333333333333
2221;1854;1;30;1;1;2;2;;2;"Bachelor degree";"None";1;3;2;1;2;3.83333333333333;1;4;4;4.75;4.5;5;4.25;4.25;4.75;4.75;1.25;1.25;1.25;5;4.75;5;4.25;4.58333333333333;4.58333333333333;1.25;4.91666666666667
2224;1857;1;19;2;2;3;2;;2;"High School currently on College";"I had dance classes.";1;2.75;2;0.333333333333333;1.69444444444444;3.66666666666667;1;2;2.75;3.25;3.5;4;3.25;3.25;2.75;2.75;4;3.5;4;3.75;3.75;3;2.66666666666667;3.58333333333333;2.91666666666667;3.83333333333333;3.5
2226;1859;1;31;2;1;1;2;;2;"master";;1;3.5;2.75;3.33333333333333;3.19444444444444;4.83333333333333;1.4;5;4;2;4;4;4;4.75;3.75;3;2.75;2;3.25;3.75;3.75;4;3.66666666666667;4;3.83333333333333;2.66666666666667;3.83333333333333
2227;1860;1;36;1;1;2;2;;2;"BA - Bachelor of Arts";"I obtained a BA in Media Design (Tv, Cinema, 3d and FVX)";1;3;1.5;2.33333333333333;2.27777777777778;3.16666666666667;1.2;3.25;3.75;3.25;3.25;3.25;2.75;3.75;3.75;3.75;3;2.75;3;4.75;3.75;4.5;3.41666666666667;3.08333333333333;3.75;2.91666666666667;4.33333333333333
2240;1863;1;20;2;1;1;2;;2;"High School";"Piano and dance ";1;2.375;0.5;0.333333333333333;1.06944444444444;3.33333333333333;1.4;3.5;3.75;4;4.25;4.75;4.25;4.75;4;4.75;3.5;2.5;2;3.25;3;2.75;3.75;4.41666666666667;4.5;2.66666666666667;3
2243;1866;1;29;2;1;1;2;;2;"Master's Degree";"I have no training in any of the above mentioned areas.";1;2.375;1;0.333333333333333;1.23611111111111;3;2;1.25;2.25;3.25;3;4.25;1.25;4.25;3;4;4.25;3.5;2.25;3.5;2.75;4;2.25;2.83333333333333;3.75;3.33333333333333;3.41666666666667
2244;1867;1;27;1;1;2;2;;2;;"I studied art history in elementary school, middle school and high school. Now that I'm at the university i'm following some courses of art history (I'm now preparing for a medieval art history exam). I took part for a while in a drawing course.";1;3;1.25;1.66666666666667;1.97222222222222;2.33333333333333;1.2;2.75;3;2.75;4.25;3.5;3.5;2;1.75;2.75;3.75;3.5;3.25;3.75;4.25;4;2.83333333333333;3.75;2.16666666666667;3.5;4
2245;1868;1;32;1;1;1;2;;2;"Bachelor's degree";"art lessons in school";1;2;1;1;1.33333333333333;3;1.6;2.25;2.75;2.75;3;2.75;2.25;2;2.5;2.5;3.25;3;3.25;3.5;3;3;2.58333333333333;2.66666666666667;2.33333333333333;3.16666666666667;3.16666666666667
2246;1869;1;18;1;1;2;2;;2;"1 year of college";"Only in school, nothing more";1;1.125;0;0.333333333333333;0.486111111111111;3;1.4;3.25;3.25;4;3.5;3.75;4;3;2.25;2.75;3.25;2;2.25;4;2.75;4;3.5;3.75;2.66666666666667;2.5;3.58333333333333
2248;1871;1;19;1;1;1;2;;2;"college";;1;2.25;0.25;0;0.833333333333333;3.33333333333333;2.6;2.5;4.25;3;3.75;2.75;3.25;2.75;2;3.75;3.5;2.75;4;4;3.75;5;3.25;3.25;2.83333333333333;3.41666666666667;4.25
2249;1872;1;27;2;1;1;2;;2;"High School";"I had 3 years of ""History of Art"" as a subject in school, 2 years of Music, several years of dance (ballet and others) and have curiosity regarding art in general.";1;3.375;2;2.66666666666667;2.68055555555556;3;1.8;1.5;1.5;3;4;4.5;3.5;3.75;2.75;4.25;3.75;3.5;3.25;4.25;5;4.75;2;4;3.58333333333333;3.5;4.66666666666667
2251;1874;1;19;1;1;1;2;;2;"High School";"I've had classic dance classes from 5 to 15 years old and acting classes from 6 to 12 years old.";1;2.25;0.5;0;0.916666666666667;2.33333333333333;1;1.5;2.25;2.5;4;4;3.5;2.5;2;3;2;2;1.5;3.5;3.5;3.5;2.08333333333333;3.83333333333333;2.5;1.83333333333333;3.5
2253;1876;1;23;2;2;2;2;;2;;;1;2.625;2.25;3.66666666666667;2.84722222222222;4.16666666666667;1.4;5;3.75;4.75;5;4.75;4.5;3;4;3.75;2;1.75;3;4.75;5;3.5;4.5;4.75;3.58333333333333;2.25;4.41666666666667
2254;1877;1;21;1;1;2;2;;2;"High School";"I've been 5 years in a music academy, where I learned how to play piano, I had choir lessons, and musical lessons.";1;2.125;0.25;1;1.125;2.33333333333333;1;3.5;4;4.25;4;3.75;3.25;2.75;2.25;2.5;2.75;3.25;4.25;4.25;3.25;4.75;3.91666666666667;3.66666666666667;2.5;3.41666666666667;4.08333333333333
2256;1879;1;22;2;1;2;2;;2;"Masters";"I have sang for 9 years, also danced folk dance for 6 years. ";1;3.75;3.75;3;3.5;5;2.2;2;3.75;3.5;4.25;3.5;3;4;3.75;3.25;4;2.75;2.5;4.75;4.75;4.25;3.08333333333333;3.58333333333333;3.66666666666667;3.08333333333333;4.58333333333333
2259;1882;1;22;1;1;2;2;;2;"High School";"music";1;2.375;1.25;0.333333333333333;1.31944444444444;3.5;1.2;2.5;3.5;3.25;3.25;3.25;4.25;3.5;2.75;3.5;4.25;3.25;3;3.25;4.5;3;3.08333333333333;3.58333333333333;3.25;3.5;3.58333333333333
2260;1883;1;23;1;2;1;2;;2;;;1;0.25;0;0;0.0833333333333333;1.5;1.8;1;3;2.5;3.25;2.75;1.75;1;2.5;1.5;4.75;4.75;4.75;2;1;2;2.16666666666667;2.58333333333333;1.66666666666667;4.75;1.66666666666667
2261;1884;1;27;1;1;1;2;;2;;"i've taken some dance classes a few years ago. i've also attended to some art classes when i was in high school, but nothing serious.";1;2.25;1.5;1.33333333333333;1.69444444444444;4;2;3;2.75;2.5;3.5;4.5;4;3.5;3.5;3.75;4;3.5;3.5;3.25;3.25;4;2.75;4;3.58333333333333;3.66666666666667;3.5
2264;1887;1;19;1;1;1;2;;2;"Bachelor's degree";"Only videos";0;2.125;1.5;2.33333333333333;1.98611111111111;3.16666666666667;3;3;2.75;3;3;2.75;3.25;3;3;3;3.25;3.25;2.75;3.25;2.5;3;2.91666666666667;3;3;3.08333333333333;2.91666666666667
2265;1888;1;23;1;1;1;2;;2;"Bachelor";"None";1;2.625;0.75;0;1.125;3.5;1.4;4.25;4;4;2.25;2.5;1.75;2;3.5;2.5;3;3.25;3.5;3.5;3.75;3.5;4.08333333333333;2.16666666666667;2.66666666666667;3.25;3.58333333333333
2267;1890;1;21;1;1;1;2;;2;"College";"can play violin and sing in a choir";1;1.75;0.75;0.666666666666667;1.05555555555556;2.5;1.4;1.25;3.25;1.5;4.25;4.5;4.25;2.25;2.5;3.25;4;3.75;3.75;4.5;3.75;4.25;2;4.33333333333333;2.66666666666667;3.83333333333333;4.16666666666667
2268;1891;1;30;1;1;2;2;;2;"Master degree";"I have no training mentioned above.";1;2;0.75;0.333333333333333;1.02777777777778;3.5;1;2.5;2.75;3.75;4;4;4;4.5;4;4;3.5;2.75;2.5;4.25;3.5;4.25;3;4;4.16666666666667;2.91666666666667;4
2269;1892;1;30;1;1;1;2;;2;"MASTER";"I did a class of architecture in College, and I also play the piano when I was young";1;3;2;1.33333333333333;2.11111111111111;3.66666666666667;1.2;2.5;4.25;4.25;2.75;4.5;4.5;4;4.75;3.25;3;1.5;1.25;4;4.5;5;3.66666666666667;3.91666666666667;4;1.91666666666667;4.5
2271;1894;1;27;1;1;2;2;;2;"College Degree";"None";1;2.25;1.25;0.666666666666667;1.38888888888889;2.66666666666667;1.4;2;2.75;3.25;3.5;4;2.75;4;2.5;2.5;3;2.25;3.25;4;2.75;3;2.66666666666667;3.41666666666667;3;2.83333333333333;3.25
2273;1896;1;19;1;1;2;2;;2;"Secondary school";"I consider myself as a beat maker, I make music. I used to do a lot of sports but only for a little time.";1;2.875;1.5;0.333333333333333;1.56944444444444;4.5;1.4;2;2.5;3.25;3.25;4.25;3.75;2.75;1.75;3;2.5;1.75;1.5;4;3.5;2;2.58333333333333;3.75;2.5;1.91666666666667;3.16666666666667
2276;1899;1;21;1;1;2;2;;2;"Bachelor";"I have a bachelor on Multimedia, so i've ""trained"" things such as video editing, photography, design, etc.";1;2.875;1.5;1.66666666666667;2.01388888888889;2.33333333333333;2;1.25;4;2.75;3;4.5;4.25;3.75;3;3;4.25;3.5;3;4.5;3.75;3.75;2.66666666666667;3.91666666666667;3.25;3.58333333333333;4
2277;1900;1;29;2;1;2;2;;2;"High school degree";"I had a  3 years in a competition level hip-hop dance crew.";1;2.125;1;0.333333333333333;1.15277777777778;3.16666666666667;1;1;2;2;2;5;2.75;4.25;2.75;3.75;1.75;2.25;1.5;2;3.5;2.25;1.66666666666667;3.25;3.58333333333333;1.83333333333333;2.58333333333333
2286;1909;1;19;1;1;1;2;;2;"Vocational training";;1;3.25;1.25;0.666666666666667;1.72222222222222;3.66666666666667;1.4;4.75;3.75;4.5;4.25;4.25;5;1.25;3.5;4;3.25;1.5;2.5;4;3.75;2.5;4.33333333333333;4.5;2.91666666666667;2.41666666666667;3.41666666666667
2287;1910;1;19;1;1;2;2;;2;"midschool";"Art and music lessons in school. I also played trumpet in elementary school for 3 years.";1;1.25;0;0;0.416666666666667;2;1;3.25;3.5;3.5;4;3.25;3;3.5;2.25;3.25;3;1.75;2.5;3.75;2.5;4.5;3.41666666666667;3.41666666666667;3;2.41666666666667;3.58333333333333
2288;1911;1;28;2;1;1;2;;2;"master";"i go to museum of arts many times a year. I am good at emotions of the arts and images. i have an artistic sense";1;3.25;2.75;2.66666666666667;2.88888888888889;4;2.4;3;2.5;4;4.25;4;3;3.5;4;4;2.75;3;3;4.25;4;4.75;3.16666666666667;3.75;3.83333333333333;2.91666666666667;4.33333333333333
2291;1914;1;20;1;2;2;2;;2;"Fachhochschulreife";"I've had arts, design and archtiecture in the school as a lesson! It was needed to get the certification for the school!";1;2.125;1.25;1.33333333333333;1.56944444444444;3.16666666666667;1.8;3;3.25;4;3.75;2.75;3.75;4.5;4.25;3.75;3.75;2;1.75;3.25;3.5;4;3.41666666666667;3.41666666666667;4.16666666666667;2.5;3.58333333333333
2292;1915;1;24;1;1;1;2;;2;"Associate Degree";"N/A.";1;3.125;2;0.666666666666667;1.93055555555556;4.66666666666667;1;3.25;3;4.5;5;5;5;5;5;4.75;1.25;1;1;3.25;4.25;4.25;3.58333333333333;5;4.91666666666667;1.08333333333333;3.91666666666667
2294;1917;1;21;1;2;1;2;;2;"Bachelor's degree";"I've followed some classes about understanding abstract art a few years back. I also play piano.";1;2;1;1.33333333333333;1.44444444444444;2.5;1.2;1.5;3.25;3.75;4;3.75;2;4.75;4.25;4.25;3.75;2.75;2.5;5;4;4.5;2.83333333333333;3.25;4.41666666666667;3;4.5
2298;1921;1;23;1;1;2;2;;2;"Bachelor degree";"I learned to play flute at my local church and I usually play with them from time to time";1;1.75;0.5;0;0.75;2.83333333333333;1;1.75;2;2.75;4;4.75;3.25;2.75;2.75;4;4.75;3.25;3;2.25;2.25;2;2.16666666666667;4;3.16666666666667;3.66666666666667;2.16666666666667
2300;1923;1;22;1;1;1;2;;2;"average in Poland";;1;1.375;0.25;0;0.541666666666667;3.5;1.6;2.5;2.75;3;3.25;3.5;2.5;3.75;4.25;3;3;2;3;3.75;3.25;4.5;2.75;3.08333333333333;3.66666666666667;2.66666666666667;3.83333333333333
2307;1930;1;20;2;1;2;2;;2;;"Painting course at school, used to dance in a professional dance group";1;3;2;0.666666666666667;1.88888888888889;2.5;3.8;2;2.75;4;4;4.75;3.75;3.75;2.75;2.75;4.25;3.5;3.25;2.75;4.25;4.5;2.91666666666667;4.16666666666667;3.08333333333333;3.66666666666667;3.83333333333333
2310;1933;1;50;2;1;2;2;;2;"PhD";"N/A";1;2.25;0.5;0;0.916666666666667;2.83333333333333;1.6;3.75;2;4.5;3;5;3.5;3.25;3.75;4;4.25;3.5;3.5;3.5;4;3.5;3.41666666666667;3.83333333333333;3.66666666666667;3.75;3.66666666666667
2312;1935;1;31;2;1;2;2;;2;"Master's ";"BA in Graphic Design";1;2.375;2;2.66666666666667;2.34722222222222;2;1;3;3.25;4;3.25;2.75;3;3.25;3.25;2.75;3;3;3;3;3;3;3.41666666666667;3;3.08333333333333;3;3
2315;1938;1;23;1;1;1;2;;2;;"None";1;1.125;0.5;0.333333333333333;0.652777777777778;3;1.2;3.25;2.5;3.75;3.5;3.75;3.5;3.75;3.25;3.75;3;2.25;3;2.75;2.75;3;3.16666666666667;3.58333333333333;3.58333333333333;2.75;2.83333333333333
2316;1939;1;30;2;1;1;2;;2;"master";;1;3.25;2.75;3.66666666666667;3.22222222222222;4.66666666666667;1;3.75;3.25;3.75;3.5;3.75;4.5;4.5;3.75;4.5;2.25;1.5;1.75;3;2.75;3.75;3.58333333333333;3.91666666666667;4.25;1.83333333333333;3.16666666666667
2319;1942;1;24;2;2;2;2;;2;"B.Sc. in Mathematics (4 years)";"I have had 2 years training in playing the violin. And 1 year in learning latin dance.";1;3.125;1.75;0.666666666666667;1.84722222222222;4.83333333333333;1.8;5;3.5;4.5;4.25;4.75;3.25;4.75;4;3.5;4.5;2.5;4.25;4;5;2.75;4.33333333333333;4.08333333333333;4.08333333333333;3.75;3.91666666666667
2321;1944;1;22;2;1;2;2;;2;"Bachelor's Degree";"I had taken guitar lessons for 2 years along with music theory";1;3.25;2.5;1;2.25;3.16666666666667;1.4;1.5;2.75;3.5;4.5;4.5;3;4;3;4.25;4.75;4.25;4.25;4.5;4.25;4.25;2.58333333333333;4;3.75;4.41666666666667;4.33333333333333
2322;1945;1;24;2;1;2;1;"Myasthenia Gravis";2;"PhD";"I haven't received a training in arts or creative writing, but I like to search and learn about such stuff.";1;2.75;1.75;0.666666666666667;1.72222222222222;2.66666666666667;1.6;2.25;2.75;2.75;4.5;5;3.75;5;4.5;4.25;5;3.75;4;4.25;4.25;4.25;2.58333333333333;4.41666666666667;4.58333333333333;4.25;4.25
2325;1948;1;27;1;1;2;2;;2;"Master";"I havent¡'d had any training in those subjects.";1;2.25;1;0.333333333333333;1.19444444444444;3;1.4;3;2.75;3.25;4;5;3;3.5;2.75;4.25;3.5;3;3.25;4.25;4;4;3;4;3.5;3.25;4.08333333333333
2326;1949;1;19;2;1;1;2;;2;"High School ";"I was singing in church choir for around 2 years when I was 9-10 and in the same time I was attending to guitar course, also for 2 years (sadly I have no skills left from back then). I was also interested in doing small graphics when i was younger.";1;1.875;0.25;1;1.04166666666667;2;2.2;3.25;3.25;2.75;3.75;2.5;2.5;1.5;2;2.75;3.25;3.5;4.25;4;3.25;3.75;3.08333333333333;2.91666666666667;2.08333333333333;3.66666666666667;3.66666666666667
2328;1951;1;31;2;1;1;2;;2;"Post graduate";;1;3;2.25;3.33333333333333;2.86111111111111;4.16666666666667;1;3.25;4.25;3.75;4;4.5;3.75;4.25;4.5;4.75;2;1.25;1.5;4.5;3.5;4;3.75;4.08333333333333;4.5;1.58333333333333;4
2334;1957;1;30;2;1;1;2;;2;"masters";"i love to write poem and poetry";1;3.25;2.5;3;2.91666666666667;4.83333333333333;1.2;4;4.75;4;4.25;5;3.75;4.5;4.75;4.5;2.25;1.5;2.25;3.75;2.75;4;4.25;4.33333333333333;4.58333333333333;2;3.5
2337;1960;1;28;2;1;1;2;;2;"MSc";"At school I was attending some drawing classes.";1;3.875;3;1.66666666666667;2.84722222222222;3;1;3;3.25;5;5;5;4.5;4.75;4.5;4.5;3;1.5;2.75;5;5;5;3.75;4.83333333333333;4.58333333333333;2.41666666666667;5
2343;1966;1;31;2;1;1;2;;2;"master";"none";1;3.5;3;3;3.16666666666667;3.5;2.6;2.75;3.25;3.5;4.5;3.5;3.5;3.25;3.25;3.5;3;1.75;2;4.25;3.75;3.25;3.16666666666667;3.83333333333333;3.33333333333333;2.25;3.75
2347;1970;1;30;2;1;2;2;;2;;"I have been taking, for more than 10 years, lessons in dance and singing in a choir.";1;2.875;1.25;0.666666666666667;1.59722222222222;3.66666666666667;1.2;2.25;2.5;3.25;3.75;4.5;3.5;3;2.75;4;2.5;1.75;2.25;3;4;2.75;2.66666666666667;3.91666666666667;3.25;2.16666666666667;3.25
2353;1976;1;20;2;1;1;2;;2;"Secondary education";"I am self-taught. I have never learned about drawings in detail, I only do digital art as a hobby. In the field of art, I know only as much as school taught me, which is not much, because lessons focused on making drawings rather than real learning.";1;3.25;2.5;2;2.58333333333333;3.83333333333333;1.4;1.75;1.5;1.75;3.5;3.5;3;2.5;2.75;2.5;3.25;4.75;4.25;4;3.25;3.75;1.66666666666667;3.33333333333333;2.58333333333333;4.08333333333333;3.66666666666667
2358;1981;1;21;1;1;2;2;;2;"High school";"My high school course was 3D Design, we used software like AUTOCad, Skechtup, ...";1;2.375;1.5;1;1.625;3;5;1.5;3.25;2.75;3.25;3.25;3.25;3.5;3;3;4;3.75;3;3.75;3;2.75;2.5;3.25;3.16666666666667;3.58333333333333;3.16666666666667
2360;1983;1;37;1;1;2;2;;2;"business school bachelor degree";"only primary school";1;1.75;0.5;0.333333333333333;0.861111111111111;2.83333333333333;1.2;2.25;2.5;3;4;3.75;3.75;2.25;4;3.75;3;2.25;3;4.5;4;4.5;2.58333333333333;3.83333333333333;3.33333333333333;2.75;4.33333333333333
2362;1985;1;26;2;2;1;2;;2;"Bachelor of Arts";"3 years of piano lessons. ";1;3;2.25;1.33333333333333;2.19444444444444;2.5;1.6;2.5;2;2.75;4.75;4.75;2.25;4;3;4.25;4.5;3.75;3.25;4.5;4.5;4.25;2.41666666666667;3.91666666666667;3.75;3.83333333333333;4.41666666666667
2363;1987;1;21;1;1;2;2;;2;"associate degree";"Used to sing in school choir";1;2.125;0.5;1;1.20833333333333;3.16666666666667;1;4.5;3.5;4;4;3.5;3.5;1.75;3;3.25;4;2.5;3.5;3.25;3.75;4;4;3.66666666666667;2.66666666666667;3.33333333333333;3.66666666666667
2364;1988;1;25;1;1;2;2;;2;"MA ";"I studied history of art for some years in High School, and took a couple of courses in aesthetics (philosophy of art; philosophy of cinema).  ";1;3.625;2.25;1.66666666666667;2.51388888888889;3.5;2.6;3.5;2.5;4.5;3.25;3.5;3.5;2.75;3.25;3.5;3.5;3;2.75;4.75;4.25;3.75;3.5;3.41666666666667;3.16666666666667;3.08333333333333;4.25
2365;1989;1;23;1;2;2;2;;2;"High School Diploma, Some College";"Piano lessons during my childhood, Practical Grade 8 before I quit Trumpet and Saxophone throughout school grades 7 till 10. Robotics design grades 11 and 12";1;0.75;0;0;0.25;3.5;1.2;1.5;1.75;1.75;4.25;3.75;1.75;4;2;3.5;4;3;3;3.75;3.25;4;1.66666666666667;3.25;3.16666666666667;3.33333333333333;3.66666666666667
2366;1990;1;19;1;1;1;2;;2;"High School";"None";1;1.75;1;0.333333333333333;1.02777777777778;2.5;1.6;2.25;2.5;3.5;4.5;3;3.5;1.75;2.5;2.25;3.5;2.25;3.25;4.25;3;3.75;2.75;3.66666666666667;2.16666666666667;3;3.66666666666667
2371;1995;1;30;2;1;1;2;;2;"a levels";"no training";1;2.125;1.75;1.33333333333333;1.73611111111111;2.66666666666667;1;1.25;1.25;4;4.5;4.5;4.5;3.5;4;4.25;4;2.5;3.25;4;3.75;3.25;2.16666666666667;4.5;3.91666666666667;3.25;3.66666666666667
2379;2003;1;21;2;1;1;2;;2;"undergraduate degree";"Dance ballet and modern";1;1.5;0;0.333333333333333;0.611111111111111;4.16666666666667;1;4.5;3.75;4.5;3.75;5;4.5;4.25;3.75;4.5;2.5;1.5;2.5;3.75;4.5;4;4.25;4.41666666666667;4.16666666666667;2.16666666666667;4.08333333333333
2386;2010;1;26;2;1;2;2;;2;"Bachelor Degree (duration : 4 years)";"I took guitar and basic theory of music lessons for  3 years. I am currently taking online lessons on graphic design and illustrations. Also, as I high school student, I participated in a theatrical play for which the training/rehearsals lasted 9 months.";1;2.875;2;1;1.95833333333333;2.33333333333333;1.4;3;3;3.75;4.25;4;2.75;4.5;2.25;3.5;3.5;2.25;3;3.5;3.75;3.75;3.25;3.66666666666667;3.41666666666667;2.91666666666667;3.66666666666667
2388;2012;1;47;1;1;1;2;;2;;"15 years of guitar lessons.";1;4;4;0;2.66666666666667;5;1;5;5;5;5;5;5;5;5;5;1;1;1;5;5;5;5;5;5;1;5
2390;2014;1;29;1;1;2;2;;2;"ba degree";"no formal training";1;2.875;2.25;0.666666666666667;1.93055555555556;2;1;4;2;4.25;5;5;4.75;4.25;5;4.75;1.25;1.25;1;4.5;4.75;3.25;3.41666666666667;4.91666666666667;4.66666666666667;1.16666666666667;4.16666666666667
2395;2019;1;35;2;1;2;2;;2;"bachelor degree";"none";1;3.125;2.5;0;1.875;5;1;4.75;3.75;3.5;4.75;4.5;4;4.75;4.5;5;1.25;1.25;1.25;4;3.25;2.5;4;4.41666666666667;4.75;1.25;3.25
2396;2020;1;24;2;1;2;2;;2;"High School Diploma";"I have never had formal training in such things, except for maybe some lessons at school for music and creative writing.";1;1.125;0.25;1;0.791666666666667;3.5;1.2;2.25;2.5;3;3;5;2;3.75;1.75;4.5;4.25;3;3.25;4.5;2.5;2.5;2.58333333333333;3.33333333333333;3.33333333333333;3.5;3.16666666666667
2397;2021;1;27;2;1;1;2;;2;"Bachelor's degree";"All of the above are my interest but I don't really have any professional training related to these subjects.";1;3.25;3;1.66666666666667;2.63888888888889;3.5;1.8;3;4;4;3.5;3.5;2.5;4.25;4;3;3.75;3.5;3.75;4.75;4.25;4.75;3.66666666666667;3.16666666666667;3.75;3.66666666666667;4.58333333333333
2398;2022;1;28;1;1;2;2;;2;"High School";"introductions in graphic design within the adobe world (i.e. photoshop, indesign and so on)";1;3.375;2.5;1.66666666666667;2.51388888888889;4.16666666666667;3.8;3;2.75;4.5;4.5;4.5;3.75;3.75;3.75;4.25;2.5;1.75;3.75;3.25;4;3.75;3.41666666666667;4.25;3.91666666666667;2.66666666666667;3.66666666666667
2401;2025;1;24;1;1;1;2;;2;"Masters";"No specific training or courses. Dancing and making EDM/ Electro music in my free time ";1;2.125;1;0.333333333333333;1.15277777777778;3.33333333333333;1;4.25;3.25;4.5;4.25;4.25;3;4.5;4;3.5;2.75;1.5;1.75;3.25;4.5;5;4;3.83333333333333;4;2;4.25
