StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ProlificID,country,exclude,exclude_reason,prescreen1_18yrs,prescreen2_growup,prescreen3_live,commitment,consent,BeliefsOpen,Timer_OpenResponse_First.Click,Timer_OpenResponse_Last.Click,Timer_OpenResponse_Page.Submit,Timer_OpenResponse_Click.Count,beliefs_1,beliefs_2,beliefs_3,beliefs_4,beliefs_5,beliefs_6,TimeFriends,TimeFamily,TimePartner,Lonely_1,Lonely_2,Lonely_3R,Lonely_4,Lonely_5,Lonely_6R,Lonely_7,Lonely_8,RelMob_1,RelMob_2,RelMob_3,RelMob_4R,RelMob_5R,RelMob_6,RelMob_7R,RelMob_8,RelMob_9R,RelMob_10,RelMob_11R,RelMob_12R,Tight_1,Tight_2,Tight_3,Tight_4R,Tight_5,Tight_6,VC_1_1,VC_2_1,VC_3_1,VC_4_1,VI_1_1,VI_2_1,VI_3_1,VI_4_1,HC_1_1,HC_2_1,HC_3_1,HC_4_1,HI_1_1,HI_2_1,HI_3_1,HI_4_1,Age,Gender,fGender,Race,fRaceFull,fRaceBinary,Race_7_TEXT,Education,fEducation,BeliefsTotal,Lonely_3,Lonely_6,Lonely,SocialContact,SocialContactReverse,RelMob_4,RelMob_5,RelMob_7,RelMob_9,RelMob_11,RelMob_12,RelMob,Tight_4,Tight,VertInd,HorizInd,VertColl,HorizColl
2024-07-24 11:30:07,2024-07-24 11:37:52,0,81.106.178.29,100,464,1,2024-07-24 11:37:52,R_8NqPZj4GR4x6APK,NA,NA,NA,NA,53.7881,-1.6008,anonymous,EN,5cfd24ccf8ff8a00017319d0,UK,0,,1,1,1,1,1,Having time alone does not bother me i can do what i want to do when i want to do something with just my own thoughts and no interruptions,22.196,22.196,141.246,1,7,4,4,6,4,6,1,3,1,3,1,1,1,1,3,1,1,5,5,4,2,2,5,2,5,2,5,1,2,6,6,5,6,6,5,5,9,9,8,8,3,7,1,8,9,6,7,6,6,7,7,60,1,male,1,white,NA,,2,HS,5.16666666666667,4,2,14,5,5,5,5,5,5,6,5,60,1,29,19,26,31,30
2024-07-24 11:27:40,2024-07-24 11:35:26,0,87.80.21.21,100,465,1,2024-07-24 11:35:27,R_82sd07Q1DooFYi4,NA,NA,NA,NA,51.5977,0.5313,anonymous,EN,62e16e79326aa8ba7e6edeaf,UK,0,,1,1,1,1,1,"I think it can be a positive or negative experience depending on what is happening in your life. If you are experiencing stressful times them being alone can feel very lonely without someone to share your fears or problems with. If you are content - alone time can be rewarding and peaceful. Being alone too much or not enough can be negative, I think you need some balance. ",15.116,138.169,143.674,8,6,5,4,4,3,5,2,2,1,3,4,2,3,2,2,1,3,5,4,5,4,3,5,3,4,3,5,2,2,4,4,4,4,4,2,7,9,3,5,4,3,2,3,7,7,4,7,8,8,8,6,44,2,female,1,white,NA,,2,HS,4.5,3,3,22,5,5,3,4,4,4,5,5,53,3,21,12,30,24,25
2024-07-24 11:29:04,2024-07-24 11:36:54,0,194.140.211.119,100,470,1,2024-07-24 11:36:55,R_8sb7Ma0SasXD4nO,NA,NA,NA,NA,55.8393,-4.2892,anonymous,EN,6659e11957f1717b65111769,UK,0,,1,1,1,1,1,I enjoy my alone time as I find it to be exhausting being on other peoples company all the time. ,15.032,15.032,54.148,1,5,4,5,5,5,6,2,2,3,2,1,3,2,1,4,3,2,5,5,5,3,3,5,3,5,3,5,2,2,4,4,5,4,5,2,6,7,6,6,7,1,3,1,8,8,5,5,5,7,8,8,37,2,female,1,white,NA,,4,bachelors,5,2,1,14,7,3,4,4,4,4,5,5,56,3,23,12,28,25,26
2024-07-24 11:00:04,2024-07-24 11:07:59,0,90.206.145.240,100,474,1,2024-07-24 11:08:00,R_2viC1Qc3bsZ4mAh,NA,NA,NA,NA,51.3304,-0.268,anonymous,EN,62ba0e9ee291e7f03465a6c5,UK,0,,1,1,1,1,1,"Spending time alone can be a positive experience if you're trying to unwind and relax yourself by doing things you enjoy, and it can be exhausting to spend time with others all the time and planning out activities and travelling whereas being by yourself you got a lot more freedom

But it can be negative as well if you got no one to turn to or speak to so therefore you got no one but yourself to rely on",11.848,115.869,142.138,5,6,4,5,3,4,6,2,2,3,2,1,2,1,1,4,1,1,5,5,4,2,2,4,2,5,5,5,3,3,5,6,5,4,2,5,8,9,8,7,9,6,7,1,3,8,7,9,8,8,7,9,40,1,male,1,white,NA,,5,masters,4.66666666666667,3,1,11,7,3,5,5,5,2,4,4,53,3,26,23,32,32,27
2024-07-24 11:30:33,2024-07-24 11:38:27,0,92.13.63.227,100,474,1,2024-07-24 11:38:27,R_8kEMPNsIpMH7aUL,NA,NA,NA,NA,51.5494,-0.3664,anonymous,EN,66759d8dbfd9a6028274cf15,UK,0,,1,1,1,1,1,Sometimes it’s good to spend time alone to think to yourself and relax but other times you can feel lonely and miss companionship ,8.093,44.607,45.428,2,5,4,5,5,3,4,1,3,3,3,3,2,3,3,2,3,3,5,5,5,5,4,4,3,4,4,4,4,4,3,3,4,4,3,3,7,6,5,5,6,5,6,6,6,6,7,5,7,4,6,6,30,2,female,7,other,NA,Mixed white and black,2,HS,4.33333333333333,3,3,24,7,3,2,3,4,3,3,3,45,3,19,23,23,23,24
2024-07-24 11:28:48,2024-07-24 11:36:43,0,2.126.26.118,100,475,1,2024-07-24 11:36:44,R_8JmT4PutHzEpCAX,NA,NA,NA,NA,51.4719,-0.1616,anonymous,EN,5ea0768bb1197303d15208a3,UK,0,,1,1,1,1,1,"I am a loner.  Never lonely. Live on my own, an independent, free, woman who does everything herself.  I can do what I want, whenever I want. Positive lifestyle choice on my part.  Hell is other people unfortunately and I am not prepared to live by anyone else’s rules.",17.006,74.964,190.734,2,7,7,7,7,7,7,2,1,1,1,1,3,1,1,3,1,4,4,2,5,4,5,5,2,4,4,5,2,4,5,5,5,5,6,3,7,6,6,3,8,6,8,2,7,5,3,6,9,9,9,9,63,2,female,1,white,NA,,2,HS,7,2,2,13,4,6,3,2,5,3,5,3,46,2,26,24,36,22,21
2024-07-24 11:29:34,2024-07-24 11:37:35,0,94.0.68.227,100,480,1,2024-07-24 11:37:36,R_8I7eRoJYw2rWYG4,NA,NA,NA,NA,56.4975,-2.7087,anonymous,EN,5b311fcea8327d0001000777,UK,0,,1,1,1,1,1,"Spending time alone is a positive experience for me. I am an introvert so spending time with people uses up my social battery, spending time alone gives me a chance to recharge it ",8.258,77.916,82.032,5,6,6,6,6,6,6,2,3,3,1,1,2,1,2,4,2,2,5,5,4,5,1,4,3,4,3,5,3,3,4,4,5,4,4,4,6,6,6,6,5,3,3,2,9,9,5,9,5,6,4,6,42,2,female,1,white,NA,,4,bachelors,6,3,1,13,8,2,2,6,4,4,4,4,51,3,24,13,21,24,32
2024-07-24 11:28:49,2024-07-24 11:36:54,0,193.31.66.44,100,485,1,2024-07-24 11:36:55,R_8Gz7UuPxtxx7R17,NA,NA,NA,NA,50.6708,-1.189,anonymous,EN,665f5cf11621549f0dc06fb6,UK,0,,1,1,1,1,1,"Thanks to my atypical autism, being alone is essential for me to recover from the exhaustion of being around others.

Am I solitary by nature, or is it simply due to this imperative? Who knows, but I enjoy solitude.",13.728,102.144,102.8,6,6,5,6,6,4,6,2,3,3,3,2,2,3,4,4,2,4,4,3,5,3,4,5,2,3,2,5,3,4,5,4,4,3,4,4,3,8,6,4,7,4,7,1,5,8,3,6,7,6,7,9,50,1,male,1,white,NA,,5,masters,5.5,3,1,22,8,2,4,3,5,5,4,3,49,4,25,19,29,21,22
2024-07-24 10:58:01,2024-07-24 11:06:12,0,86.31.179.163,100,491,1,2024-07-24 11:06:13,R_23fG935QUjjyfw4,NA,NA,NA,NA,51.4878,-2.6246,anonymous,EN,667ec74422e6e5423e0f3e74,UK,0,,1,1,1,1,1,"For me, I think spending time alone is generally not a positive thing. I'm naturally introverted so I don't usually find company attractive. But in order to prevent me always being isolated. I try and push myself to be around another people. I've also noticed that if I isolate myself a lot then I start to have ignorant views about other people. ",7.966,156.899,157.273,35,4,3,3,4,3,4,2,3,1,4,1,3,4,2,1,3,3,3,3,4,3,3,2,3,2,4,4,3,4,3,4,3,2,3,3,5,6,3,6,6,5,8,4,6,5,5,7,8,2,6,6,22,1,male,7,other,NA,Mixed ,2,HS,3.5,2,4,23,6,4,4,4,4,3,4,3,40,5,21,23,22,20,23
2024-07-24 11:27:49,2024-07-24 11:36:00,0,86.153.30.220,100,491,1,2024-07-24 11:36:01,R_88oFMPPTP5GGMsp,NA,NA,NA,NA,54.6992,-1.2569,anonymous,EN,63066b7289b8b1039718b5aa,UK,0,,1,1,1,1,1,"Being alone is okay for me in small doses, but if I spend too much time alone I find it to be very unpleasant. If I am alone for long periods, I struggle with the motivation to care for myself. I find it boring and struggle to feel proper joy without other people's company. It is nice to be alone when I have spent time in large crowds or meeting lots of strangers, as i find this draining and being alone can help me recharge from this.",19.597,72.805,222.567,3,4,3,3,2,1,2,2,3,3,3,3,2,4,4,3,4,4,5,5,4,3,3,4,2,4,4,5,2,3,5,5,6,5,3,5,5,7,4,6,5,3,7,3,3,7,7,7,8,6,7,4,27,1,male,1,white,NA,,4,bachelors,2.5,3,2,27,8,2,4,4,5,3,5,4,52,2,26,18,25,22,24
2024-07-24 11:28:09,2024-07-24 11:36:22,0,90.208.181.1,100,492,1,2024-07-24 11:36:22,R_80vhBRG1qamxGxr,NA,NA,NA,NA,55.8473,-4.1825,anonymous,EN,5c65322cb0839200019ab27a,UK,0,,1,1,1,1,1,"I enjoy being alone quite often. Don't get me wrong, I love being in other peoples' company but sometimes my social battery runs out and I just want peace and quiet. When I'm along I read, or watch TV, or just potter about but it's important for me and allows me to gather my thoughts and reflect on different areas of my life. I think there's a difference between choosing to be alone and having solitude thrust upon you. Some people need company 24/7 but that's not for me. I think having the security of friends/family/a partner means I don't mind being alone as I can pick up the phone and see people whenever I want",5.802,231.777,254.459,7,4,4,4,4,4,5,2,2,3,2,1,3,2,2,4,2,2,5,4,4,3,3,4,2,4,4,5,4,3,6,6,5,3,6,4,8,8,7,6,5,3,5,3,5,7,7,7,5,4,3,7,39,1,male,1,white,NA,,4,bachelors,4.16666666666667,2,1,14,7,3,4,4,5,3,3,4,49,4,31,16,19,29,26
2024-07-24 11:27:57,2024-07-24 11:36:22,0,92.40.219.225,100,504,1,2024-07-24 11:36:23,R_87fgZrrKsWxmSRr,NA,NA,NA,NA,51.5638,0.5232,anonymous,EN,667a89741822c6b0d5de46ae,UK,0,,1,1,1,1,1,"I like to spend time alone because it allows me time to analysis what has been going on in my life lately. It gives me permission to reflect on positives and negatives. 
Being alone can be a negative experience, if I have experienced a lot of negative emotions in the last few weeks. ",18.17,18.17,92.3,1,4,1,3,3,4,3,1,3,3,2,3,3,2,1,4,1,3,5,3,4,5,4,2,4,5,6,4,3,5,6,5,5,3,5,6,7,7,4,7,3,4,8,1,9,9,7,8,4,8,7,2,39,1,male,1,white,NA,,5,masters,3,2,1,15,7,3,2,3,3,1,4,2,38,4,31,16,21,25,33
2024-07-24 11:29:49,2024-07-24 11:38:14,0,82.6.118.239,100,505,1,2024-07-24 11:38:15,R_8QW8g4mqI0LgKYg,NA,NA,NA,NA,53.4798,-2.3307,anonymous,EN,64136650748e4e17c18e1900,UK,0,,1,1,1,1,1,"Spending time alone is something I have always done. I grew up in a family of 9, I always kept myself to myself and enjoyed being alone than included. The older I have gotten, I have appreciated being around people more but when I am alone I don't mind it. I guess as I always have enjoyed my own company, I don't really find it upsetting being on my own.",38.029,126.258,139.676,2,7,5,7,7,6,6,2,1,1,3,1,3,1,1,3,1,2,5,5,4,4,2,4,2,5,4,4,3,4,4,5,4,5,5,5,6,5,4,6,1,1,1,1,9,9,6,9,9,9,9,6,27,1,male,1,white,NA,,4,bachelors,6.33333333333333,2,2,13,4,6,3,5,5,3,4,3,50,2,25,4,33,21,33
2024-07-24 11:30:25,2024-07-24 11:38:53,0,217.155.44.102,100,507,1,2024-07-24 11:38:53,R_8pcjOZb3jK0mPwh,NA,NA,NA,NA,51.536,-0.0925,anonymous,EN,5ffcd1eacfbe9e161495d884,UK,0,,1,1,1,1,1,I find time alone to be a very positive experience. I like to have the space to make my own decisions on my own terms and have the time to reflect on whatever the pressing issues of the day are. I definitely find my mind refreshed if I take time for a solo bike ride.,54.166,54.166,224.733,1,7,7,7,7,7,7,2,3,3,2,2,3,2,2,4,2,2,5,5,4,3,3,4,3,4,4,3,4,3,4,4,4,5,4,4,6,6,6,6,6,5,3,3,8,8,4,7,6,4,7,7,44,1,male,1,white,NA,,5,masters,7,2,1,15,8,2,4,4,4,3,3,4,47,2,22,17,24,24,27
2024-07-24 11:29:43,2024-07-24 11:38:11,0,86.25.96.148,100,508,1,2024-07-24 11:38:12,R_8000bVqxfvoTCdI,NA,NA,NA,NA,52.705,-2.4432,anonymous,EN,5ea00d4b1286ee0008405450,UK,0,,1,1,1,1,1,Some times it is great to be alone with your own thoughts and have time to relax and just do what you want to do. Other times you may want company and it might not be available so one can feel a bit lonley. It is great when you have the choice of either. ,23.486,96.301,100.948,2,6,6,6,6,6,6,3,3,3,2,1,3,2,2,4,1,2,2,6,4,4,1,4,1,3,4,4,3,3,5,5,5,3,4,4,5,9,6,6,5,5,4,4,7,7,6,8,8,7,6,8,59,2,female,1,white,NA,,3,some college,6,2,1,13,9,1,3,6,6,3,4,4,49,4,27,18,29,26,28
2024-07-24 11:27:36,2024-07-24 11:36:07,0,90.220.223.42,100,511,1,2024-07-24 11:36:08,R_2zdUNZHvPaAM7Bf,NA,NA,NA,NA,50.3762,-4.1755,anonymous,EN,63d5350edc91e35a38f567e9,UK,0,,1,1,1,1,1,"I mostly enjoy being alone to collect my thoughts and enjoy the peace.

Sometimes being alone for to long can have a negative impact as I might get bored.",23.436,104.047,104.854,4,7,6,6,5,6,6,2,2,3,2,2,3,3,2,4,2,3,5,4,4,2,2,3,2,4,4,4,3,3,4,3,4,5,4,2,9,9,9,5,6,4,3,4,7,7,8,8,6,7,7,4,49,1,male,1,white,NA,,2,HS,6,2,1,17,7,3,5,5,5,3,4,4,50,2,19,17,24,32,30
2024-07-24 11:28:47,2024-07-24 11:37:22,0,92.8.33.197,100,514,1,2024-07-24 11:37:22,R_2Olsbspde6tvUjl,NA,NA,NA,NA,52.506,-1.8846,anonymous,EN,63d6585340a67f5671ef6b7f,UK,0,,1,1,1,1,1,"Spending time alone in the evenings is a positive experience for me.  I like to be left alone for a couple of hours to listen to music, catch up on emails etc.  I find this time is a bit like a re-set for me, and I often feel much calmer afterwards.  That said, I would not want to be alone all the time as I feel that I would think too much which would be a negative for me.  ",20.672,20.672,174.632,1,5,5,6,5,4,6,2,2,2,2,2,2,3,2,3,2,3,5,4,4,5,3,4,3,4,3,4,3,3,5,5,5,4,6,4,5,8,4,5,6,5,6,4,5,6,6,6,8,8,6,6,60,1,male,1,white,NA,,4,bachelors,5.16666666666667,3,2,19,6,4,2,4,4,4,4,4,47,3,28,21,28,22,23
2024-07-24 11:29:52,2024-07-24 11:38:29,0,51.7.189.87,100,516,1,2024-07-24 11:38:29,R_2R56k0xbhLIILMI,NA,NA,NA,NA,53.4403,-0.5883,anonymous,EN,56a1226de1e5a600068f943c,UK,0,,1,1,1,1,1,"I do suffer from loneliness quite often, I am on my own all day until my partner comes home from work in the evening. I am very very shy and socially awkward, so the thought of spending time with other people is quite scary for me - my social skills are very rusty. I have lost all my confidence. I also think that spending some time alone is very good for rest and mental health, I think it's important too to just have a bit of me time. Spending a lot of time alone can be bad for my mental health too, I feel lonely at times and crave friendship, but at the same time I'm nervous pursuing friendships because I have been isolated so long and I don't have good social skills. It's a bit of a catch 22 situation for me.",15.995,223.147,230.446,2,4,2,3,1,1,3,1,1,3,3,2,1,4,4,2,3,2,6,4,5,2,4,4,3,4,3,4,2,2,6,5,5,3,5,5,5,9,6,7,1,1,1,2,8,5,5,9,8,2,8,4,39,2,female,1,white,NA,,3,some college,2.33333333333333,4,3,25,5,5,5,3,4,4,5,5,53,4,30,5,22,27,27
2024-07-24 11:30:10,2024-07-24 11:38:48,0,109.151.206.35,100,517,1,2024-07-24 11:38:48,R_2QRFLYMYLET5N50,NA,NA,NA,NA,53.8231,-1.3448,anonymous,EN,6120f24313f6f1f249efd548,UK,0,,1,1,1,1,1,"I love spending time alone. I like to be on my own to gather my thoughts and reflect on different things. 

On the negative side, i think that due to my mental health issues, being alone can be negative as i think about things too much. I need to find the right balance. ",21.411,21.411,221.97,1,6,3,4,4,3,4,1,3,1,4,3,2,2,4,2,4,4,2,4,5,5,2,2,2,2,2,5,4,4,5,4,5,5,4,2,7,8,9,6,8,7,8,5,3,8,6,5,8,4,8,7,34,1,male,7,other,NA,Mixed white and black,4,bachelors,4,3,3,27,5,5,2,5,5,5,3,3,43,2,22,28,27,30,22
2024-07-24 11:30:49,2024-07-24 11:39:27,0,109.148.230.17,100,517,1,2024-07-24 11:39:27,R_8dsnBb4ITTQQJ4w,NA,NA,NA,NA,53.6235,-2.3352,anonymous,EN,66350282637e3f6f399f375b,UK,0,,1,1,1,1,1,"I like spending time alone it gives me an opportunity to relax and prepare for when i next see people. However, if I spend too much time alone i get pretty lonely and more anxious because i start to dread interacting with others again. ",5.972,14.33,153.012,7,6,4,5,4,3,4,2,2,1,3,3,1,3,3,2,2,3,4,5,4,2,2,5,2,3,4,5,3,3,4,4,4,5,4,4,4,6,3,2,3,1,1,1,7,7,5,5,8,8,9,6,21,2,female,1,white,NA,,4,bachelors,4.33333333333333,4,3,24,5,5,5,5,5,3,4,4,52,2,22,6,31,15,24
2024-07-24 11:29:21,2024-07-24 11:38:01,0,86.31.126.151,100,519,1,2024-07-24 11:38:01,R_8eaPevOyuYFRzxv,NA,NA,NA,NA,55.601,-4.6138,anonymous,EN,5ec9c8ac6c15054fe7508271,UK,0,,1,1,1,1,1,"I regard it as a positive experience as it gives me time to reflect on things, clear my mind and be in a calm state.",29.614,29.614,97.398,1,7,5,7,6,5,7,3,3,1,2,1,4,1,1,3,1,2,5,5,4,2,2,4,2,5,4,5,3,3,4,4,5,5,6,4,3,7,2,3,7,7,8,1,8,8,3,7,9,8,9,9,41,1,male,1,white,NA,,4,bachelors,6.16666666666667,1,2,11,7,3,5,5,5,3,4,4,54,2,25,23,35,15,26
2024-07-24 11:27:36,2024-07-24 11:36:21,0,92.18.173.218,100,524,1,2024-07-24 11:36:21,R_2fcGXOYn30K4gXK,NA,NA,NA,NA,52.3986,-1.9824,anonymous,EN,60fec3441bfba411416b4925,UK,0,,1,1,1,1,1,"I feel spending time alone is enjoyable and positive because you get to have all the time you need, no disturbance or complaints. I also get to be self reliant and have no one dependent on me. People can be very weird in nature and I hope to avoid that part of them.",13.684,16.385,127.739,4,6,7,7,7,6,2,2,2,3,2,2,1,1,1,4,1,4,6,6,6,6,6,6,5,6,6,4,5,5,6,6,4,6,2,3,9,8,9,4,7,1,8,1,9,9,2,7,9,9,9,9,23,2,female,2,black,NA,,4,bachelors,5.83333333333333,4,1,16,7,3,1,1,2,1,2,2,43,1,22,17,36,30,27
2024-07-24 11:28:41,2024-07-24 11:37:26,0,82.132.187.223,100,524,1,2024-07-24 11:37:26,R_2IMB6zL8Tulvubk,NA,NA,NA,NA,53.8554,-1.5492,anonymous,EN,65e5714dd4689adfa16d86d4,UK,0,,1,1,1,1,1,"Spending a lot of time alone is a positive experience for me and is often how I live my day to day life. I find it absolutely exhausting to be around people, to have to try and figure out what their emotional state is, what they're like as a person and to work around that so that I don't come across as strange or weird. I'm also a people pleaser so when I'm around more than one or two people, I find myself doing everything I can to ensure that they're having a good time instead of focusing on wheher or not I'm having a good time myself. Being alone is my opportunity to refocus on myself, to recharge my batteries as it were and focus on the things that make me happy without wondering if I'm bothering anyone. It's always positive to me.",9.535,168.648,169.931,5,7,7,7,6,6,7,2,2,3,2,1,2,3,3,4,3,2,5,4,6,2,3,5,1,5,4,5,2,1,6,6,5,6,6,6,4,7,6,8,9,6,8,7,5,6,2,3,9,9,8,8,43,3,nonbinary/other,1,white,NA,,4,bachelors,6.66666666666667,3,1,18,7,3,5,4,6,3,5,6,59,1,30,30,34,25,16
2024-07-24 11:27:27,2024-07-24 11:36:17,0,194.207.157.41,100,530,1,2024-07-24 11:36:18,R_2d3jDYijxuDFvEZ,NA,NA,NA,NA,53.7606,-0.3734,anonymous,EN,577bfad9d8e8880001b31280,UK,0,,1,1,1,1,1,Being alone has never bothered me. I can occupy myself easily. I sometimes miss female company when alone for a period though...,12.5,89.76,98.797,4,6,4,6,6,4,5,2,1,3,2,3,1,3,3,2,1,2,4,4,4,5,3,4,2,5,3,4,3,3,5,5,5,5,5,5,7,8,2,5,8,2,6,5,5,4,6,7,8,8,7,7,69,1,male,1,white,NA,,4,bachelors,5.16666666666667,4,3,21,6,4,2,4,5,4,4,4,48,2,27,21,30,22,22
2024-07-24 11:27:18,2024-07-24 11:36:09,0,92.23.125.65,100,531,1,2024-07-24 11:36:10,R_8hNh2VQEH9zG6UI,NA,NA,NA,NA,52.5532,-2.0814,anonymous,EN,5e63cacbe43f28152567f42b,UK,0,,1,1,1,1,1,"I need time alone to recuperate and recharge, physically and mentally as I can feel very fatigued after doing my job (which involves a lot of interaction). That said,I like being around others, even if it's on the periphery. I find too much time alone isolating and it affects my self-esteem and can lead to feelings of low mood and anxiety. It's very much about striking the right balance.",18.271,18.271,194.468,1,5,4,4,3,3,5,1,2,3,2,1,3,3,3,4,2,3,3,3,3,4,2,3,5,3,5,3,4,5,5,5,5,3,5,4,6,4,5,6,5,3,6,4,7,8,5,8,4,3,5,8,47,1,male,1,white,NA,,2,HS,4,2,1,17,6,4,3,5,2,2,3,2,35,4,28,18,20,21,28
2024-07-24 11:27:37,2024-07-24 11:36:29,0,2.24.104.132,100,531,1,2024-07-24 11:36:30,R_2A19UCOWmdBcJoZ,NA,NA,NA,NA,54.9053,-2.9441,anonymous,EN,5eec48a2a0a86044492efa67,UK,0,,1,1,1,1,1,"Spending time alone is usually a bad idea for me because i already get way to much of it as an unemployed, single guy with no freinds so alone time is is just the same old negative force on my life ",21.415,21.415,123.43,1,4,2,3,2,1,3,1,2,1,4,4,3,4,4,2,4,4,3,3,4,5,4,2,5,4,5,5,3,4,5,5,4,5,5,5,5,6,5,7,2,2,6,4,8,8,8,9,2,8,8,7,25,1,male,1,white,NA,,2,HS,2.5,2,3,29,4,6,2,3,2,2,4,3,37,2,26,14,25,23,33
2024-07-24 11:02:07,2024-07-24 11:11:06,0,194.233.152.116,100,539,1,2024-07-24 11:11:06,R_2KOywVD0wQjQZcu,NA,NA,NA,NA,51.4964,-0.1224,anonymous,EN,597c6cdf21db3a0001418541,UK,0,,1,1,1,1,1,"Spending time alone is positive if done for the right reason. To be away from noise, distractions and outside influences allows you to clear the mind. In a way, detox.",18.862,30.374,206.25,2,6,6,6,4,5,7,2,3,3,1,1,4,1,1,4,1,1,4,4,4,4,4,6,3,4,4,5,5,5,5,6,6,6,3,1,4,8,5,6,9,9,9,2,6,7,6,6,9,8,8,7,66,1,male,1,white,NA,,2,HS,5.66666666666667,1,1,8,8,2,3,3,4,3,2,2,44,1,22,29,32,23,25
2024-07-24 11:02:20,2024-07-24 11:11:26,0,81.97.150.120,100,546,1,2024-07-24 11:11:27,R_2re9tiTEJVswFc9,NA,NA,NA,NA,51.5043,-0.2211,anonymous,EN,5f2a97915d60d42e074966b1,UK,0,,1,1,1,1,1,"How I feel about being alone depends on what happened when I was last spending time with another person. If I had a positive time, then I feel fine about being by myself--I can work on a project, read, play a video game, without being disturbed or interrupted. I have social anxiety, and sometimes just someone being in the same room as me can prevent me from relaxing. 

If when I was recently spending time with another person the interaction went badly, then being alone becomes a very negative experience, as I have a tendency to spiral. I may begin to stew in my negative thoughts and be unable to break out of them, preventing me from being able to do much, if anything engaging. On some occasions I get the strong desire to drink heavily. ",13.608,241.866,270.988,10,5,5,5,5,4,6,2,2,3,3,2,2,3,3,2,3,2,5,3,4,3,4,4,3,4,5,4,3,4,5,3,4,2,4,3,6,6,4,6,4,3,7,7,2,4,6,6,3,3,6,6,27,2,female,1,white,NA,,5,masters,5,3,3,22,7,3,4,3,4,2,4,3,44,5,24,21,18,22,18
2024-07-24 11:30:15,2024-07-24 11:39:22,0,86.157.136.192,100,547,1,2024-07-24 11:39:23,R_8rI14oJY5UZNJZ8,NA,NA,NA,NA,52.9817,-2.1377,anonymous,EN,6693ccc1fc492a0498194e7e,UK,0,,1,1,1,1,1,"I have a busy life with children and work so I really enjoy time alone when I get it. I don't particularly enjoy social situations and fine they take a lot of my energy, so time alone feels peaceful. ",8.051,114.924,117.342,4,6,5,6,4,4,5,2,3,3,2,2,3,2,2,4,2,3,5,4,5,2,3,4,3,5,3,4,3,2,5,5,5,3,6,4,7,9,8,8,7,4,4,6,8,8,3,6,8,8,7,6,34,2,female,1,white,NA,,2,HS,5,2,1,16,8,2,5,4,4,4,4,5,53,4,29,21,29,32,25
2024-07-24 11:31:36,2024-07-24 11:40:46,0,92.233.40.43,100,550,1,2024-07-24 11:40:47,R_2aYHYUbEcEBaJwt,NA,NA,NA,NA,51.4534,-2.5077,anonymous,EN,62c8576299ac324ce5e9a813,UK,0,,1,1,1,1,1,"I very much enjoy being by myself. I am married and a mum to two young children and a teacher. I am ALWAYS surrounded by others and I therefore cherish time in my own company. It is now a rare treat. 
I have always felt comfortable by myself. e.g. my friends know not to ask me to shop with them as I love to shop by myself and cannot stand shopping with others. 
I do love to meet up with friends and I always enjoy myself but it is the days that I have to myself that I really look forward to. ",14.22,204.237,205.518,3,6,5,6,6,4,6,2,3,3,1,1,3,2,1,4,1,1,4,4,5,2,2,5,2,4,3,5,2,2,6,6,5,6,5,5,8,9,9,8,4,3,6,6,6,7,6,8,8,6,8,8,46,2,female,1,white,NA,,4,bachelors,5.5,2,1,10,8,2,5,5,5,4,5,5,56,1,28,19,30,34,27
2024-07-24 11:30:43,2024-07-24 11:39:55,0,77.99.253.253,100,552,1,2024-07-24 11:39:55,R_8ePvJaT5MT7DSN3,NA,NA,NA,NA,53.3929,-1.5455,anonymous,EN,66742cb7835845b07ddb4adc,UK,0,,1,1,1,1,1,"Positive
- can be self directed and spend time on things I want to spend time on
- free of noise and an opportunity for relaxation
- no obligations or social pressures to fulfil
- able to think my own thoughts without other people's opinions, ideas, feelings etc
- can 'be myself' more

Negative
- left with my own thoughts / feelings too long can lead to them being distorted 
- ideas and creative thoughts can only go so far without external input to advance or critique them
- I might end up in a loop, incapable of doing new things, without others'
- I forget to do some things without other people (eat, drink, sleep properly)",20.993,132.378,267.958,2,6,6,5,6,5,5,3,1,3,3,3,3,4,4,3,2,4,3,3,2,5,5,2,5,2,6,3,5,6,6,4,5,5,4,2,6,3,2,3,6,2,2,6,7,7,5,6,7,8,7,8,41,3,nonbinary/other,1,white,NA,,5,masters,5.5,2,2,24,7,3,2,2,2,1,2,1,25,2,23,16,30,14,25
