"climate","romantic","Temperature","Temperature_log"
"温带","1",36.65,3.60141342833266
"热带","1",36.65,3.60141342833266
"温带","2",36.666666665,3.60186807707885
"温带","1",36.694444445,3.60262536608136
"热带","2",36.694444445,3.60262536608136
"温带","2",36.7,3.60277675506052
"热带","2",36.7,3.60277675506052
"热带","1",36.7,3.60277675506052
"热带","2",36.7,3.60277675506052
"温带","1",36.7,3.60277675506052
"热带","2",36.7,3.60277675506052
"热带","2",36.7,3.60277675506052
"温带","2",36.7,3.60277675506052
"温带","2",36.722222225,3.60338208203116
"温带","1",36.72388889,3.603427466735
"热带","2",36.75,3.60413822565885
"寒温带","2",36.75,3.60413822565885
"热带","1",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"热带","1",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"热带","1",36.75,3.60413822565885
"寒温带","1",36.75,3.60413822565885
"寒温带","1",36.795,3.60536196637856
"温带","1",36.8,3.60549784517489
"热带","1",36.8,3.60549784517489
"寒温带","2",36.8,3.60549784517489
"寒温带","1",36.8,3.60549784517489
"寒温带","1",36.8,3.60549784517489
"热带","2",36.8,3.60549784517489
"温带","2",36.805555555,3.60564879994912
"热带","2",36.833333335,3.60640323233495
"热带","2",36.833333335,3.60640323233495
"寒温带","2",36.85,3.60685561863535
"热带","2",36.85,3.60685561863535
"温带","1",36.85,3.60685561863535
"温带","1",36.85,3.60685561863535
"寒温带","2",36.85,3.60685561863535
"热带","2",36.85,3.60685561863535
"寒温带","1",36.9,3.60821155104648
"温带","2",36.919444445,3.60873836198622
"热带","2",36.94444444,3.60941528263939
"热带","1",36.944444445,3.60941528277473
"热带","2",36.95,3.60956564739421
"热带","2",36.95,3.60956564739421
"热带","2",36.95,3.60956564739421
"热带","1",36.97222222,3.6101668798789
"热带","2",36.975,3.61024200859686
"温带","1",37,3.61091791264422
"热带","2",37,3.61091791264422
"温带","1",37,3.61091791264422
"热带","2",37,3.61091791264422
"温带","1",37,3.61091791264422
"温带","1",37,3.61091791264422
"热带","2",37,3.61091791264422
"温带","1",37,3.61091791264422
"温带","1",37.05,3.6122683517421
"热带","1",37.1,3.61361696961339
"热带","2",37.1,3.61361696961339
"热带","1",37.1,3.61361696961339
"温带","1",37.135,3.61455992112126
"热带","1",37.15,3.61496377116377
"温带","1",37.2,3.6163087612791
"温带","1",37.22222222,3.61690595442915
"热带","2",37.35,3.62033291157883
"热带","2",39.3,3.67122451887522
"温带","2",35.05,3.5567756134806
"寒温带","1",35.1,3.55820113047182
"寒温带","1",35.1,3.55820113047182
"温带","1",35.2,3.56104608260405
"温带","1",35.2,3.56104608260405
"寒温带","1",35.2,3.56104608260405
"温带","2",35.222222225,3.56167719661993
"寒温带","2",35.25,3.56246552925828
"热带","1",35.4,3.56671182013973
"温带","2",35.5,3.56953269648137
"温带","2",35.527777775,3.57031486304455
"寒温带","2",35.55,3.57094015624925
"寒温带","1",35.55,3.57094015624925
"寒温带","1",35.55,3.57094015624925
"寒温带","2",35.6,3.57234563785798
"寒温带","2",35.6,3.57234563785798
"寒温带","2",35.6,3.57234563785798
"寒温带","2",35.65,3.57374914686031
"寒温带","2",35.65,3.57374914686031
"寒温带","1",35.65,3.57374914686031
"温带","2",35.666666665,3.57421654574707
"温带","1",35.666666665,3.57421654574707
"寒温带","1",35.7,3.57515068878559
"热带","2",35.7,3.57515068878559
"寒温带","1",35.7,3.57515068878559
"热带","1",35.75,3.57655026914002
"温带","1",35.75,3.57655026914002
"温带","1",35.8,3.57794789340665
"寒温带","1",35.85,3.57934356704563
"寒温带","1",35.85,3.57934356704563
"寒温带","1",35.85,3.57934356704563
"温带","1",35.85,3.57934356704563
"温带","1",35.85,3.57934356704563
"热带","1",35.85,3.57934356704563
"寒温带","2",35.9,3.58073729549423
"温带","1",35.9,3.58073729549423
"温带","1",35.9,3.58073729549423
"寒温带","2",35.9,3.58073729549423
"温带","1",35.9,3.58073729549423
"热带","2",35.9,3.58073729549423
"温带","1",35.916666665,3.58120144026934
"寒温带","1",35.95,3.58212908416706
"热带","2",35.95,3.58212908416706
"温带","2",35.95,3.58212908416706
"寒温带","1",35.95,3.58212908416706
"寒温带","2",36,3.58351893845611
"寒温带","1",36,3.58351893845611
"热带","2",36,3.58351893845611
"温带","1",36.027777775,3.58429024578323
"温带","1",36.05,3.58490686373096
"温带","2",36.05,3.58490686373096
"寒温带","1",36.05,3.58490686373096
"热带","1",36.05,3.58490686373096
"热带","1",36.05,3.58490686373096
"热带","2",36.05,3.58490686373096
"热带","2",36.05,3.58490686373096
"寒温带","1",36.1,3.58629286533884
"温带","1",36.1,3.58629286533884
"热带","1",36.1,3.58629286533884
"温带","2",36.15,3.58767694860477
"热带","1",36.15,3.58767694860477
"温带","1",36.15,3.58767694860477
"寒温带","1",36.15,3.58767694860477
"寒温带","1",36.15,3.58767694860477
"寒温带","1",36.15,3.58767694860477
"热带","2",36.15,3.58767694860477
"寒温带","1",36.15,3.58767694860477
"温带","1",36.15,3.58767694860477
"寒温带","2",36.15,3.58767694860477
"热带","1",36.15,3.58767694860477
"热带","2",36.194444445,3.58890563868408
"温带","2",36.2,3.58905911883173
"热带","2",36.2,3.58905911883173
"寒温带","2",36.2,3.58905911883173
"热带","1",36.2,3.58905911883173
"温带","1",36.2,3.58905911883173
"热带","2",36.2,3.58905911883173
"温带","2",36.2,3.58905911883173
"温带","1",36.25,3.59043938130068
"温带","1",36.25,3.59043938130068
"热带","2",36.25,3.59043938130068
"温带","1",36.25,3.59043938130068
"寒温带","1",36.25,3.59043938130068
"热带","1",36.25,3.59043938130068
"温带","2",36.25,3.59043938130068
"温带","1",36.25,3.59043938130068
"热带","2",36.25,3.59043938130068
"温带","1",36.25,3.59043938130068
"温带","2",36.25,3.59043938130068
"热带","1",36.25,3.59043938130068
"寒温带","1",36.285,3.5914044327301
"温带","2",36.3,3.5918177412708
"温带","2",36.3,3.5918177412708
"温带","1",36.3,3.5918177412708
"温带","1",36.3,3.5918177412708
"温带","1",36.3,3.5918177412708
"温带","1",36.3,3.5918177412708
"寒温带","1",36.3,3.5918177412708
"寒温带","2",36.3,3.5918177412708
"温带","1",36.3,3.5918177412708
"热带","2",36.3,3.5918177412708
"温带","2",36.3,3.5918177412708
"温带","2",36.305555555,3.59197077515281
"温带","2",36.305555555,3.59197077515281
"温带","2",36.305555555,3.59197077515281
"温带","1",36.306666665,3.59200137909154
"热带","2",36.333333335,3.59273559360691
"热带","1",36.33333333,3.59273559346929
"温带","1",36.35,3.59319420397953
"温带","1",36.35,3.59319420397953
"热带","1",36.35,3.59319420397953
"热带","2",36.35,3.59319420397953
"温带","1",36.35,3.59319420397953
"寒温带","1",36.35,3.59319420397953
"温带","2",36.35,3.59319420397953
"温带","1",36.35,3.59319420397953
"温带","2",36.35,3.59319420397953
"热带","2",36.35,3.59319420397953
"寒温带","2",36.35,3.59319420397953
"温带","1",36.4,3.5945687746427
"热带","1",36.4,3.5945687746427
"温带","1",36.4,3.5945687746427
"热带","2",36.4,3.5945687746427
"温带","2",36.4,3.5945687746427
"温带","1",36.4,3.5945687746427
"寒温带","2",36.4,3.5945687746427
"寒温带","2",36.4,3.5945687746427
"热带","1",36.4,3.5945687746427
"热带","1",36.4,3.5945687746427
"温带","1",36.4,3.5945687746427
"热带","1",36.4,3.5945687746427
"温带","2",36.416666665,3.59502654526182
"热带","1",36.416666665,3.59502654526182
"温带","1",36.44444444,3.59578903092597
"温带","2",36.45,3.59594145845467
"寒温带","1",36.45,3.59594145845467
"寒温带","1",36.45,3.59594145845467
"寒温带","1",36.45,3.59594145845467
"温带","2",36.45,3.59594145845467
"热带","2",36.45,3.59594145845467
"热带","2",36.45,3.59594145845467
"热带","1",36.45,3.59594145845467
"寒温带","1",36.45,3.59594145845467
"温带","1",36.45,3.59594145845467
"热带","2",36.45,3.59594145845467
"热带","2",36.45,3.59594145845467
"热带","1",36.45,3.59594145845467
"寒温带","1",36.45,3.59594145845467
"温带","1",36.45,3.59594145845467
"温带","1",36.47222222,3.59655093578576
"热带","2",36.47222222,3.59655093578576
"温带","1",36.5,3.59731226058845
"温带","2",36.5,3.59731226058845
"温带","1",36.5,3.59731226058845
"温带","2",36.5,3.59731226058845
"温带","2",36.5,3.59731226058845
"热带","2",36.5,3.59731226058845
"温带","2",36.5,3.59731226058845
"寒温带","1",36.5,3.59731226058845
"热带","1",36.5,3.59731226058845
"寒温带","2",36.5,3.59731226058845
"热带","2",36.5,3.59731226058845
"热带","2",36.5,3.59731226058845
"热带","1",36.5,3.59731226058845
"温带","1",36.5,3.59731226058845
"温带","2",36.52777778,3.59807300621659
"温带","1",36.527777775,3.59807300607971
"温带","2",36.527777775,3.59807300607971
"热带","2",36.53,3.59813384080719
"热带","2",36.535,3.59827070524318
"寒温带","2",36.55,3.59868118619579
"温带","1",36.55,3.59868118619579
"热带","1",36.55,3.59868118619579
"温带","2",36.55,3.59868118619579
"温带","2",36.55,3.59868118619579
"热带","2",36.55,3.59868118619579
"热带","2",36.55,3.59868118619579
"热带","1",36.55,3.59868118619579
"寒温带","1",36.55,3.59868118619579
"温带","1",36.555555555,3.59883317341395
"温带","2",36.555555555,3.59883317341395
"温带","1",36.556666665,3.59886356805842
"热带","2",36.583333335,3.59959276333273
"温带","2",36.6,3.60004824040732
"温带","1",36.6,3.60004824040732
"温带","2",36.6,3.60004824040732
"温带","1",36.6,3.60004824040732
"寒温带","2",36.6,3.60004824040732
"寒温带","2",36.6,3.60004824040732
"热带","1",36.6,3.60004824040732
"寒温带","1",36.6,3.60004824040732
"温带","1",36.6,3.60004824040732
"寒温带","1",36.605,3.60018484309861
"温带","2",36.61111111,3.60035177657599
"温带","2",36.63888889,3.60111021429153
"热带","1",36.63888889,3.60111021429153
"热带","2",36.65,3.60141342833266
"寒温带","1",36.65,3.60141342833266
"热带","2",36.65,3.60141342833266
"温带","1",36.65,3.60141342833266
"温带","1",36.65,3.60141342833266
"热带","2",36.65,3.60141342833266
"温带","2",36.65,3.60141342833266
"温带","2",36.666666665,3.60186807707885
"热带","1",36.666666665,3.60186807707885
"温带","1",36.666666665,3.60186807707885
"温带","1",36.694444445,3.60262536608136
"热带","2",36.7,3.60277675506052
"热带","2",36.7,3.60277675506052
"温带","1",36.7,3.60277675506052
"热带","2",36.7,3.60277675506052
"热带","2",36.7,3.60277675506052
"寒温带","2",36.7,3.60277675506052
"热带","1",36.7,3.60277675506052
"寒温带","1",36.7,3.60277675506052
"热带","1",36.7,3.60277675506052
"热带","1",36.7,3.60277675506052
"热带","2",36.722222225,3.60338208203116
"温带","1",36.72222222,3.60338208189501
"热带","1",36.722222225,3.60338208203116
"温带","1",36.725,3.60345772205994
"热带","2",36.727777775,3.60353335636774
"温带","2",36.75,3.60413822565885
"温带","2",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"寒温带","1",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"温带","2",36.75,3.60413822565885
"温带","1",36.75,3.60413822565885
"寒温带","1",36.75,3.60413822565885
"温带","2",36.75,3.60413822565885
"热带","1",36.75,3.60413822565885
"温带","2",36.8,3.60549784517489
"温带","1",36.8,3.60549784517489
"热带","1",36.8,3.60549784517489
"热带","2",36.8,3.60549784517489
"温带","1",36.831666665,3.60635798235191
"热带","2",36.833333335,3.60640323233495
"热带","1",36.833333335,3.60640323233495
"热带","2",36.85,3.60685561863535
"热带","2",36.85,3.60685561863535
"热带","2",36.85,3.60685561863535
"热带","1",36.85,3.60685561863535
"寒温带","1",36.85,3.60685561863535
"热带","2",36.85,3.60685561863535
"热带","1",36.86111111,3.60715709584595
"温带","1",36.9,3.60821155104648
"热带","2",36.9,3.60821155104648
"热带","2",36.9,3.60821155104648
"寒温带","2",36.9,3.60821155104648
"热带","2",36.9,3.60821155104648
"温带","1",36.9,3.60821155104648
"寒温带","2",36.9,3.60821155104648
"温带","1",36.95,3.60956564739421
"寒温带","2",36.95,3.60956564739421
"寒温带","2",36.95,3.60956564739421
"温带","2",36.95,3.60956564739421
"热带","1",36.95,3.60956564739421
"寒温带","1",37,3.61091791264422
"热带","2",37,3.61091791264422
"热带","1",37,3.61091791264422
"热带","2",37,3.61091791264422
"热带","2",37,3.61091791264422
"温带","1",37,3.61091791264422
"热带","2",37,3.61091791264422
"热带","2",37.05,3.6122683517421
"热带","1",37.05,3.6122683517421
"温带","2",37.05,3.6122683517421
"热带","1",37.05,3.6122683517421
"热带","1",37.05,3.6122683517421
"热带","1",37.055555555,3.61241828800447
"温带","2",37.083333335,3.61316763242318
"热带","1",37.09722222,3.613542094034
"热带","1",37.11111111,3.61391641561054
"热带","1",37.13888889,3.61466463867575
"热带","2",37.15,3.61496377116377
"热带","2",37.15,3.61496377116377
"热带","1",37.15,3.61496377116377
"热带","2",37.2,3.6163087612791
"温带","1",37.25,3.61765194482557
"温带","1",37.277777775,3.618397379001
"温带","1",37.3,3.61899332664977
"热带","1",37.35,3.62033291157883
"热带","2",35,3.55534806148941
"温带","2",35.05,3.5567756134806
"寒温带","1",35.05,3.5567756134806
"温带","1",35.15,3.55962461825667
"温带","1",35.2,3.56104608260405
"寒温带","2",35.35,3.56529839234258
"温带","2",35.35,3.56529839234258
"寒温带","2",35.4,3.56671182013973
"寒温带","2",35.5,3.56953269648137
"寒温带","1",35.5,3.56953269648137
"寒温带","1",35.55,3.57094015624925
"温带","1",35.55,3.57094015624925
"热带","1",35.55555556,3.57109641858255
"温带","1",35.6,3.57234563785798
"温带","2",35.65,3.57374914686031
"寒温带","1",35.65,3.57374914686031
"温带","2",35.65,3.57374914686031
"寒温带","1",35.7,3.57515068878559
"寒温带","2",35.75,3.57655026914002
"寒温带","1",35.75,3.57655026914002
"热带","2",35.75,3.57655026914002
"温带","2",35.8,3.57794789340665
"温带","2",35.8,3.57794789340665
"寒温带","2",35.85,3.57934356704563
"寒温带","1",35.895,3.58059801002845
"寒温带","2",35.9,3.58073729549423
"温带","2",35.9,3.58073729549423
"温带","2",35.9,3.58073729549423
"寒温带","1",35.95,3.58212908416706
"温带","2",35.95,3.58212908416706
"温带","1",35.95,3.58212908416706
"寒温带","2",35.95,3.58212908416706
"热带","1",35.972222225,3.58274703575475
"寒温带","1",36,3.58351893845611
"温带","1",36,3.58351893845611
"温带","2",36,3.58351893845611
"寒温带","2",36,3.58351893845611
"温带","1",36,3.58351893845611
"温带","2",36,3.58351893845611
"热带","2",36.02777778,3.58429024592201
"寒温带","2",36.04,3.58462943274014
"温带","2",36.05,3.58490686373096
"热带","2",36.05,3.58490686373096
"温带","2",36.05,3.58490686373096
"温带","1",36.05,3.58490686373096
"温带","1",36.1,3.58629286533884
"温带","2",36.1,3.58629286533884
"寒温带","2",36.1,3.58629286533884
"寒温带","2",36.1,3.58629286533884
"温带","1",36.1,3.58629286533884
"寒温带","1",36.1,3.58629286533884
"寒温带","2",36.1,3.58629286533884
"温带","2",36.111111115,3.58660060510121
"热带","2",36.11111111,3.58660060496275
"温带","1",36.15,3.58767694860477
"温带","1",36.15,3.58767694860477
"寒温带","2",36.15,3.58767694860477
"寒温带","2",36.15,3.58767694860477
"温带","1",36.15,3.58767694860477
"温带","1",36.15,3.58767694860477
"寒温带","1",36.15,3.58767694860477
"寒温带","2",36.15,3.58767694860477
"寒温带","2",36.15,3.58767694860477
"温带","2",36.2,3.58905911883173
"温带","2",36.2,3.58905911883173
"温带","1",36.2,3.58905911883173
"温带","2",36.2,3.58905911883173
"温带","2",36.2,3.58905911883173
"温带","1",36.2,3.58905911883173
"温带","2",36.2,3.58905911883173
"寒温带","1",36.25,3.59043938130068
"寒温带","2",36.25,3.59043938130068
"温带","1",36.25,3.59043938130068
"温带","2",36.25,3.59043938130068
"温带","1",36.25,3.59043938130068
"热带","2",36.25,3.59043938130068
"温带","2",36.25,3.59043938130068
"温带","1",36.25,3.59043938130068
"温带","2",36.255,3.59057730282356
"温带","2",36.3,3.5918177412708
"寒温带","1",36.3,3.5918177412708
"寒温带","2",36.3,3.5918177412708
"温带","1",36.3,3.5918177412708
"寒温带","1",36.3,3.5918177412708
"温带","2",36.3,3.5918177412708
"热带","1",36.3,3.5918177412708
"温带","2",36.3,3.5918177412708
"温带","1",36.3,3.5918177412708
"寒温带","2",36.3,3.5918177412708
"温带","2",36.3,3.5918177412708
"温带","1",36.3,3.5918177412708
"温带","2",36.35,3.59319420397953
"温带","1",36.35,3.59319420397953
"温带","1",36.35,3.59319420397953
"寒温带","2",36.35,3.59319420397953
"热带","2",36.35,3.59319420397953
"热带","2",36.36111111,3.59349982742323
"热带","1",36.388888885,3.59426347763222
"热带","2",36.38888889,3.59426347776962
"热带","1",36.388888885,3.59426347763222
"温带","2",36.39,3.59429401162407
"温带","2",36.4,3.5945687746427
"寒温带","1",36.4,3.5945687746427
"温带","2",36.4,3.5945687746427
"温带","2",36.4,3.5945687746427
"温带","2",36.4,3.5945687746427
"热带","2",36.4,3.5945687746427
"热带","2",36.4,3.5945687746427
"温带","2",36.4,3.5945687746427
"热带","2",36.4,3.5945687746427
"温带","1",36.4,3.5945687746427
"温带","2",36.416666665,3.59502654526182
"温带","1",36.416666665,3.59502654526182
"温带","1",36.41666667,3.59502654539912
"温带","2",36.425,3.59525535208127
"热带","2",36.44444444,3.59578903092597
"温带","2",36.45,3.59594145845467
"温带","1",36.45,3.59594145845467
"温带","2",36.45,3.59594145845467
"热带","1",36.45,3.59594145845467
"寒温带","1",36.45,3.59594145845467
"热带","2",36.47222222,3.59655093578576
"温带","1",36.5,3.59731226058845
"寒温带","2",36.5,3.59731226058845
"热带","2",36.5,3.59731226058845
"温带","2",36.5,3.59731226058845
"寒温带","1",36.5,3.59731226058845
"温带","1",36.5,3.59731226058845
"寒温带","1",36.5,3.59731226058845
"温带","2",36.5,3.59731226058845
"热带","2",36.5,3.59731226058845
"温带","2",36.5,3.59731226058845
"寒温带","1",36.5,3.59731226058845
"温带","1",36.5,3.59731226058845
"热带","1",36.5,3.59731226058845
"寒温带","2",36.52,3.59786005572677
"寒温带","1",36.535,3.59827070524318
"温带","2",36.55,3.59868118619579
"温带","2",36.55,3.59868118619579
"温带","2",36.55,3.59868118619579
"温带","1",36.55,3.59868118619579
"热带","2",36.55,3.59868118619579
"温带","2",36.55,3.59868118619579
"温带","1",36.55,3.59868118619579
"寒温带","2",36.55,3.59868118619579
"热带","2",36.55,3.59868118619579
"温带","2",36.55,3.59868118619579
"热带","2",36.555555555,3.59883317341395
"热带","2",36.555555555,3.59883317341395
"热带","2",36.575,3.59936494690619
"热带","2",36.58333333,3.59959276319606
"温带","2",36.583333335,3.59959276333273
"寒温带","1",36.6,3.60004824040732
"温带","2",36.6,3.60004824040732
"温带","2",36.6,3.60004824040732
"温带","2",36.6,3.60004824040732
"寒温带","1",36.6,3.60004824040732
"温带","2",36.6,3.60004824040732
"温带","1",36.6,3.60004824040732
"温带","2",36.6,3.60004824040732
"热带","1",36.6,3.60004824040732
"热带","1",36.61111111,3.60035177657599
"热带","2",36.63888889,3.60111021429153
"寒温带","1",36.65,3.60141342833266
"温带","2",36.65,3.60141342833266
"寒温带","1",36.65,3.60141342833266
"寒温带","1",36.65,3.60141342833266
"温带","2",36.65,3.60141342833266
"热带","2",36.65,3.60141342833266
"温带","1",36.65,3.60141342833266
"寒温带","1",36.665,3.60182262154576
"寒温带","1",36.665,3.60182262154576
"温带","1",36.7,3.60277675506052
"温带","2",36.7,3.60277675506052
"温带","1",36.7,3.60277675506052
"寒温带","1",36.7,3.60277675506052
"温带","2",36.7,3.60277675506052
"温带","2",36.7,3.60277675506052
"热带","2",36.7,3.60277675506052
"热带","2",36.72222222,3.60338208189501
"热带","1",36.72222222,3.60338208189501
"温带","1",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"温带","1",36.75,3.60413822565885
"温带","2",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"温带","2",36.75,3.60413822565885
"寒温带","1",36.75,3.60413822565885
"温带","2",36.75,3.60413822565885
"温带","1",36.75,3.60413822565885
"温带","2",36.75,3.60413822565885
"温带","1",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"温带","1",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"热带","1",36.75,3.60413822565885
"温带","2",36.8,3.60549784517489
"温带","2",36.8,3.60549784517489
"热带","1",36.8,3.60549784517489
"温带","2",36.8,3.60549784517489
"温带","2",36.8,3.60549784517489
"热带","2",36.8,3.60549784517489
"温带","2",36.8,3.60549784517489
"温带","2",36.805555555,3.60564879994912
"温带","2",36.805555555,3.60564879994912
"温带","2",36.805555555,3.60564879994912
"热带","1",36.833333335,3.60640323233495
"热带","1",36.833333335,3.60640323233495
"热带","2",36.833333335,3.60640323233495
"温带","2",36.85,3.60685561863535
"寒温带","1",36.85,3.60685561863535
"寒温带","1",36.85,3.60685561863535
"温带","1",36.85,3.60685561863535
"温带","1",36.85,3.60685561863535
"热带","1",36.86111111,3.60715709584595
"热带","2",36.88888889,3.60791039161039
"温带","2",36.9,3.60821155104648
"寒温带","1",36.9,3.60821155104648
"热带","2",36.9,3.60821155104648
"热带","1",36.9,3.60821155104648
"温带","2",36.9,3.60821155104648
"温带","2",36.95,3.60956564739421
"热带","2",36.95,3.60956564739421
"热带","2",36.95,3.60956564739421
"热带","2",36.95,3.60956564739421
"热带","2",36.95,3.60956564739421
"寒温带","1",36.95,3.60956564739421
"热带","1",36.97222222,3.6101668798789
"热带","2",36.977777775,3.61031713153571
"热带","2",37,3.61091791264422
"温带","2",37,3.61091791264422
"温带","2",37,3.61091791264422
"寒温带","1",37,3.61091791264422
"热带","2",37,3.61091791264422
"温带","1",37,3.61091791264422
"热带","2",37.05,3.6122683517421
"热带","1",37.05,3.6122683517421
"温带","1",37.05,3.6122683517421
"热带","1",37.055555555,3.61241828800447
"热带","1",37.1,3.61361696961339
"热带","2",37.1,3.61361696961339
"热带","1",37.111111115,3.61391641574527
"热带","2",37.15,3.61496377116377
"温带","1",37.2,3.6163087612791
"温带","1",37.3,3.61899332664977
"热带","2",38.225,3.64348975181513
"寒温带","2",35.3,3.56388296393925
"温带","2",35.333333335,3.56482680549113
"温带","2",35.4,3.56671182013973
"温带","1",35.7,3.57515068878559
"温带","2",35.7,3.57515068878559
"热带","1",35.72222222,3.57577296627925
"寒温带","1",35.75,3.57655026914002
"热带","2",35.75,3.57655026914002
"寒温带","1",35.85,3.57934356704563
"寒温带","2",35.95,3.58212908416706
"温带","2",36,3.58351893845611
"寒温带","2",36,3.58351893845611
"热带","2",36.02777778,3.58429024592201
"温带","2",36.05,3.58490686373096
"热带","1",36.055555555,3.58506095879252
"寒温带","2",36.15,3.58767694860477
"温带","2",36.15,3.58767694860477
"温带","2",36.2,3.58905911883173
"热带","2",36.22222222,3.58967280396914
"温带","2",36.25,3.59043938130068
"热带","2",36.25,3.59043938130068
"温带","1",36.3,3.5918177412708
"热带","1",36.33333333,3.59273559346929
"热带","2",36.35,3.59319420397953
"热带","1",36.35,3.59319420397953
"热带","2",36.36111111,3.59349982742323
"热带","2",36.38888889,3.59426347776962
"温带","2",36.4,3.5945687746427
"温带","1",36.4,3.5945687746427
"温带","1",36.4,3.5945687746427
"热带","2",36.44444444,3.59578903092597
"热带","2",36.444444445,3.59578903106317
"温带","1",36.5,3.59731226058845
"温带","1",36.5,3.59731226058845
"温带","2",36.55,3.59868118619579
"热带","2",36.555555555,3.59883317341395
"热带","2",36.583333335,3.59959276333273
"热带","1",36.585,3.59963832033599
"温带","2",36.6,3.60004824040732
"温带","2",36.6,3.60004824040732
"热带","1",36.61111111,3.60035177657599
"热带","2",36.65,3.60141342833266
"温带","2",36.65,3.60141342833266
"温带","1",36.65,3.60141342833266
"热带","2",36.65,3.60141342833266
"热带","1",36.666666665,3.60186807707885
"热带","1",36.694444445,3.60262536608136
"热带","2",36.69444444,3.60262536594509
"热带","2",36.7,3.60277675506052
"温带","2",36.7,3.60277675506052
"热带","2",36.7,3.60277675506052
"温带","2",36.72222222,3.60338208189501
"热带","2",36.72222222,3.60338208189501
"热带","2",36.72222222,3.60338208189501
"温带","1",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"热带","1",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"热带","2",36.75,3.60413822565885
"热带","1",36.77777778,3.60489379810127
"热带","1",36.777777775,3.60489379796531
"热带","2",36.8,3.60549784517489
"热带","2",36.8,3.60549784517489
"寒温带","1",36.8,3.60549784517489
"热带","1",36.84,3.60658421138711
"热带","1",36.88888889,3.60791039161039
"寒温带","2",36.9,3.60821155104648
"热带","1",36.916666665,3.60866312021199
"热带","2",36.916666665,3.60866312021199
"热带","1",36.944444445,3.60941528277473
"热带","1",36.944444445,3.60941528277473
"热带","2",36.944444445,3.60941528277473
"温带","2",36.95,3.60956564739421
"热带","2",36.972222225,3.61016688001413
"热带","2",36.97222222,3.6101668798789
"温带","2",37,3.61091791264422
"温带","1",37,3.61091791264422
"热带","2",37,3.61091791264422
"热带","2",37.02777778,3.61166838178261
"热带","1",37.055555555,3.61241828800447
"热带","2",37.055555555,3.61241828800447
"热带","1",37.083333335,3.61316763242318
"寒温带","2",37.105,3.6137517314221
"寒温带","2",35.6,3.57234563785798
"寒温带","1",35.875,3.58004067407979
"寒温带","2",36.6,3.60004824040732
"寒温带","2",36.7,3.60277675506052
"热带","2",35.55555556,3.57109641858255
"热带","2",36.44444444,3.59578903092597
"热带","1",36.494444445,3.59716004201749
"热带","1",36.61111111,3.60035177657599
"热带","1",36.805555555,3.60564879994912
"热带","1",36.805555555,3.60564879994912
"热带","1",36.944444445,3.60941528277473
