PublicationDate,Source,Coder_1,Coder_2,TieBreaker,ArticleTitle
"Feb 22, 2022",Wall Street Journal (Online),0,0,0,"'Out of the Dark—The Film Noir Project' by Melissa Errico Review: Music for Moody Mysteries; The singer releases a collection of songs inspired by the noir concept: melancholy, bittersweet tales of isolation and loneliness, beauty and betrayal"
"Feb 27, 2022",Wall Street Journal (Online),0,0,0,"Hong Kong's Covid-19 Regime Sparks Rush for Exit by Spooked Residents; School closures, mandatory tests and the threat of isolation in government facilities prove the final straw after two years of stringent pandemic controls that still failed to halt Omicron"
"Feb 28, 2022",Wall Street Journal (Online),0,0,0,Behind the Sweeping Russia Sanctions: Zelensky's Plea and a Mounting Crisis; The U.S. and Europe banded together to impose what is shaping up to be the biggest financial isolation of a major economy
"Mar 2, 2022",Chicago Tribune,0,0,0,China is faced with a stark choice: Support a free Ukraine or risk global isolation alongside Russia
"Mar 5, 2022",Wall Street Journal (Online),0,0,0,Russia's Aviation Isolation Grows as Planes Stay Put; Moscow fears the impounding abroad of around 500 Russian-operated commercial planes amid widespread sanctions against its airlines
"Mar 6, 2022",Wall Street Journal (Online),0,0,0,"TikTok and Netflix Pull Back From Russia, Adding to Its Tech and Media Isolation; Chinese-owned social-media platform halts new content in Russia in response to 'fake news' law; U.S. streaming giant suspends its service there amid operational challenges"
"Mar 7, 2022",New York Times,0,0,0,"Russia, Blocked From the Global Internet, Plunges Into Digital Isolation"
"Mar 8, 2022",New York Times,0,0,0,"Russia, Blocked From the Global Internet, Plunges Into Digital Isolation"
"Mar 8, 2022",New York Times,0,0,0,Web Limits Push Russia Into Isolation: [Correction]
"Mar 10, 2022",The Washington Post,0,0,0,Isolation and economic pain: New iron curtain falls on Russia
"Mar 11, 2022",New York Times,0,0,0,How Long Will the Isolation of Russia Last?: [Business/Financial Desk]
"Mar 23, 2022",Chicago Tribune,0,0,0,"The corporate exodus from Russia sends Putin a message. Stop, or risk global isolation."
"Mar 25, 2022",Wall Street Journal (Online),0,0,0,Measuring Out Putin's Defeat in Ukraine; The Russian leader has run out of escalations that wouldn't invite greater opposition and isolation.
"Mar 25, 2022",New York Times,0,0,0,Report Urges U.S. to Act To Curb Taiwan Isolation: [Foreign Desk]
"Apr 7, 2022",Wall Street Journal (Online),0,0,0,"The Emerging Battle for Clean-Energy Commodities; As Russia's isolation disrupts global oil and gas markets, the U.S. must focus on securing the minerals necessary for wind, solar and electric"
"Apr 10, 2022",The Washington Post,0,0,0,How far does the isolation of Russia extend?
"Apr 12, 2022",Wall Street Journal (Online),0,0,0,"Putin Vows Russia Will Return to Moon, Despite Western Sanctions; On anniversary of Moscow sending first human into orbit, president pledges repeat of Soviet success achieved 'in complete technological isolation'"
"May 9, 2022",Wall Street Journal (Online),0,0,0,"As Stock Markets Dive and Inflation Rises, It Pays to Automate Your Finances; This is no time to rely on human judgment alone, behavioral economists and financial planners say"
"May 10, 2022",Wall Street Journal (Online),0,0,0,Flight of Shops From Luxury Mall in Moscow Shows Russian Isolation After Ukraine Invasion; High-end retail center on Red Square sees a decline in brand name stores as sanctions bite
"May 31, 2022",Wall Street Journal (Online),0,0,0,"Covid-19 Can Leave You Infectious After Five or Even 10 Days; CDC recommends at least five days of isolation, but some people are testing positive well past that"
"Jun 3, 2022",Chicago Tribune,0,0,0,Officials report 1st monkeypox case in Ill. [Corrected 06/04/2022]: Probable virus found in Chicagoan who traveled to Europe; person in isolation
"Jun 12, 2022",Newsday,0,0,0,"Should I test negative before ending COVID self-isolation?: QUARANTINE: From reinfections to self-isolation to home tests, Newsday asks the experts"
"Jul 4, 2022",Wall Street Journal (Online),0,0,0,"China's Covid Isolation Spurs Beijing-Based Development Bank to Open Overseas Office; Abu Dhabi is among the top candidates for Asian Infrastructure Investment Bank's interim hub, as lender grapples with China's strict Covid travel rules"
"Jul 6, 2022",Wall Street Journal (Online),0,0,0,'1368' Review: Mutual Exchange; The Ming dynasty was not a period of isolation but rather 'the crystallization of China's first modern global era.'
"Jul 23, 2022",Wall Street Journal (Online),0,0,0,"President Biden's Covid-19 Symptoms Improve, Doctor Says; White House seeks to project normalcy as Biden remains in isolation after testing positive for Covid-19"
"Jul 23, 2022",The Washington Post,0,0,0,Biden continues to work during coronavirus isolation
"Jul 26, 2022",Chicago Tribune,0,0,0,Pritzker out of isolation: Gov. says he's tested negative for COVID-19
"Jul 26, 2022",Wall Street Journal (Online),0,0,0,"Saudi Crown Prince Makes First Europe Trip Since Khashoggi Killing; Kingdom's isolation from the West has eased despite human-rights concerns, as high energy prices drive inflation"
"Jul 27, 2022",New York Times,0,0,0,Biden Tests Negative for COVID and Will End Isolation
"Jul 27, 2022",Wall Street Journal (Online),0,0,0,"Biden Tests Negative for Covid-19, Says Recovery Was Quick; President's physician says in letter that Biden can end strict isolation measures"
"Jul 28, 2022",New York Times,0,0,0,President Ends Covid Isolation After His Tests Are Negative: [National Desk]
"Jul 28, 2022",The Washington Post,0,0,0,"Ending his covid isolation, Biden urges vaccine uptake"
"Jul 28, 2022",New York Times,0,0,0,"Russians, Risking Isolation in the South, Build Up for Ukrainian Attack"
"Jul 29, 2022",New York Times,0,0,0,Russians Risk Isolation In Port City as Ukraine Readies Attack in South: [Foreign Desk]
"Jul 31, 2022",Chicago Tribune,0,0,0,President in isolation after positive test for virus in 'rebound' case [Corrected 08/01/2022]
"Aug 2, 2022",New York Times,0,0,0,"For the Taliban, a New Era of Isolation Has Arrived"
"Aug 2, 2022",Los Angeles Times,0,0,0,Why do we allow solitary confinement? Prisons apply the harshest measure with little accountability
"Aug 3, 2022",New York Times,0,0,0,Taliban Entering a New Era of Global Isolation: [Foreign Desk]
"Aug 5, 2022",Tampa Bay Times,0,0,0,"When President Joe Biden tested positive for COVID-19 on July 21, his physician recommended he take the antiviral drug Paxlovid. The drug significantly reduces the likelihood of hospitalization or death for someone at high risk of developing severe COVID. Biden started the five-day course that day, according to the White House, and within six days, he tested negative for the virus and was cleared to leave isolation."
"Aug 6, 2022",New York Times,0,0,0,Biden Tests Negative for Coronavirus but Remains in Isolation
"Aug 6, 2022",Wall Street Journal (Online),0,0,0,"Biden Tests Negative for Covid-19 After Rebound Case, White House Doctor Says; The president will remain in isolation until a second negative test; he will be tested again on Sunday morning"
"Aug 7, 2022",New York Times,0,0,0,Biden Emerges From Isolation Again After Second Negative Virus Test
"Aug 7, 2022",New York Times,0,0,0,Biden Tests Clear of Covid But Will Stay In Isolation: [National Desk]
"Aug 8, 2022",Chicago Tribune,0,0,0,Biden leaves isolation for the first time since COVID-19 infection [Corrected 08/08/2022]
"Aug 8, 2022",USA TODAY,0,0,0,"Biden ends isolation, set to head to Ky. today"
"Aug 8, 2022",New York Times,0,0,0,Biden Emerges From His Covid Isolation: [National Desk]
"Aug 8, 2022",Los Angeles Times,0,0,0,"A longer wait to get a negative test; Five-day isolation timeline for isolating with the coronavirus isn't a hard and fast rule, officials say."
"Aug 8, 2022",Wall Street Journal (Online),0,0,0,Hong Kong Cuts Covid-19 Quarantine to 3 Days; Bid to restore the city as Asia's leading global financial hub falls short of business demands to scrap isolation period altogether
"Aug 9, 2022",Wall Street Journal (Online),0,0,0,"Inflation Reduction Act Could Supercharge Grid Energy Storage; Inflation Reduction Act includes tax credit for stand-alone energy storage for the first time, a potential game-changer for the technology"
"Aug 9, 2022",Wall Street Journal (Online),0,0,0,Hong Kong Cuts Covid-19 Quarantine to 3 Days; Bid to restore the city as Asia's leading global financial hub falls short of business demands to scrap isolation period altogether
"Aug 14, 2022",Wall Street Journal (Online),0,0,0,"Saudi Aramco Posts 90% Jump in Profit, Generating Billions for Kingdom; High oil prices are boosting Saudi Arabia's economy as its de facto ruler shakes off years of Western isolation"
"Aug 21, 2022",New York Times,0,0,0,Jill Biden Leaving Isolation After Testing Negative for the Coronavirus
"Aug 22, 2022",New York Times,0,0,0,The First Lady Leaves Isolation After Testing Negative for Covid: [National Desk]
"Aug 27, 2022",Wall Street Journal (Online),0,0,0,"Iran and Russia Are Cementing an Alliance With Grain, Drones and Satellites; The two U.S. rivals are accelerating efforts to build trade and military ties as they face international isolation"
"Aug 29, 2022",Wall Street Journal (Online),0,0,0,'Popular' Historians Are No Longer Alone in Being Lured by Politics; A common theme unites Doris Kearns Goodwin's praise of Biden and the hounding of James Sweet.
"Sep 24, 2022",The Washington Post,0,0,0,Hong Kong to abolish quarantine for travelers in bid to end city's isolation
"Sep 28, 2022",Wall Street Journal (Online),0,0,0,Saudi Crown Prince Mohammed bin Salman Named Prime Minister; Role marks another boost for day-to-day ruler of kingdom after his international isolation tied to journalist's killing in 2018
"Oct 9, 2022",Wall Street Journal (Online),0,0,0,"Two Shot Outside Home of New York GOP Gubernatorial Candidate Lee Zeldin; Long Island congressman, whose daughters were home alone at the time, said he doesn't know the victims"
"Nov 2, 2022",New York Times,0,0,0,"Visiting Venezuela, Colombia's Leader Joins in Piercing Autocrat's Isolation: [Foreign Desk]"
"Dec 4, 2022",Newsday,0,0,0,"Pondering history, one day at a time: Past events don't stand in isolation but are points on a continuum of change"
"Dec 9, 2022",Wall Street Journal (Online),0,0,0,"Russia Celebrates Prisoner Exchange, Vladimir Putin Says He Is Ready for More Swaps; Moscow portrays Viktor Bout's release in exchange for Brittney Griner as proof Russia can protect its citizens despite isolation over Ukraine invasion"
"Dec 9, 2022",New York Times,0,0,0,"Chasing the U.S., China’s Leader Emerges From Diplomatic Isolation"
"Dec 9, 2022",The Washington Post,0,0,0,Trump's isolation deepens as Georgia loss adds to 2024 bid's rocky start
"Dec 19, 2022",Wall Street Journal (Online),0,0,0,"Russia, China to Hold Joint Naval Drills as Moscow and Belarus Vow to Cement Ties; Exercises highlight cooperation between Beijing and Moscow as the Kremlin tries to offset Western isolation by drawing allies, including Minsk, closer"
"Jan 17, 2023",Wall Street Journal (Online),0,0,0,China Says Economy to Return to Faster Growth as Covid Isolation Ends; Vice Premier Liu He says Beijing will focus on boosting domestic demand this year
"Apr 1, 2020",Chicago Tribune,0,0,0,Navy captain seeks crew isolation as virus spreads
"May 10, 2020",Wall Street Journal (Online),0,0,0,Older Europeans Reject Calls to Remain in Isolation as Lockdowns Ease; Policy makers are backtracking on guidelines aimed at reducing the chance of another wave of coronavirus infections
"Jul 18, 2021",Newsday,0,0,0,They're back in HARMONY: Chorus reunites to sing in person after more than a year of isolation
"Jul 23, 2021",New York Times,0,0,0,Pings From App in U.K. Deliver Isolation Orders: [Foreign Desk]
"Aug 17, 2021",Wall Street Journal (Online),0,0,0,"For Holland Taylor, Acting Was It—There Was Never a Backup Plan; 'The Chair' actress on living a life of short-term isolation and why performing was a natural progression"
"Aug 26, 2021",Chicago Tribune,0,0,0,"For some craving the office, it's back to 'isolation bubble' [Corrected 08/26/2021]"
"Aug 30, 2021",New York Times,0,0,0,"Sally Rooney, Out of Isolation: [The Arts/Cultural Desk]"
"Sep 1, 2021",Los Angeles Times,0,0,0,Hard times happen to best of them; LAFC is not alone in suffering setbacks and losses after enjoying instant MLS success.
"Nov 3, 2021",NewsDay,0,0,0,More action required to end international isolation
"Mar 25, 2020",Los Angeles Times,1,0,1,"'The worst is yet to come'; Isolation could raise the risk of domestic abuse; Experts say seclusion, stress from pandemic may worsen already strained relationships."
"Mar 26, 2020",Tampa Bay Times,1,0,1,FIND A SOLITARY PATH
"Mar 27, 2020",Tampa Bay Times,1,0,1,Moving forward from days of isolation
"Apr 1, 2020",Tampa Bay Times,1,0,1,Finding fleeting beauty in isolation
"Apr 5, 2020",Tampa Bay Times,1,0,1,Memory Cafe beats isolation: Connecting virtually brings difficult adjustments for dementia patients and their families
"Apr 22, 2020",Wall Street Journal (Online),1,0,1,Lockdown Is a Stress Test for Relationships; The adversity of the pandemic and isolation is an emotional magnifier.
"May 20, 2020",Los Angeles Times,1,0,1,"THE NATION; Young, alone and a target for deportation; Under Trump policy, migrant children are being cut off from family and counsel."
"Sep 7, 2020",Wall Street Journal (Online),1,0,1,"Readers Share Worry, Hope for Isolated Elderly in Covid Pandemic; A WSJ article about the negative health effects of isolation prompted readers to share their own experiences"
"Sep 9, 2020",Los Angeles Times,1,0,1,"Hardly a pandemic getaway; Hikers seeking fresh air, solitude and life away from the virus lockdowns encounter a Sierra firestorm and narrowly escape"
"Sep 13, 2020",New York Times,1,0,1,Retired Colonel Criticizes ‘Solitary Confinement’ of Quarantined Soldiers at Guantánamo
"Sep 14, 2020",Wall Street Journal (Online),1,0,1,A New Prescription: A Dose of Live Music for Hospital Patients; A professional violist is playing for neurology patients at a Chicago hospital to study music's effect on their anxiety and isolation; 'It's very comforting for people when they're sick.'
"Sep 27, 2020",New York Times,1,0,1,Another Kind of Isolation on Record-Breaking Hike: [Foreign Desk]
"Dec 25, 2020",Los Angeles Times,1,0,1,COLUMN ONE; Some down-to-Earth talk; Ham radio can ease the isolation of life in space
"Feb 20, 2021",Wall Street Journal (Online),1,0,1,New Mothers Are Lonely During Coronavirus. Mom-Shaming on Social Media Is Making It Worse. The pandemic has exacerbated the isolation of early motherhood; some apps are trying to create a safer space for new moms
"Apr 2, 2021",Newsday,1,0,1,"For children, isolation can linger: Some kids who have fallen off the 'coronavirus cliff' need adult support"
"Jul 18, 2021",Tampa Bay Times,1,0,1,"2020’s hidden epidemic: Fueled by isolation, mental health issues and unemployment, overdose deaths have surged"
"Dec 28, 2021",New York Times,1,0,1,"U.S. Companies Say Shortened Isolation Will Ease Staffing Woes, but Health Concerns Linger"
"Dec 28, 2021",Wall Street Journal (Online),1,0,1,"Elder Abuse Spreads, Stoked by the Pandemic; Older Americans are falling victim to fraud, physical violence and neglect as family isolation and staffing shortages erode safeguards"
"Feb 23, 2022",New York Times,1,0,1,"For Some in England, End of Virus Rules Threatens More Isolation"
"Mar 3, 2020",Wall Street Journal (Online),1,0,0,"Firefighters in Isolation After Responding to Nursing Home With Virus Outbreak; Nineteen firefighters are under isolation after being sent to Kirkland, Wash., nursing home that is at center of coronavirus outbreak"
"Mar 26, 2020",Wall Street Journal (Online),1,0,0,"Elegant Pajamas That Make Hibernation a Special Occasion; On Day 20 of self-isolation, it might be time to mix up your look. We suggest a ritzy, retro evening-pajama set—accessorized with marabou pumps"
"Mar 27, 2020",Star Tribune,1,0,0,"The week's best, from Boss to 'Brooklyn': During this time of social isolation, we'll be offering weekly recommendations to help put you in an upbeat mood."
"Apr 3, 2020",Tampa Bay Times,1,0,0,Sitting in limbo: Are you having trouble keeping track of the days? You are not alone. The coronavirus has warped our sense of time
"Apr 10, 2020",USA TODAY,1,0,0,LeAnn Rimes shares isolation
"Apr 24, 2020",Chicago Tribune,1,0,0,Seniors reflect on last months of Rich East [Corrected 04/25/2020]: Isolation brings a cruel twist to Park Forest high school's last year
"May 13, 2020",Los Angeles Times,1,0,0,"Music videos in the age of quarantine; Images defining the isolation include masks, shared screens and hazmat suits."
"Jun 16, 2020",Wall Street Journal (Online),1,0,0,"As U.S. Nursing-Home Deaths Reach 50,000, States Ease Lockdowns; Facilities weigh coronavirus risk of allowing visitors against ills caused by prolonged isolation"
"Jun 18, 2020",Los Angeles Times,1,1,1,"THE CONTENDERS; Satire takes peek into the future; For 'Avenue 5,' his follow-up to 'Veep,' writer-creator Armando Iannucci put humans in isolation under extreme stress. Sound familiar?"
"Jul 1, 2020",Wall Street Journal (Online),1,1,1,"Songs for a Summer of Solitude; Concerts may be canceled and parties put on hold, but there's still plenty of outstanding new music to fill a seasonal playlist."
"Jan 18, 2020",Star Tribune,1,1,1,"Minorities sent to solitary more often: Black, Indian inmates face disproportionately higher rates."
"Mar 19, 2020",Chicago Tribune,1,1,1,"Pregnant, unsure what to expect: Area women share concerns about virus even as isolation to combat its spread strains already fraught time"
"Mar 27, 2020",Los Angeles Times,0,1,1,"1,000 WORDS: DRESDEN, Germany; SOLITARY COUPLE"
"Apr 10, 2020",Los Angeles Times,0,1,1,"HOLIDAY WEEKEND; MUSIC'S SPIRITUAL SOLACE; Profound pieces by Bach, Wagner, Schoenberg and Adams inspire deep thought in this time of isolation."
"Apr 28, 2020",New York Times,0,1,1,"For Sondheim's 90th, the Ache of Isolation: [Review]"
"May 28, 2020",Los Angeles Times,0,1,1,SPORTS; International athletes face different challenges; Long waits to get home and days spent in isolation are just some of the issues UCLA and USC student-athletes experienced during pandemic
"Sep 14, 2020",New York Times,0,1,1,Guantánamo Base Is Accused of Putting Arriving Troops Into 'Solitary Confinement': [Foreign Desk]
"Sep 27, 2020",Wall Street Journal (Online),0,1,1,"Coronavirus Spreads Deep Into the Amazon, Imperiling an Ancient Tribe; Covid-19 is infecting the Yanomami, who are uniquely vulnerable due to their isolation, poor health care and high sociability"
"Oct 2, 2020",Wall Street Journal (Online),0,1,1,'Mad at the World: A Life of John Steinbeck' Review: The Poison Cup of Gold; His drive to create was unstoppable—and so was his need for solitude.
"Oct 13, 2020",New York Times,0,1,1,New York City Vowed to Reduce Solitary Confinement. Why Hasn't It?: [National Desk]
"Oct 23, 2020",New York Times,0,1,1,"Alexandra Korry, 61, Who Denounced Solitary for Juveniles: [Biography]"
"Oct 23, 2020",Star Tribune,0,1,1,"U, Minnesota State team up to address student mental health: Demand, strong before the pandemic, has ebbed despite isolation, turmoil."
"Oct 25, 2020",New York Times,0,1,1,A Hamptons Home Built for Both Entertaining and Solitude Is on the Market: [Real Estate Desk]
"Oct 27, 2020",Wall Street Journal (Online),0,1,1,Countries Try Shorter Covid-19 Quarantines in Bid to Boost Compliance; Advocates say reducing the isolation period could help combat pandemic fatigue; others warn the gamble could backfire
"Nov 11, 2020",Wall Street Journal (Online),0,1,1,"'Songs From Home' by Fred Hersch Review: Adapting an Artform to a Pandemic; The pianist's latest album upends the traditional jazz paradigm where live performances and audiences are paramount, instead recording music alone that's meant for listening in solitude."
"Nov 30, 2020",Wall Street Journal (Online),0,1,1,"In Europe's Nursing Homes, a Soaring Covid-19 Death Toll and the Pain of Isolation; Many facilities on the continent resist isolating residents, saying prolonged solitude is also harmful"
"Dec 21, 2020",Wall Street Journal (Online),0,1,1,"Covid Spurs Families to Shun Nursing Homes, a Shift That Appears Long Lasting; Fearing infection and isolation, relatives are turning to home care as new services make that option more possible for many"
"Jan 13, 2021",Wall Street Journal (Online),0,1,1,"Arias on Identity, Isolation and Fear; This year's Prototype Festival features six boundary-pushing operas, most of which can be enjoyed at home."
"Jan 31, 2021",Wall Street Journal (Online),0,1,1,Laughter Refreshes Bonds With Departed Loved Ones; Shared delight in the midst of grief can only occur with others; solitary grieving cannot accommodate laughter.
"Feb 10, 2021",Wall Street Journal (Online),0,1,1,Alison Wright Turned Isolation Into Stardom; The 'Snowpiercer' and 'Americans' actress developed emotional awareness as a young dancer in England
"Feb 18, 2021",Los Angeles Times,0,1,1,THE CONTENDERS; A connection amid isolation; David Strathairn admires the resiliency of the community of outliers in 'Nomadland.'
"Feb 20, 2021",Los Angeles Times,0,1,1,Lonely? Matchmakers say you're not alone; DATING COACHES REPORT BOOMING BUSINESS DESPITE THE PANDEMIC'S RESTRICTIONS. CLIENTS HAVE TIME TO FOCUS.
"Feb 20, 2021",Los Angeles Times,0,1,1,"Inoculated but still on lockdown in care homes; With vaccination rates up, many are desperate to ease crushing isolation in nursing facilities"
"Feb 26, 2021",The Washington Post,0,1,1,Asian Americans are feeling under attack and largely alone
"Mar 20, 2021",Wall Street Journal (Online),0,1,1,"How to Prepare Pets for Your Return to the Office; Many pets, especially those adopted during the pandemic, aren't used to being left home alone regularly. A vet explains what owners can do to relieve the stress"
"Mar 24, 2021",The Washington Post,0,1,1,"'They give birth, and they're alone': An Italian mother's covid isolation"
"Mar 26, 2021",New York Times,0,1,1,End Long-Term Solitary Confinement: [Editorial]
"Mar 28, 2021",Los Angeles Times,0,1,1,"SAM GENDEL'S LUSH PANDEMIC; THE ECLECTIC JAZZ MUSICIAN'S STREAK OF ALBUMS HELPED EASE THE ISOLATION. THINK OF HIS LATEST, A 52-SONG OPUS, AS HIS 'PLAYLIST.'"
"Mar 29, 2021",New York Times,0,1,1,My 18 Years in Solitary Confinement: [Op-Ed]
"Apr 2, 2021",New York Times,0,1,1,Solitary Confinement: [Letter]
"Apr 6, 2021",Wall Street Journal (Online),0,1,1,"For Elizabeth Perkins, Life on a New England Farm Let Her Imagination Run Wild; The co-star of 'The Moodys' on how isolation and parental alcoholism led her to acting"
"Apr 11, 2021",Star Tribune,0,1,1,Slim but spirited farm fables: FICTION: Jim Heynen's collection of short-short stories offers flashes of the beauty and solitude of a rural childhood.
"Apr 16, 2021",Chicago Tribune,0,1,1,Cook County chief judge's office to examine solitary confinement practices at juvenile jail
"Apr 20, 2021",The Washington Post,0,1,1,"At D.C. jail, a mass form of solitary confinement"
"May 24, 2021",USA TODAY,0,1,1,Bills aim to avoid nursing home isolation
"Jun 20, 2021",Star Tribune,0,1,1,"Life on the lake: DOCKS BRING US CLOSER TO NATURE, WHETHER FOR SOLITUDE, SOCIALIZING OR JUST A LITTLE FUN."
"Jun 29, 2021",New York Times,0,1,1,A Millennium Of Solitude Hasn't Cowed This Giant: [National Desk]
"Aug 5, 2021",Wall Street Journal (Online),0,1,1,The Dystopian Quarantines That Crushed Olympic Dreams; Isolation exacerbated the devastation felt by athletes who tested positive for Covid-19 in Tokyo. One athlete built a companion named Bob for company.
"Aug 6, 2021",Wall Street Journal (Online),0,1,1,"Enigmatic Isolation; Mysteries abound in Edward Hopper's 'Western Motel,' which invites viewers to craft their own story about what's happening."
"Aug 6, 2021",Wall Street Journal (Online),0,1,1,"The Smarter Way to Visit Great Smoky Mountains, America's Most Popular National Park; On a return trip to Great Smoky Mountains National Park, a traveler learns from past mistakes and finds her own patch of euphoric solitude. Plus: Best strategies for beating the crowds at Yellowstone, Zion and the Grand Canyon."
"Aug 21, 2021",New York Times,0,1,1,Time for Pandemic Puppies to Learn How to Be Alone
"Sep 12, 2021",New York Times,0,1,1,An Open-Air Retreat With Oceanfront Solitude: [Real Estate Desk]
"Sep 20, 2021",USA TODAY,0,1,1,"29-mile trail loop offers epic views, solitude"
"Sep 29, 2021",Wall Street Journal (Online),0,1,1,"In Costa Rica, a Family Vacation That Rivals the Kardashians'—Only Much Cheaper; Seeking adventure in solitude, two families book an entire rainforest lodge for themselves and spend a week ziplining, jumping into rapids and boating through eerie mangroves. 'Even the teens were impressed.'"
"Nov 5, 2021",Chicago Tribune,0,1,1,"Solitary confinement, says Angela Davis, is torture. Illinois has a chance to restrict its use. [Corrected 11/06/2021]"
"Dec 17, 2021",New York Times,0,1,1,Adams's Reform Plan for Rikers Reinstates Solitary Confinement: [National Desk]
"Jan 6, 2022",The Washington Post,0,1,1,Dangerous isolation follows clearing of encampments
"Jan 10, 2022",Wall Street Journal (Online),0,1,1,Pope Francis Denounces 'Cancel Culture' and Antivaccine 'Ideology'; Pontiff also warned of children's social isolation from school closures during pandemic
"Jan 23, 2022",Tampa Bay Times,0,1,1,Isolating incidents: State prisons should limit the use of solitary confinement
"Feb 2, 2022",Chicago Tribune,0,1,1,"The invisible toll of fibroids: Black women are more likely to have uterine growths, experience debilitating symptoms that can leave them feeling fearful, depressed, helpless and alone"
"Feb 15, 2022",Wall Street Journal (Online),0,1,1,Zendesk Needs to Find Peace in Solitude; Acquisition of SurveyMonkey parent looks unlikely against sharp opposition
"Feb 15, 2022",New York Times,0,1,1,"27 Years in Solitary, and a Plea for Help: [National Desk]"
"Feb 17, 2022",The Washington Post,0,1,1,Solitary confinement is torture
"Feb 24, 2022",The Washington Post,0,1,1,The costs of solitary
"Mar 14, 2022",The Washington Post,0,1,1,"With solitary deaths rising, finding survivors is a struggle"
"Mar 19, 2022",Star Tribune,0,1,1,"One hot summer: After two years of COVID-caused disruption and isolation for kids, there's an explosion of interest in camps."
"Apr 5, 2022",New York Times,0,1,1,Writers Gather to Discuss the Role of Literature in Times of War and Isolation
"Apr 12, 2022",Wall Street Journal (Online),0,1,1,"These Country Getaway Rentals Are So Well Hidden Their Location Is Top Secret; In these luxe cabins in the Canadian woods, solitude-seeking vacationers can disappear without roughing it"
"Apr 16, 2022",New York Times,0,1,1,Covid Patient In Shanghai Describes Life In Isolation: [Foreign Desk]
"Jun 16, 2022",The Washington Post,0,1,1,"Awaiting trial, he was held in solitary for 16 months"
"Jul 24, 2022",Los Angeles Times,0,1,1,"MY COUNTRY; People of color discovering peace in the Inland Empire; As more relocate from big cities in search of a better life, they're welcomed by solitude and surprised by diversity"
"Aug 11, 2022",New York Times,0,1,1,Will California Restrict Solitary Confinement?
"Aug 31, 2022",Los Angeles Times,0,1,1,CITY &amp; STATE; Lawmakers move to restrict use of solitary confinement; Newly passed bill aims to ban the punishment for vulnerable inmates and limit it for others.
"Sep 21, 2022",Los Angeles Times,0,1,1,"Migrants placed in solitary cells in retaliation, filing says"
"Sep 27, 2022",Los Angeles Times,0,1,1,Solitary confinement is torture; A bill on Gov. Newsom's desk would restrict the practice to no more than 15 consecutive days.
"Oct 1, 2022",Los Angeles Times,0,1,1,Newsom vetoes bill on solitary confinement; The governor says the legislation went too far. His critics call the practice in state jails and prisons torture.
"Oct 24, 2022",Los Angeles Times,0,1,1,I've seen the toll it takes. End solitary confinement
"Nov 18, 2022",New York Times,0,1,1,Navalny Says He Is Now in Permanent Solitary Confinement: [Foreign Desk]
"Dec 29, 2022",Los Angeles Times,0,1,1,"THE CONTENDERS; 'Bones and All' whetted her appetite; Taylor Russell was eager to explore 'deeper themes ... like what we bring forth from our ancestors, what addiction and isolation means.'"
"Dec 30, 2022",Wall Street Journal (Online),0,1,1,"15 Books We Read This Week; Restless crafters of the modern cocktail, the era of American isolation and a tour of Himalayan heights. Plus, Sam Sacks on the year in fiction."
"Jan 15, 2023",Los Angeles Times,0,1,1,"HIS SLICE OF 'PARADISE'; COVID, ISOLATION AND DEATH INSPIRED PICO IYER TO CONTEMPLATE A LIFE OF TRAVEL AND SEARCHING"
"Mar 22, 2020",Los Angeles Times,0,1,0,THE INSIDE GAME; No social isolation in virtual worlds of play; Try these 5 games to enjoy company at a distance
"Mar 25, 2020",The Washington Post,0,1,0,Virus's spread has islands coast to coast toying with isolation
"Mar 27, 2020",The Washington Post,0,1,0,Self-isolation leaves U.S. out of customary leadership position
"Mar 28, 2020",New York Times,0,1,0,A Cluster Site Sees Progress After Isolation: [Foreign Desk]
"Mar 30, 2020",Newsday,0,1,0,"Hanks, wife back in U.S. after COVID-19 diagnosis, treatment and self-isolation in Australia"
"Apr 3, 2020",NewsDay,0,1,0,Norton MP launches COVID-19 isolation centre
"Apr 4, 2020",Chicago Tribune,0,1,0,Car parades a way to overcome isolation: Southwest Side school latest to participate in trend
"Apr 5, 2020",Star Tribune,0,1,0,"There's room at the inns for virus-related self-isolation: As hotel occupancy plunges, Twin Cities operators are repurposing their properties."
"Apr 10, 2020",Los Angeles Times,0,1,0,COLUMN ONE; Sketches from the front line; An ICU nurse depicts the heroes and fighters inside a desperate coronavirus isolation ward in South Korea
"Apr 11, 2020",The Washington Post,0,1,0,Tree-toppling winds may have escaped notice of some in isolation
"Apr 14, 2020",Wall Street Journal (Online),0,1,0,"A Dieter's Relationship to Food—When the Fridge Is Always Right There; Marisa Meltzer's new Weight Watchers biography feels surprisingly in sync with the emotional arc of isolation eating: ""We're all trying to give ourselves a lot of permission to just do the best we can. So I've been eating a lot of Girl Scout cookies."""
"Apr 24, 2020",Chicago Tribune,0,1,0,Solitary pursuit [Corrected 04/25/2020]: Chicago is still on 'Vida' showrunner Tanya Saracho's mind
"Sep 7, 2020",Wall Street Journal (Online),0,1,0,"Cuba Is Staying Strong; The island nation's stark isolation has been helpful for containing the coronavirus, hard on its troubled economy. One photographer's wanderings captured Cuba's beauty—and the resilience of a people who have long wrestled with the ebb and flow of history."
"Oct 16, 2020",USA TODAY,0,1,0,"Americans torn between vacation, isolation"
