StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,dogcat,Q227_First Click,Q227_Last Click,Q227_Page Submit,Q227_Click Count,AccuracyDT1,ShareDT1,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,AccuracyDT2,ShareDT2,Q229_First Click,Q229_Last Click,Q229_Page Submit,Q229_Click Count,AccuracyDT3,ShareDT2,Q231_First Click,Q231_Last Click,Q231_Page Submit,Q231_Click Count,AccuracyDT4,ShareDT4,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,AccuracyRT1,ShareRT1,Q233_First Click,Q233_Last Click,Q233_Page Submit,Q233_Click Count,AccuracyRT2,ShareRT2,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,AccuracyRT3,ShareRT3,Q235_First Click,Q235_Last Click,Q235_Page Submit,Q235_Click Count,AccuracyRT4,ShareRT4,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,AccuracyDF1,ShareDF1,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,AccuracyDF2,ShareDF2,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,AccuracyDF3,ShareDF3,Q239_First Click,Q239_Last Click,Q239_Page Submit,Q239_Click Count,AccuracyDF4,ShareDF4,Q240_First Click,Q240_Last Click,Q240_Page Submit,Q240_Click Count,AccuracyRF1,ShareRF1,Q242_First Click,Q242_Last Click,Q242_Page Submit,Q242_Click Count,AccuracyRF2,ShareRF2,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,AccuracyRF3,ShareRF3,Q245_First Click,Q245_Last Click,Q245_Page Submit,Q245_Click Count,AccuracyRF4,ShareRF4,CRTTime_First Click,CRTTime_Last Click,CRTTime_Page Submit,CRTTime_Click Count,CR1,CR2,CR3,FeelingThermometerT_First Click,FeelingThermometerT_Last Click,FeelingThermometerT_Page Submit,FeelingThermometerT_Click Count,FeelingDem_1,FeelingRepub_1,PKTime_First Click,PKTime_Last Click,PKTime_Page Submit,PKTime_Click Count,PK1(3),PK2(2),PK3(1),PK4(2),PK5(1),Q114,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,Part,Part_4_TEXT,DemRep_C,POTUS2016,Facebook,Twitter,SM_Freq,SocialMedia_Chk,KnowlingShareFalse,Random,Google,Comments,random,confirmCode
12/1/20 12:10,12/1/20 12:27,0,100,1046,1,12/1/20 12:27,cat,8.856,9.792,10.498,2,4,2,11.553,12.569,13.336,3,4,2,12.2,12.592,13.415,2,2,2,13.118,17.982,18.828,3,4,2,6.89,8.146,8.913,2,5,2,8.844,12.187,13.004,2,2,2,4.762,5.627,6.3,2,5,2,9.806,10.67,13.247,2,2,2,5.823,6.775,7.484,2,3,2,7.711,8.503,9.415,3,2,2,5.313,6.52,7.2,3,1,1,5.468,6.443,8.884,2,2,2,6.287,7.663,8.895,2,1,1,4.435,5.635,9.578,3,2,2,4.518,5.91,10.135,2,2,2,7.372,8.876,9.554,2,4,2,1.209,6.545,8.693,3,8,10,39,3.087,4.526,5.625,2,50,50,3.046,16.437,17.11,5,3,2,1,2,1,"3,5",40,2,,4,6,6,Mixed,2,,4,3,1,2,4,2,No. I likely would not share it. ,2,2,No comments at the current time.,0,83
12/1/20 12:19,12/1/20 12:27,0,100,468,1,12/1/20 12:27,cat,1.307,9.783,10.6,6,1,1,15.365,26.517,27.777,4,4,1,0.995,10.458,11.357,6,1,1,1.053,9.9,10.675,7,4,1,4.501,6.629,8.478,3,4,1,1.07,7.238,7.879,7,1,1,0.484,8.66,9.463,6,5,1,0.739,11.081,11.773,6,4,1,3.793,5.96,6.799,4,1,1,0.533,12.781,13.47,8,1,1,7.447,9.973,10.761,5,1,1,2.265,5.368,7.544,5,1,1,4.579,19.546,20.298,6,1,1,2.783,5.7,6.401,5,1,1,1.47,5.092,5.864,5,1,1,3.901,5.94,6.863,4,1,1,3.462,23.392,23.9,12,8,10,39,2,7.342,8.448,7,0,1,4.849,26.988,27.817,13,3,3,1,2,1,"3,5",41,1,,5,4,1,,3,,4,5,2,2,3,2,"No, I would not share a political ad regardless of the situation.",2,2,,1,63
12/1/20 12:21,12/1/20 12:27,0,100,383,1,12/1/20 12:27,cat,17.609,17.609,18.46,1,6,1,0,0,4.476,0,1,1,0,0,2.443,0,1,1,0,0,4.117,0,1,1,43.576,43.576,46.961,1,5,1,0,0,11.352,0,1,1,0,0,3.359,0,1,1,0,0,5.642,0,1,1,0,0,1.919,0,1,1,8.051,8.051,8.434,1,6,1,45.958,45.958,50.47,1,1,1,0,0,3.8,0,1,1,0,0,9.665,0,2,1,0,0,2.577,0,6,1,2.851,4.865,5.744,2,6,1,0,0,12.766,0,6,1,0,0,8.258,0,8,10,39,0,0,2.189,0,51,49,0,0,4.631,0,1,1,2,2,2,"3,5",33,1,,4,3,1,,2,,4,1,1,1,5,2,,2,2, ,1,71
12/1/20 12:21,12/1/20 12:27,0,100,368,1,12/1/20 12:27,cat,3.612,4.124,5.69,2,1,1,8.297,8.812,9.726,2,1,1,6.176,6.792,7.707,2,2,1,8.032,9.356,10.472,2,2,1,7.494,8.003,9.047,2,2,1,4.998,5.395,6.392,2,2,1,5.761,6.755,7.512,2,6,1,7.353,7.864,8.929,2,1,1,8.415,8.955,9.649,2,1,1,9.112,10.337,11.588,2,1,1,5.57,5.964,7.109,2,1,1,3.858,4.228,4.991,2,1,1,5.909,6.443,7.396,2,2,1,9.977,16.174,17.747,4,2,1,8.243,8.962,10.007,2,2,1,6.08,9.571,10.252,3,4,1,4.306,12.559,21.182,3,8,10,39,2.669,5.415,7.159,2,0,80,4.373,16.47,17.307,5,3,2,1,2,1,"3,5",36,1,,6,11,1,,2,,5,2,1,2,4,2,no,2,2,,1,83
12/1/20 12:25,12/1/20 12:28,0,100,169,1,12/1/20 12:28,cat,3.354,3.816,4.479,2,1,1,2.624,3.021,3.681,2,1,1,1.457,2.284,3.003,2,1,1,5.467,5.85,6.437,2,2,1,2.451,2.804,3.504,2,1,1,3.285,3.97,4.663,2,4,1,3.804,4.31,5.063,2,5,1,3.409,3.753,4.53,2,1,1,1.747,2.652,3.037,3,1,1,2.713,3.084,3.778,2,1,1,3.365,3.719,4.311,2,1,1,13.977,14.699,15.677,2,1,1,6.375,6.809,7.822,2,2,1,1.747,3.611,4.221,3,5,1,2.232,2.693,3.46,2,5,1,2.276,2.774,3.925,2,5,1,2.059,4.96,6.201,3,4,10,39,1.802,2.803,3.577,2,0,100,1.754,8.893,9.633,5,3,2,1,2,1,"3,5",39,2,,6,6,1,,2,,6,2,2,2,1,3,no,2,2,,1,41
12/1/20 12:24,12/1/20 12:28,0,100,259,1,12/1/20 12:28,cat,5.652,6.906,7.781,2,1,1,7.139,7.441,8.085,2,1,1,6.794,7.455,8.084,2,3,2,6.536,7.401,7.987,2,3,2,3.87,4.432,5.017,2,3,2,5.793,7.282,7.89,2,6,3,7.69,12.519,13.116,3,4,1,7.518,7.956,8.516,2,3,3,2.28,3.616,4.66,3,1,1,8.156,8.737,9.891,2,3,2,3.679,4.588,5.515,3,1,1,2.62,2.977,3.692,2,1,1,6.341,6.702,7.408,2,1,1,2.229,10.782,11.322,6,4,4,3.876,5.196,5.81,2,4,3,7.578,8.375,9.477,2,4,3,1.807,22.291,24.797,8,8,10,20,2.026,5.142,8.343,2,0,30,3.442,16.006,16.852,5,3,2,1,2,1,"3,5",37,1,,4,6,1,,2,,5,5,2,2,1,3,No,2,2,,0,59
12/1/20 12:05,12/1/20 12:29,0,100,1438,1,12/1/20 12:29,cat,9.645,13.577,15.067,3,1,1,10.862,13.901,15.503,3,1,1,6.305,9.505,11.198,3,5,1,9.84,14.846,16.027,3,4,1,11.633,16.919,18.182,3,2,1,12.365,27.318,28.48,4,2,1,5.493,11.407,12.598,3,6,1,20.016,23.126,24.176,3,1,1,6.958,12.539,13.88,3,1,1,22.334,25.102,26.404,3,1,1,8.143,10.892,12.236,3,1,1,5.331,7.918,9.079,3,1,1,12.972,30.409,31.329,5,1,1,9.163,18.342,19.322,4,2,1,16.38,19.101,20.251,3,4,1,17.059,20.559,21.661,3,5,4,3.268,153.08,156.525,6,8,50,39,3.174,7.253,8.492,2,0,71,3.891,32.269,33.59,7,3,2,2,2,1,"3,5",63,2,,5,3,1,,3,,4,2,1,1,5,1,"no, I tend to not share much and said I wouldn't on all the headlines",2,2,,0,75
12/1/20 12:22,12/1/20 12:29,0,100,421,1,12/1/20 12:29,Cat,6.148,8.238,9.021,4,1,1,7.991,9.732,10.39,4,1,1,2.605,12.221,13.069,6,1,1,3.857,13.512,14.264,6,5,1,7.901,10.534,11.924,4,1,1,4.469,8.383,9.051,5,4,1,2.705,8.445,9.146,4,5,1,7.484,15.868,16.582,7,3,1,5.288,7.66,8.325,4,1,1,9.994,12.061,12.878,4,1,1,4.753,9.616,10.277,5,1,1,3.893,6.689,7.466,4,1,1,2.429,5.362,6.068,3,1,1,4.264,7.315,7.996,3,1,1,2.773,7.79,8.548,4,1,1,3.872,14.87,15.821,7,5,2,2.135,37.142,53.016,6,4,5,20,27.42,32.652,33.366,4,30,75,3.218,19.85,20.407,9,3,2,1,2,1,"3,5",30,2,,6,11,1,,2,,5,2,1,2,5,2,No,2,2,,1,65
12/1/20 12:07,12/1/20 12:29,0,100,1326,1,12/1/20 12:29,cat,11.853,13.272,14.416,2,2,2,9.929,11.245,12.134,2,5,4,7.529,8.968,10.106,2,4,5,11.951,12.584,14.762,2,2,2,6.47,7.778,17.553,2,3,3,15.982,16.601,23.03,2,2,2,14.493,16.86,17.863,3,3,3,35.437,68.898,71.019,5,2,2,23.497,36.613,37.88,4,2,2,15.311,15.891,23.304,2,4,4,16.935,20.776,21.598,2,4,4,10.063,12.921,13.99,2,2,2,51.169,52.47,53.66,2,1,1,17.075,17.584,19.396,2,3,3,8.254,9.712,11.334,2,2,2,12.268,13.672,14.574,2,6,6,7.499,130.572,134.171,7,4,10,39,10.025,14.48,16.389,2,28,90,7.511,100.76,101.897,8,3,2,1,1,1,"3,5",32,1,,6,11,1,,2,,5,2,1,1,5,1,,1,1,,0,32
12/1/20 12:13,12/1/20 12:30,0,100,1029,1,12/1/20 12:30,cat,8.187,10.179,10.911,2,2,6,4.86,5.588,6.477,2,3,3,4.338,6.378,7.037,2,5,4,63.562,93.738,94.488,3,2,5,22.467,23.987,24.648,3,2,3,11.963,16.746,17.661,4,5,4,4.566,5.735,6.297,2,4,5,50.802,53.13,53.742,3,4,5,4.678,6.575,8.041,2,3,5,79.85,81.247,81.94,2,5,4,46.771,48.234,48.693,2,1,6,5.245,7.252,8.359,3,5,3,5.05,8.946,9.979,4,3,6,3.697,6.426,7.339,3,5,6,3.415,4.063,4.922,2,4,5,7.263,10.048,10.812,2,3,5,1.724,11.3,14.637,2,8,50,20,2.493,3.748,4.393,2,8,19,4.54,23.82,25.464,5,3,2,1,2,2,"3,5",32,1,,5,8,1,,3,,4,2,1,1,3,2,"Yes, some of the articles seemed too dishonest to be true",2,2,,1,42
12/1/20 12:19,12/1/20 12:30,0,100,670,1,12/1/20 12:30,cat,7.787,10.308,11.308,5,1,1,15.111,36.316,37.569,6,6,1,5.987,17.051,18.541,6,1,1,6.292,10.869,12.009,4,6,1,8.511,12.121,12.689,5,6,6,3.779,6.265,6.908,4,6,6,5.31,10.118,11.946,5,6,6,9.286,25.152,26.416,5,1,1,3.881,5.407,6.645,4,1,1,13.992,16.145,17.209,4,1,1,4.647,6.212,7.277,4,1,1,4.5,8.044,9.366,5,1,1,31.527,33.853,37.022,4,1,1,4.832,6.432,7.659,4,1,1,6.932,36.414,37.473,5,1,1,4.751,42.491,43.596,9,1,1,14.724,62.211,65.639,4,8,50,20,5.129,7.775,9.592,2,28,76,3.539,79.751,81.23,21,3,2,1,2,1,"3,5",46,1,,5,11,1,,2,,5,2,1,1,5,1,No.,2,2,,0,50
12/1/20 12:17,12/1/20 12:30,0,100,800,1,12/1/20 12:30,cat,9.744,11.391,12.271,2,2,1,9.679,13.903,14.934,2,4,2,31.816,33.432,34.12,2,4,3,33.608,35.432,36.183,3,3,1,5.926,8.11,8.945,3,4,3,49.842,50.93,52.062,2,4,2,5.936,8.367,9.722,2,5,3,33.723,36.099,37.583,2,4,3,35.984,37.071,38.125,2,2,1,47.642,48.537,49.327,2,1,1,12.148,15.619,17.001,2,1,1,5.267,6.179,7.394,2,1,1,7.654,11.669,12.716,4,2,1,47.576,48.639,49.276,2,3,1,31.294,34.135,35.44,3,5,3,47.754,49.138,50.055,2,2,1,1.507,49.226,56.697,8,4,10,39,4.885,8.019,9.101,2,15,20,6.345,21.1,22.587,5,3,2,1,2,1,"3,5",53,1,,5,8,4,,2,,4,2,1,1,4,1,"No, I wouldn't share an article that was inaccurate.",2,2,,0,83
12/1/20 12:21,12/1/20 12:30,0,100,561,1,12/1/20 12:30,cat,5.732,9.262,10.68,3,1,1,6.546,15.294,17.474,4,3,1,6.408,8.065,11.037,2,4,1,7.644,9.107,11.6,2,1,1,10.127,11.58,12.961,2,3,1,15.25,17.746,20.278,2,3,1,5.558,7.278,8.763,2,4,1,9.243,10.486,11.914,2,4,1,7.427,11.715,13.459,4,1,1,6.223,7.338,8.578,2,1,1,7.393,9.743,11.205,3,2,1,5.669,6.969,8.588,2,1,1,7.02,8.838,10.331,2,2,1,7.307,8.938,10.396,2,4,1,6.59,10.3,11.745,3,2,1,4.596,7.551,9.36,2,4,1,4.882,14.002,21.924,3,8,50,20,3.087,6.502,7.722,2,0,80,37.874,168.654,169.959,7,3,2,1,2,1,"3,5",48,2,,6,11,1,,2,,5,2,1,1,5,2,No.  I don't share my political opinions or articles about politics on social media.  ,2,2,none,1,27
12/1/20 12:15,12/1/20 12:30,0,100,915,1,12/1/20 12:30,Cat,5.481,14.884,16.345,5,1,1,19.994,36.165,37.465,9,5,1,8.304,22.642,23.801,5,1,1,15.474,39.311,39.802,6,2,1,3.084,31.457,32.3,15,1,1,12.74,18.507,19.654,5,1,1,10.061,18.247,19.121,6,1,1,2.176,22.96,24.36,10,1,1,7.098,11.131,12.061,4,1,1,15.415,22.401,23.675,5,1,1,5.454,12.603,13.876,6,1,1,4.161,8.931,10.264,6,1,1,7.487,10.955,12.185,5,1,1,6.023,13.49,14.287,6,1,1,17.898,52.72,53.553,11,6,1,6.157,14.227,16.958,6,1,1,11.397,92.96,98.542,7,8,10,20,8.444,13.151,17.212,5,51,51,20.972,108.304,109.472,15,3,2,1,1,2,5,44,1,,2,2,1,,2,,4,4,2,2,1,3,I only said that a article was inaccurate. ,2,2,I liked the survey. It was different. That’s a good thing,0,61
12/1/20 12:21,12/1/20 12:31,0,100,566,1,12/1/20 12:31,cat,6.309,10.157,11.11,4,5,6,6.519,8.796,9.852,3,6,6,4.126,7.351,8.359,4,6,6,6.223,18.347,21.76,4,3,3,5.115,16.228,17.084,5,5,3,5.491,10.301,11.177,4,1,1,5.505,14.169,15.114,4,5,1,11.001,20.271,21.096,5,5,2,7.38,11.269,12.092,3,5,5,13.192,18.814,19.966,3,3,3,5.846,8.855,9.809,3,1,1,5.575,9.255,10,4,5,6,5.584,7.876,8.798,3,1,1,3.824,10.098,11.042,3,2,1,4.161,12.198,13.387,11,1,1,5.381,7.651,8.751,3,1,1,34.066,66.92,68.223,4,4,50,39,4.995,11.968,13.14,4,59,21,3.586,36.936,38.334,12,3,2,1,3,1,"3,5",46,1,,5,3,1,,3,,4,1,1,1,5,1,no I did not,2,2,,0,58
12/1/20 12:23,12/1/20 12:31,0,100,467,1,12/1/20 12:31,cat,3.958,4.722,5.488,2,1,1,5.794,6.227,7.237,2,3,1,4.642,5.317,6.221,2,1,1,6.055,6.829,7.407,2,1,1,4.804,6.464,6.731,3,3,1,4.932,6.611,7.295,2,5,1,4.887,5.462,6.181,2,5,1,6.774,8.005,8.723,2,1,1,2.974,5.115,5.417,3,1,1,3.467,3.927,4.947,2,1,1,2.637,3.423,4.167,2,1,1,4.577,5.269,5.865,2,1,1,3.219,4.207,5.24,2,1,1,2.526,3.498,4.353,2,5,1,2.93,3.853,4.69,2,4,1,4.609,6.37,7.077,2,4,1,1.216,1.216,11.288,1,8,50,20,1.835,3.733,4.214,3,35,76,6.811,17.013,17.982,5,3,2,2,2,2,"3,5",29,2,,2,9,1,,2,,4,2,1,1,5,2,No. I don't share political things on my social media.,2,2,,1,95
12/1/20 12:25,12/1/20 12:31,0,100,344,1,12/1/20 12:31,cat,9.514,10.162,11.248,2,1,1,6.747,7.875,9.05,2,5,4,10.142,12.261,13.508,2,4,1,5.366,11.012,11.875,2,6,2,10.499,13.746,15.248,2,4,2,7.353,8.785,9.712,2,1,1,6.846,9.454,10.787,2,6,4,12.175,13.607,14.886,2,4,2,5.327,6.199,7.325,2,1,1,6.35,7.214,8.854,2,1,1,8.671,9.535,10.797,2,1,1,7.129,7.969,9.096,2,1,1,4.225,5.553,7.467,2,1,1,5.191,6.23,7.268,2,1,1,11.333,13.205,13.676,3,1,1,7.921,8.656,9.567,2,1,1,5.281,14.41,20.619,3,4,10,39,3.481,7.658,11.454,2,60,10,3.051,18.875,20.434,5,3,3,1,2,1,"3,5",56,1,,2,5,1,,3,,4,1,1,1,5,2,No,2,2,,1,73
12/1/20 12:26,12/1/20 12:31,0,100,325,1,12/1/20 12:31,cat,4.035,5.756,6.454,4,1,1,6.927,9.49,10.075,4,4,1,5.148,8.447,9.002,4,1,1,6.537,8.888,9.62,4,3,1,4.55,5.913,6.5,4,4,1,4.311,7.898,8.553,5,4,1,6.259,8.181,8.795,4,6,1,7.067,9.233,9.926,5,2,1,4.441,6.879,7.577,3,1,1,12.927,14.248,14.844,3,1,1,6.221,8.15,8.941,4,1,1,4.363,6.779,7.457,5,1,1,8.064,10.619,11.291,5,2,1,4.292,5.677,6.42,4,6,1,4.35,6.912,7.488,4,5,3,4.15,6.169,6.778,4,4,1,1.757,11.696,14.229,7,4,10,39,1.632,4.084,4.616,3,15,69,3.272,19.725,20.466,9,3,2,1,2,1,"3,5",33,2,,4,6,1,,2,,5,5,1,2,4,2,"No, I don't share anything.",2,2,,1,34
12/1/20 12:17,12/1/20 12:32,0,100,901,1,12/1/20 12:32,cat,2.618,2.988,3.62,2,4,2,4.157,4.525,5.255,2,4,2,2.895,4.386,5.016,3,4,1,4.044,4.916,5.782,2,5,1,9.597,11.074,11.818,2,4,2,2.591,3.982,4.392,3,5,2,31.106,32.354,32.883,4,6,2,9.425,9.967,10.61,2,1,1,2.333,3.561,4.201,3,4,2,2.04,4.878,5.503,4,3,2,2.678,3.123,3.805,2,1,1,2.903,3.532,4.139,2,1,1,4.663,5.518,6.581,3,2,1,3.403,6.111,6.683,3,2,1,3.066,3.375,4.028,2,4,2,44.297,45.05,45.776,3,5,1,5.09,28.124,225.257,3,8,10,39,1.706,2.487,2.922,3,33,64,194.416,201.625,202.475,5,3,2,1,2,1,"3,5",27,1,,5,11,1,,2,,5,2,1,2,5,2,,2,2,,1,71
12/1/20 12:27,12/1/20 12:32,0,100,333,1,12/1/20 12:32,cat,3.54,6.58,7.593,2,1,1,1.458,3.13,3.976,3,2,1,1.613,2.437,3.499,2,5,2,4.367,4.983,6.277,2,1,1,23.147,23.611,24.72,2,1,1,8.444,11.548,12.739,2,1,1,7.371,8.947,10.128,2,1,1,6.29,7.273,8.455,2,1,1,9.42,10.42,11.49,2,1,1,1.275,4.107,4.624,3,1,1,1.464,2.776,4.446,2,4,3,3.733,4.773,6.202,2,1,1,8.124,9.692,10.314,3,1,1,6.44,7.831,9.07,2,1,1,5.069,6.629,7.739,3,6,1,8.455,10.183,10.59,3,1,1,2.977,17.057,21.19,3,8,10,28,3.677,6.278,7.626,2,9,9,10.276,49.635,50.547,5,3,2,1,2,1,"3,5",39,1,,5,9,4,,2,,4,2,1,1,1,2,,1,2,,0,35
12/1/20 12:28,12/1/20 12:33,0,100,292,1,12/1/20 12:33,Cat,3.071,4.771,5.401,4,1,1,2.957,5.625,6.937,5,1,1,5.75,7.277,7.9,4,1,1,5.902,10.665,11.322,4,5,1,4.568,6.434,6.946,4,1,1,3.88,6.477,7.216,4,2,1,4.823,7.336,7.969,5,5,1,5.664,9.16,9.78,4,1,1,2.402,4.212,4.85,4,1,1,3.803,6.335,6.801,4,1,1,3.554,6.093,6.6,4,1,1,2.755,5.76,6.502,4,1,1,7.401,9.388,9.923,4,1,1,4.552,8.301,9.094,6,1,1,2.694,4.972,5.728,4,5,1,4.069,5.801,6.541,4,1,1,3.487,22.819,23.201,8,8,50,39,3.003,5.701,6.475,4,31,72,3.501,26.118,27.001,11,3,3,1,2,1,"3,5",38,2,,5,11,1,,2,,5,2,1,1,3,2,No,2,2,,1,47
12/1/20 12:21,12/1/20 12:33,0,100,691,1,12/1/20 12:33,Cat,1.72,6.049,7.471,4,2,2,4.04,7.913,9.623,4,3,2,3.724,7.677,8.923,5,5,5,4.036,10.634,12.885,5,2,2,5.83,9.014,10.236,3,5,6,3.716,6.963,9.85,4,3,2,6.339,10.941,12.598,4,2,2,19.341,23.226,26.967,4,3,2,5.957,8.87,10.52,3,1,1,11.392,13.954,15.826,3,2,1,6.199,9.569,11.049,4,1,1,7.852,10.623,12.336,3,2,2,28.49,31.057,32.835,3,1,1,5.116,7.97,9.896,3,2,1,4.084,6.319,7.837,3,5,4,9.977,12.856,14.123,3,5,6,9.746,31.81,35.586,3,8,50,20,4.074,8.21,9.276,4,12,92,9.085,111.006,112.301,20,3,2,2,2,1,"3,5",24,2,,5,11,1,,2,,5,2,1,1,5,1,No,2,2,,1,22
12/1/20 12:26,12/1/20 12:33,0,100,402,1,12/1/20 12:33,Cat,7.521,8.868,10.172,2,3,1,7.603,8.371,9.983,2,5,1,6.882,11.615,12.475,2,5,3,8.665,9.965,11.062,2,5,1,8.822,10.818,12.024,3,2,1,6.95,8.761,9.54,2,4,1,7.232,8.499,9.451,2,2,1,7.118,10.61,11.566,4,5,1,6.232,8.256,9.373,2,1,1,9.217,9.669,10.956,2,1,1,11.747,13.719,14.591,2,3,1,4.731,5.819,6.822,2,1,1,9.022,11.457,12.491,3,1,1,7.79,9.953,10.939,2,4,1,8.553,11.236,12.428,2,2,1,6.056,6.632,7.765,2,1,1,2.085,15.053,22.429,3,8,50,39,3.403,12.575,14.714,5,66,60,6.229,44.129,45.597,7,3,2,1,2,1,"3,5",52,1,,6,12,1,,3,,5,1,1,1,4,2,no,2,2,,1,81
12/1/20 12:26,12/1/20 12:33,0,100,457,1,12/1/20 12:33,cat,4.995,5.985,6.783,2,4,1,6.373,7.555,8.533,2,5,1,6.408,8.124,9.038,3,5,1,6.318,7.238,8.309,2,6,1,9.673,10.253,11.554,2,5,1,3.685,5.479,6.459,2,5,1,4.347,5.073,6.469,2,6,1,8.617,10.164,10.904,2,5,1,4.379,5.493,6.469,3,1,1,6.091,7.281,12.3,2,1,1,10.141,14.315,15.129,4,2,1,6.101,7.588,8.554,3,1,1,4.491,5.055,6.765,2,1,1,8.166,10.406,11.512,2,1,1,6.543,8.141,8.938,2,2,1,7.667,9.81,10.462,2,4,1,1.944,53.023,56.919,5,4,10,39,3.43,4.953,6.108,2,13,18,4.147,20.388,21.196,6,3,2,1,2,1,"3,5",33,1,,8,11,1,,2,,4,3,1,2,5,2,"No, I did not.  I would not share any of the articles - or any political article at all for that matter.  It is just asking for headache that is not worth the time or trouble",2,2,Good luck with your data!,0,50
12/1/20 12:10,12/1/20 12:33,0,100,1375,1,12/1/20 12:33,cat,24.846,42.978,43.65,5,6,6,2.225,46.266,46.805,8,1,1,2.175,53.572,54.123,7,5,1,2.875,40.763,45.801,6,4,1,4.35,24.247,24.861,5,6,6,7.619,49.311,49.876,7,6,6,4.19,8.388,9,5,6,6,2.031,48.187,48.611,6,6,6,32.289,39.23,43.629,5,1,1,48.347,50.322,51.159,4,1,1,62.514,68.013,68.575,7,1,1,6.017,8.005,8.701,4,1,1,44.819,46.554,47.201,4,1,1,22.182,24.927,25.724,5,6,1,23.787,49.445,50.196,5,3,1,43.588,65.925,66.887,7,4,2,2.757,185.126,187.217,6,8,5,39,9.389,12.836,13.64,3,32,100,9.628,185.719,186.338,10,3,2,1,2,1,"3,5",54,2,,2,8,1,,2,,5,2,2,2,1,3,"Yes because if I had an account, those questions I answered as such I would.",2,1,,0,19
12/1/20 12:17,12/1/20 12:34,0,100,1007,1,12/1/20 12:34,Cat,5.236,11.303,12.261,6,4,1,12.053,20.695,21.39,6,5,2,6.417,12.533,13.007,4,5,5,9.173,12.399,13.099,5,4,2,9.072,13.565,14.498,5,4,4,11.556,13.213,13.847,3,1,1,10.428,15.346,16.001,7,1,1,18.947,35.914,36.824,7,3,1,6.481,11.097,11.628,6,6,6,16.931,22.29,26.416,7,1,1,6.972,9.849,10.429,5,6,6,5.434,8.627,9.376,4,1,1,12.363,16.347,17.015,5,1,1,16.09,19.834,20.731,4,1,1,6.188,10.982,11.639,3,1,1,7.533,10.292,11.008,5,1,2,10.588,79.774,82.575,7,8,50,20,5.902,10.241,11.131,4,90,0,21.678,74.466,76.368,11,2,3,2,2,1,"3,5",30,2,,5,2,1,,3,,3,5,1,1,4,2,Yes and because I don’t like Trump. He backstabs everyone.,2,2,,0,24
12/1/20 12:26,12/1/20 12:35,0,100,532,1,12/1/20 12:35,cat,1.857,4.527,5.201,6,1,1,0.637,7.366,7.936,6,4,1,0.669,6.533,7.193,8,4,1,2.578,13.817,14.436,7,1,4,0.661,6.903,7.431,8,1,1,0.752,4.472,5.098,5,1,1,0.625,4.724,5.239,7,6,6,0.549,5.319,5.854,8,1,1,0.749,4.196,4.771,6,1,1,0.699,4.951,5.332,7,6,6,1.028,5.002,5.774,5,1,1,0.793,3.994,4.527,7,1,1,0.698,5.612,6.379,5,1,1,0.728,7.81,8.403,6,4,1,0.92,6.287,6.704,7,4,4,0.688,4.401,4.89,6,1,1,3.369,11.011,14.963,3,8,50,20,2.605,3.885,4.539,2,0,100,4.296,19.361,20.162,15,3,2,1,2,1,"3,5",52,1,,6,12,4,,2,,6,2,1,1,5,2,"Yes, so my friends will know the article.",2,2,,0,98
12/1/20 12:21,12/1/20 12:35,0,100,842,1,12/1/20 12:35,cat,3,13.732,15.272,4,1,1,6.849,9.827,11.569,3,5,5,72.267,77.335,78.791,3,5,5,11.112,14.012,16.001,3,1,1,12.011,15.126,17.182,3,2,2,1.02,15.627,16.702,4,5,5,14.009,16.055,17.558,3,1,1,5.816,8.583,9.64,3,5,5,3.578,12.777,14.13,4,1,1,11.864,13.759,15.993,3,1,1,9.786,16.938,18.283,5,5,1,3.243,8.095,8.8,5,2,2,9.906,12.957,14.386,3,1,1,3.984,37.501,38.694,5,2,2,3.621,5.956,7.888,3,5,5,10.789,32.842,34.641,6,2,2,3.631,15.143,23.08,3,8,50,39,3.173,5.978,7.024,3,35,85,1.921,28.719,30.155,11,3,2,1,2,1,"3,5",30,1,,5,9,2,,2,,5,2,1,1,5,1,,2,2,,0,2
