StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,dogcat,PoliticalParty,Q227_First Click,Q227_Last Click,Q227_Page Submit,Q227_Click Count,LikedDT1,AccuracyDT1,ShareDT1,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,LikedDT2,AccuracyDT2,ShareDT2,Q229_First Click,Q229_Last Click,Q229_Page Submit,Q229_Click Count,LikedDT3,AccuracyDT3,ShareDT2,Q231_First Click,Q231_Last Click,Q231_Page Submit,Q231_Click Count,LikedDT4,AccuracyDT4,ShareDT4,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,LikedRT1,AccuracyRT1,ShareRT1,Q233_First Click,Q233_Last Click,Q233_Page Submit,Q233_Click Count,LikedRT2,AccuracyRT2,ShareRT2,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,LikedRT3,AccuracyRT3,ShareRT3,Q235_First Click,Q235_Last Click,Q235_Page Submit,Q235_Click Count,LikedRT4,AccuracyRT4,ShareRT4,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,LikedDF1,AccuracyDF1,ShareDF1,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,LikedDF2,AccuracyDF2,ShareDF2,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,LikedDF3,AccuracyDF3,ShareDF3,Q239_First Click,Q239_Last Click,Q239_Page Submit,Q239_Click Count,LikedDF4,AccuracyDF4,ShareDF4,Q240_First Click,Q240_Last Click,Q240_Page Submit,Q240_Click Count,LikedRF1,AccuracyRF1,ShareRF1,Q242_First Click,Q242_Last Click,Q242_Page Submit,Q242_Click Count,LikedRF2,AccuracyRF2,ShareRF2,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,LikedRF3,AccuracyRF3,ShareRF3,Q245_First Click,Q245_Last Click,Q245_Page Submit,Q245_Click Count,LikedRF4,AccuracyRF4,ShareRF4,CRTTime_First Click,CRTTime_Last Click,CRTTime_Page Submit,CRTTime_Click Count,CR1,CR2,CR3,FeelingThermometerT_First Click,FeelingThermometerT_Last Click,FeelingThermometerT_Page Submit,FeelingThermometerT_Click Count,FeelingDem_1,FeelingRepub_1,PKTime_First Click,PKTime_Last Click,PKTime_Page Submit,PKTime_Click Count,PK1(3),PK2(2),PK3(1),PK4(2),PK5(1),Q114,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,Part,Part_4_TEXT,DemRep_C,POTUS2016,Facebook,Twitter,SM_Freq,SocialMedia_Chk,AnswerNotReflect,AnswerNotReflectElab,Answerliking,AnswerLikingElab,InfluencedByIncentiv,InfluencedByElab,InfluencedbyTask,InfluencedbyTaskElab,KnowlinglyShareFalse,KnowlinglyExplain,Random,Google,Comments,random,confirmCode,Party
1/22/21 13:52,1/22/21 14:02,0,100,638,1,1/22/21 14:02,cat,1,6.336,16.784,17.367,5,,2,2,24.931,38.203,39.7,5,,4,2,8.375,14.24,14.891,3,,2,2,6.047,7.727,13.905,2,,2,2,6.489,7.929,13.579,2,,5,1,5.972,7.357,8.193,2,,1,2,20.519,23.528,23.725,3,,3,2,7.08,7.905,8.341,2,,5,2,11.177,13.165,13.912,2,,1,1,4.231,5.551,6.791,2,,1,1,4.918,7.174,7.937,3,,1,1,3.901,6.448,7.084,4,,1,2,4.025,9.097,10.119,2,,1,1,3.352,4.292,4.979,2,,1,1,8.234,10.295,11.035,2,,4,2,5.678,9.122,9.728,2,,2,2,6.13,70.166,80.064,4,4,50,20,3.478,6.514,6.999,3,52,60,5.875,37.551,39.362,7,2,3,1,2,1,"3,5",18,1,,2,5,1,,3,,4,1,1,2,2,2,2,,,,2,It didn't,,,2,,2,2,,0,13,Republican
1/22/21 13:41,1/22/21 14:03,0,100,1310,1,1/22/21 14:03,Cat,2,14.322,20.134,21.02,13,5,5,5,5.758,7.627,8.679,6,2,2,3,5.622,19.369,20.528,8,5,5,6,3.584,12.201,13.4,10,2,2,2,13.188,27.913,28.753,13,6,6,6,6.498,9.201,10.101,8,1,1,1,27.786,65.377,67.024,6,1,1,1,8.861,28.246,29.124,14,4,3,2,32.64,34.941,36.249,6,1,1,1,16.168,18.837,19.817,8,6,5,5,24.95,27.499,29.215,8,4,5,5,24.433,31.521,32.49,10,1,1,1,4.833,7.567,8.659,8,1,1,1,6.769,8.453,9.357,6,1,1,1,2.558,7.383,8.935,6,1,2,2,6.281,25.775,26.561,16,5,4,4,60.847,138.939,139.769,23,8,50,20,7.792,19.382,20.754,19,96,59,16.335,53.701,54.82,15,2,2,1,3,2,"3,5",33,1,,6,11,1,,1,,2,1,1,1,5,1,2,,2,,2,,1,I believe members of my political party who favor a news update more than others ,2,I don't believe in misleading people.,2,2,,3,94,Democrat
1/22/21 13:54,1/22/21 14:03,0,100,567,1,1/22/21 14:03,cat,1,6.127,9.192,10.937,3,,4,2,6.144,8.169,9.151,3,,4,4,3.718,6.139,7.096,3,,5,3,7.277,10.936,12.052,3,,3,3,9.956,12.85,13.613,4,,3,3,4.658,8.279,9.301,3,,3,2,5.134,7.138,8.097,3,,6,6,4.35,8.274,9.314,4,,2,1,3.734,5.658,6.781,3,,2,2,2.673,18.47,19.634,7,,4,5,6.656,12.504,13.442,4,,1,1,4.407,6.309,7.386,3,,1,1,6.081,18.628,19.654,6,,1,1,6.935,9.357,10.989,3,,2,2,6.197,9.801,10.552,4,,1,1,5.921,8.602,9.569,4,,1,1,6.614,26.786,58.461,3,8,50,39,4.749,8.741,9.313,3,5,80,6.513,27.757,28.947,10,3,2,1,2,1,"3,5",22,1,,3,1,1,,2,,6,2,1,1,4,1,2,,,,2,It had no influence.,,,2,"I would not, because it would make me look not credible. ",2,2,,0,62,Republican
1/22/21 13:50,1/22/21 14:04,0,100,830,1,1/22/21 14:04,cat,1,9.152,10.92,14.341,3,6,1,1,14.766,17.176,18.204,3,2,1,1,14.23,19.648,20.536,3,5,1,1,11.422,15.663,16.643,4,4,1,1,9.099,10.641,11.834,3,3,1,1,8.537,14.438,15.359,3,6,6,1,13.871,25.469,26.515,3,6,5,1,10.297,14.795,15.836,4,3,2,1,9.686,19.518,21.082,3,4,4,1,20.981,26.334,27.288,3,5,1,1,6.828,10.1,11.114,3,1,1,1,9.941,15.386,16.225,4,1,1,1,9.575,26.366,27.686,6,6,2,1,6.641,12.335,13.284,4,4,6,1,9.689,18.895,20.181,3,5,4,1,6.801,13.441,14.33,4,6,4,1,2.305,138.852,146.143,4,4,10,39,5.802,7.273,8.418,2,62,62,7.581,38.392,40.045,6,3,2,2,2,1,"3,5",60,2,,6,4,1,,2,,5,2,1,2,4,2,,,2,I believed that some statements were true or false and answered based on that.,,,2,"Even if a Republican might ""believe"" a statement to be true, I answered based on whether I beleived it was true or false based on my knowledge of the item",2,I don't share until I have found out all the facts,2,2,,2,85,Republican
1/22/21 13:48,1/22/21 14:04,0,100,979,1,1/22/21 14:04,cat,1,12.531,13.352,13.714,3,,4,4,16.187,17.645,19.95,5,,5,2,34.894,37.455,37.753,7,,5,4,2.856,5.419,6.117,3,,5,3,18.125,18.865,19.611,3,,4,4,15.118,17.239,17.622,5,,5,5,14.495,14.965,15.92,3,,5,5,17.187,17.737,18.274,3,,5,4,13.768,15.095,15.573,5,,1,1,22.355,23.223,24.053,4,,1,1,3.449,4.128,10.37,3,,1,1,3.079,3.699,5.314,3,,1,1,3.147,4.399,7.303,3,,1,1,1.5,4.642,6.648,3,,1,2,15.298,17.855,18.407,4,,1,2,24.808,25.996,26.577,2,,2,3,2.289,39.501,40.41,18,4,10,39,1.45,2.601,13.875,2,29,68,6.157,30.603,38.01,24,3,2,3,2,1,"3,5",28,1,,5,11,4,,2,,5,2,1,1,4,2,2,,,,1,It made me more motivated to think deeply on my decisions. ,,,2,I wouldn't purposely share incorrect information as it is damaging to everyone involved. ,2,2,,0,56,Republican
1/22/21 13:55,1/22/21 14:05,0,100,567,1,1/22/21 14:05,cat,1,9.735,11.415,12.294,3,,3,1,6.376,11.547,12.228,4,,3,1,6.945,11.913,12.539,7,,3,1,6.601,10.157,10.754,4,,1,1,5.928,21.38,22.424,4,,1,1,4.587,6.007,7.037,3,,1,1,7.193,9.135,10.03,3,,3,1,8.386,10.001,10.886,3,,1,1,5.455,6.948,7.87,3,,1,1,6.191,7.462,8.348,3,,1,1,4.892,7.061,7.923,4,,1,1,5.383,6.942,7.912,3,,1,1,6.405,7.663,8.693,3,,1,1,12.247,13.976,14.834,3,,3,1,6.317,7.715,8.669,3,,4,1,14.735,16.183,17.061,3,,3,1,8.598,30.456,33.758,3,8,50,39,6.695,9.992,14.853,2,19,28,7.146,26.122,27.098,9,3,2,1,2,1,"3,5",66,2,,6,6,1,,2,,4,2,1,1,3,2,,,2,I did not think any of the articles were accurate. The ones I wasn't sure about but till felt were inaccurate I rated as slightly inaccurate. I share nothing political on social media.,,,,,2,I don't share stuff that I know if false. If I am not sure I don't share.,2,2,,1,48,Republican
1/22/21 13:41,1/22/21 14:05,0,100,1451,1,1/22/21 14:05,cat,1,4.438,7.944,9.928,4,4,1,1,10.325,25.417,26.245,6,3,3,1,8.721,12.591,13.267,3,3,3,1,9.355,12.359,13.147,3,2,2,1,15.82,34.098,58.684,6,6,2,1,5.437,11.975,12.818,3,5,5,1,8.926,18.9,19.591,3,6,4,1,11.653,15.39,16.048,3,5,5,1,7.176,11.048,12.818,3,3,1,1,7.352,31.879,32.61,3,1,1,1,6.602,8.07,14.177,3,1,1,1,5.171,7.073,7.633,3,1,1,1,8.032,9.882,11.785,3,4,1,1,8.972,12.401,12.8,5,4,1,1,7.214,13.418,14.67,3,4,1,1,14.42,24.517,25.449,3,6,1,1,13.856,68.274,72.288,3,8,50,20,5.872,8.74,10.551,2,15,70,7.495,36.97,38.469,5,3,2,1,2,1,"3,5",37,1,,5,12,1,,3,,4,2,2,1,5,1,,,2,I answered following the instructions. ,,,2,no influence ,2,It doesn't give me any purpose or meaning to share false info,2,2,,2,79,Republican
1/22/21 13:46,1/22/21 14:05,0,100,1157,1,1/22/21 14:05,cat,1,15.714,21.434,22.493,3,5,4,5,14.997,17.909,19.746,3,2,2,2,13.514,15.892,18.181,3,2,2,2,36.143,46.151,47.796,3,5,5,5,11.804,17.382,20.48,3,4,3,5,13.178,17.906,19.164,3,5,3,5,12.926,18.774,20.369,3,5,4,4,20.116,31.637,32.687,3,4,1,4,11.209,14.657,16.891,3,2,2,1,11.196,15.78,17.71,3,3,3,3,12.142,15.894,17.819,3,1,1,1,10.438,21.742,23.695,4,2,1,1,12.87,25.848,27.592,3,4,1,1,9.341,15.599,16.935,3,4,4,4,14.201,38.057,40.586,3,6,2,2,14.652,22.997,24.791,3,5,5,5,4.746,130.243,135.468,4,4,10,30,6.019,12.367,14.122,3,43,53,7.435,37.341,40.095,5,3,2,1,2,1,6,66,1,,6,8,1,,2,,4,4,1,2,3,2,2,,2,,2,i was not swayed,2,I was not swayed and responded honestly,2,i am an honest of high moral fibre,2,2,good survey,3,24,Republican
1/22/21 14:02,1/22/21 14:06,0,100,219,1,1/22/21 14:06,cat,1,0.033,0.963,2.017,2,,3,4,0.522,1.202,3.131,2,,1,4,2.254,3.935,4.244,4,,5,3,0,0,1.467,0,,3,5,0.246,0.246,0.976,1,,2,4,0.366,1.214,2.196,2,,4,3,0.065,1.872,2.245,3,,5,3,0.448,1.273,2.23,2,,5,3,1.193,1.942,3.077,2,,6,1,1.466,2.33,3.164,3,,4,3,1.474,2.436,3.124,3,,4,4,1.107,1.971,2.522,3,,4,3,1.465,2.014,3.509,2,,5,3,0.784,1.635,2.757,2,,2,5,1.042,1.491,2.23,2,,3,4,0.86,2.333,3.379,3,,6,6,4.428,32.986,47.356,3,8,50,20,1.511,3.5,4.029,3,67,37,0.723,4.282,5.855,5,2,2,2,2,1,"3,5",22,1,,3,5,2,,2,,4,2,2,2,3,2,2,,,,2,,,,2,,1,2,,0,7,Republican
1/22/21 13:46,1/22/21 14:07,0,100,1289,1,1/22/21 14:07,cat,1,9.544,13.72,14.189,5,4,4,4,8.466,19.434,20.151,6,5,5,5,14.143,50.139,50.474,4,2,5,5,35.733,37.568,38.173,3,4,5,4,5.63,7.9,8.433,5,6,4,5,9.49,12.838,13.032,5,5,4,6,6.451,9.454,10.204,3,6,5,5,21.359,26.427,26.982,5,3,5,4,45.469,50.572,51.052,3,4,5,5,20.138,23.136,23.827,3,4,4,5,10.55,18.075,18.679,4,1,3,3,8.937,13.153,13.92,4,6,5,4,12.361,18.472,19.173,3,4,4,5,4.047,13.702,14.036,5,5,4,5,18.765,25.676,25.959,5,5,3,4,22.879,56.913,58.017,6,6,4,4,4.322,62.852,65.6,5,4,10,39,3.571,8.863,9.515,4,40,70,14.011,317.815,332.82,16,2,2,1,2,1,"3,5",21,1,,3,3,1,,2,,4,2,1,1,5,2,,,2,,,,1,I assume I was more attracted to news that spoke well of the political party that I support. ,2,"I don't like to read fake news, so I would never share one. It only serves to create problems and disinformation",2,2,,2,20,Republican
1/22/21 13:55,1/22/21 14:09,0,100,825,1,1/22/21 14:09,cat,1,5.394,6.648,8.297,3,,1,1,4.419,5.672,6.594,3,,6,6,5.023,10.249,11.922,13,,1,1,4.357,12.696,13.558,6,,6,6,10.86,14.189,15.229,4,,6,6,3.562,9.181,10.329,4,,1,1,2.488,10.731,12.678,4,,6,6,5.78,8.095,9.147,3,,6,6,8.595,11.436,12.62,4,,1,1,0.791,3.118,4.036,3,,6,6,4.455,16.457,17.939,5,,1,1,5.197,6.999,7.954,3,,6,6,6.299,11.56,12.681,15,,1,1,4.092,8.412,9.796,3,,1,1,3.499,6.005,7.033,4,,6,6,1.222,6.067,7.451,4,,1,1,10.773,31.605,44.498,2,8,50,20,5.815,7.88,8.937,2,2,100,8.617,150.77,152.124,22,3,2,2,2,1,"3,5",30,1,,6,10,2,,2,,6,2,1,1,5,1,,,2,None,,,,,2,I don't share fake news ,2,2,survey was fun and lovely ,1,72,Republican
1/22/21 13:56,1/22/21 14:10,0,100,792,1,1/22/21 14:10,cat,1,14.704,46.572,49.875,5,1,1,1,12.121,13.565,14.225,3,1,1,1,6.822,9.488,10.59,4,1,1,1,13.612,20.845,21.674,3,1,4,1,6.256,19.399,20.142,4,5,4,1,9.843,12.16,12.98,4,1,1,1,9.292,14.669,15.647,3,5,1,1,7.45,10.712,11.435,4,1,1,1,8.789,9.959,11.245,3,1,1,1,10.816,12.692,19.905,3,1,4,1,11.493,13.376,14.323,3,1,1,1,8.131,10.551,11.386,4,1,1,1,14.299,18.925,20.317,4,4,1,1,5.202,22.174,23.284,7,1,2,1,2.896,3.928,6.474,3,1,1,1,12.806,22.214,22.908,4,5,4,1,3.432,193.038,241.954,4,7,10,39,7.8,12.542,13.35,2,10,60,10.334,68.141,70.151,8,3,2,1,1,1,"3,5",33,1,,4,6,1,,2,,4,2,1,1,5,2,2,,2,,2,,2,,2,,2,2,,3,53,Republican
1/22/21 13:57,1/22/21 14:10,0,100,753,1,1/22/21 14:10,cat,1,8.748,13.465,13.83,5,,1,2,11.451,13.01,13.805,2,,4,5,7.926,9.062,9.909,2,,6,5,10.7,12.375,13.278,2,,6,6,6.762,9.849,11.148,3,,4,3,9.927,14.807,15.791,2,,5,3,10.232,11.817,12.647,2,,6,6,13.648,15.76,16.6,2,,1,2,5.324,11.194,12.167,3,,6,5,30.469,38.174,39.136,2,,1,4,15.112,21.172,22.093,2,,1,2,6.288,7.88,8.625,2,,6,6,12.069,18.126,19.314,2,,1,1,16.357,19.502,20.486,2,,6,5,7.061,9.467,10.154,2,,5,5,5.927,9.093,10.083,2,,1,1,15.93,29.814,32.698,3,4,10,39,2.981,5.7,6.949,3,63,79,7.499,38.92,39.778,7,3,3,1,2,2,"3,5",53,1,,2,6,4,,2,,4,2,1,1,5,2,2,none,,,2,none,,,2,I am not active person to be sharing post in social media,2,2,,0,73,Republican
1/22/21 13:55,1/22/21 14:10,0,100,900,1,1/22/21 14:10,cat,1,10.331,18.507,19.742,5,4,1,1,17.224,27.642,28.976,6,2,1,1,6.648,14.996,16.216,5,1,1,1,7.439,13.768,15.262,5,1,1,1,15.305,24.193,25.651,5,4,3,1,7.32,20.511,21.673,7,4,4,1,7.661,12.497,13.702,4,5,4,1,11.125,26.182,27.614,5,4,3,1,4.964,10.122,11.572,5,1,1,1,12.779,23.959,25.493,5,3,1,1,9.113,12.799,13.954,4,1,1,1,5.759,12.335,13.812,6,1,1,1,10.865,21.384,22.935,6,5,2,1,7.752,38.899,40.243,6,6,4,1,6.734,14.559,16.03,5,4,1,1,5.996,15.653,16.866,6,6,4,1,13.395,45.377,49.304,3,8,10,20,5.153,19.164,21.625,4,5,61,6.954,87.616,88.794,14,3,2,1,2,1,"3,5",52,2,,5,12,1,,3,,4,2,1,2,5,2,,,2,"On many of them I figured they were mostly untrue, exaggerated, but with some tiny basis in truth.",,,2,"I am not partisan, I have a love/hate relationship with both parties. I'm conservative in some areas and liberal in others. It's hard for me to put myself in the viewpoint of a partisan person but I tried.",2,I tend to not share political posts. It isn't helpful in any way.,2,2,,2,44,Republican
1/22/21 14:03,1/22/21 14:12,0,100,538,1,1/22/21 14:12,Cat,1,4.209,8.208,8.938,5,,3,2,3.994,13.329,14.012,5,,3,2,9.378,12.833,13.544,3,,2,2,5.309,8.778,9.476,3,,4,2,3.173,12.147,12.783,5,,5,4,3.716,16.471,17.256,6,,2,3,2.553,69.417,70.473,13,,3,3,2.114,12.078,12.8,5,,3,3,5.835,10.016,10.644,4,,4,3,4.543,10.676,11.615,5,,1,1,2.364,18.496,19.092,6,,1,1,5.889,9.134,9.667,4,,3,3,9.2,12.664,13.278,4,,4,4,5.927,8.395,8.923,4,,4,3,3.858,9.211,10.082,6,,4,3,4.171,6.749,7.274,4,,4,4,7.865,44.231,56.845,5,8,50,20,3.326,12.29,14.371,8,26,90,15.065,54.988,59.547,12,3,2,1,2,1,"3,5",26,2,,4,3,1,,2,,5,2,1,2,4,1,,,1,,,,,,2,,2,2,,1,56,Republican
1/22/21 13:47,1/22/21 14:13,0,100,1519,1,1/22/21 14:13,Cat ,1,6.452,22.053,23.151,7,1,1,1,7.407,16.859,17.653,9,4,1,1,12.06,23.58,24.707,11,5,1,1,22.043,27.378,28.606,7,6,1,1,7.87,19.919,20.565,9,6,4,1,6.083,12.05,12.792,7,5,1,1,118.554,135.624,138.039,9,4,1,1,23.713,33.547,34.878,11,5,4,1,11.485,17.301,18.296,8,6,1,1,10.389,31.307,32.054,9,1,1,1,9.496,20.779,22.06,9,4,1,1,4.477,24.262,25.36,8,2,1,1,13.476,56.777,57.623,11,1,1,1,4.965,18.365,19.627,8,1,1,1,3.228,9.94,11.82,7,6,1,1,4.577,14.109,14.808,7,5,1,1,45.4,114.384,117.762,15,4,10 seconds ,39 days,3.799,9.401,10.399,6,28,61,7.253,41.155,42.336,14,3,2,1,3,1,"3,5",36,2,,3,8,1,,3,,4,4,1,1,3,2,,,2,For survey purposes if I weren’t honest it wouldn’t be helping with real results.  I guess that goes for everything else.  Why waste time on something I didn’t actually believe in.,,,2,I just went with what I honestly felt was correct.,2,I don’t share anything news related especially something involving politics or religion.,2,2,,2,50,Republican
1/22/21 12:50,1/22/21 14:13,0,100,4984,1,1/22/21 14:13,cat,1,7.347,8.049,8.721,2,,3,3,6.535,6.956,7.665,2,,2,2,3.451,4.306,4.939,3,,4,1,8.966,11.251,11.828,2,,2,1,5.525,5.862,6.4,2,,2,2,2.755,3.143,4.049,2,,2,2,6.338,8.369,9.175,2,,5,3,8.481,9.71,10.224,2,,3,2,6.395,7.006,7.821,2,,1,1,4.272,4.616,5.241,2,,1,1,3.235,3.581,4.262,2,,1,1,4.935,5.567,6.242,2,,2,1,5.417,5.799,6.564,2,,1,1,3.657,4.6,5.13,2,,3,2,4.471,7.581,8.16,2,,4,3,3.046,3.486,4.045,2,,4,3,16.143,54.518,56.503,3,4,50,39,2.439,3.948,4.663,2,0,20,4.391,15.877,17.119,5,3,2,1,2,2,"3,5",26,1,,8,1,1,,3,,4,2,1,2,2,2,,,2,"Most of them seemed pretty outlandish, regardless of which political party the article was referencing.",,,,,2,Why would I share something I know to be false? That's a no-brainer.,2,2,,1,64,Republican
1/22/21 13:50,1/22/21 14:15,0,100,1489,1,1/22/21 14:15,cat,1,12.495,23.482,24.976,3,1,1,1,43.886,60.195,61.58,3,2,3,1,21.083,28.983,30.557,3,1,2,1,10.55,16.626,20.419,2,1,1,1,14.008,30.804,31.892,4,5,5,4,15.665,24.401,25.983,3,4,4,1,21.902,28.59,30.497,3,5,4,1,52.914,83.816,88.943,6,2,2,1,7.442,9.971,11.361,3,1,1,1,18.343,23.669,24.979,3,2,3,1,17.557,28.417,29.507,3,1,1,1,34.328,48.528,49.832,4,1,1,1,11.481,21.844,23.125,3,3,1,1,12.164,24.786,28.436,3,4,3,1,9.667,14.76,15.855,3,4,4,4,6.875,22.55,23.615,3,5,4,4,4.7,52.274,68.659,3,8,50,20,3.659,12.345,13.149,3,25,80,8.088,126.558,136.288,11,2,2,1,2,1,5,32,2,,5,10,"1,4",,2,,4,2,1,2,4,2,2,"Most of the articles sounded false, even if they did reflect poorly on Democrats. I don't follow political news closely, so if I were to hear of anything, or if it were to happen, I missed it. I guessed based off of what would appear favorable to Republicans.",2,Same answer as I put above.,2,"Not much, if at all. I was more confused over thinking whether an article would be true or not since I don't closely follow politics.",1,"If the article made Republicans look bad, then of course I'd think other Republicans would have chosen the same answer of ""I don't like this"".",2,I don't share political articles on social media in general since most of my friends and acquaintances are Democrats. I'd rather have their friendship over other common interests than battle them over politics.,2,2,"I don't closely follow political news, so all of the article titles were foreign to me. I have no idea if any of them were true. I recall choosing one or two of them as being likely true, but most of them sounded absurd in general.",3,40,Republican
1/22/21 13:51,1/22/21 14:17,0,100,1526,1,1/22/21 14:17,cat,1,15.763,18.935,20.912,3,1,1,1,22.826,25.418,27.193,3,1,1,1,27.307,33.605,35.392,3,6,6,1,27.918,31.471,33.257,3,1,1,1,14.679,25.026,26.123,3,6,4,1,24.419,35.744,37.769,3,2,1,1,40.844,44.999,46.973,3,6,6,6,34.64,69.139,70.44,4,4,4,1,14.007,16.923,18.558,3,1,1,1,26.455,33.224,34.984,3,1,1,1,13.387,16.576,18.021,3,1,1,1,10.748,13.641,14.965,3,1,1,1,42.577,46.192,47.45,3,1,1,1,14.051,16.548,19.037,3,6,6,6,31.167,45.313,47.932,3,6,5,1,48.716,113.354,115.271,3,6,3,6,25.677,54.498,57.638,3,8,10,20,7.066,21.856,23.673,2,0,15,33.06,93.421,95.801,5,3,2,1,2,1,"3,5",57,2,,2,6,1,,3,,4,2,2,2,1,3,2,,2,,2,,2,,2,,2,2,none,3,82,Republican
1/22/21 14:07,1/22/21 14:17,0,100,596,1,1/22/21 14:17,cat,2,9.379,10.015,11.474,2,,3,1,11.337,12.525,13.477,2,,4,1,14.496,15.213,16.114,2,,3,1,8.19,8.938,9.988,2,,4,1,5.991,6.917,8.022,2,,3,1,5.418,6.395,7.225,2,,4,1,5.744,6.725,7.96,2,,2,1,7.472,8.095,9.054,2,,1,1,4.783,6.704,7.817,2,,1,1,6.489,7.173,8.294,2,,1,1,7.183,8.221,10.351,2,,1,1,3.836,4.508,6.822,2,,1,1,6.088,8.586,9.505,2,,1,1,7.74,14.661,16.27,4,,2,1,6.486,7.149,8.613,2,,2,1,3.523,3.999,6.483,2,,1,1,2.003,46.847,53.534,3,4,10,39,4.546,9.625,10.562,3,60,0,4.265,18.806,19.739,6,3,2,1,2,1,"3,5",48,1,,7,11,1,,3,,3,1,1,1,2,2,2,"I tried to base it on whether I had heard something like that or thought it actually happened. I hadn't seen any of them before, so I tried to make it fit with what I knew about the behaviors of the people involved, and how the media pitches things. ",,,1,"it made want to me try harder to be correct, but I really wasn't able to be more correct; I didn't know on just about all of them. ",,,2,"I don't share news on social media anyway, just life stuff. And I wouldn't direct people to things that I know are false, regardless",2,2,Now I'm really curious which ones were accurate and which ones weren't....,0,31,Democrat
1/22/21 14:01,1/22/21 14:17,0,100,968,1,1/22/21 14:17,Cat,1,6.7,12.3,13.207,9,,2,2,9.381,15.211,16.139,10,,4,4,8.158,10.844,11.444,6,,3,3,9.088,16.744,17.103,10,,4,4,9.819,13.593,14.168,7,,5,5,4.329,13.404,14.002,9,,3,3,12.028,15.811,16.301,7,,4,4,7.556,10.773,11.39,7,,4,4,10.657,17.945,18.531,10,,2,2,16.041,44.088,44.539,16,,3,4,6.999,11.668,12.101,7,,3,3,10.395,14.509,15.001,7,,2,2,7.51,15.334,15.701,13,,4,4,10.228,16.045,16.544,6,,4,4,14.19,16.5,17.301,5,,3,3,25.027,28.663,29.584,7,,4,4,24.401,68.318,77.352,5,8,50,20,7.327,12.682,13.364,5,38,83,8.701,40.275,40.842,19,3,2,2,2,2,"3,5",27,1,,6,9,2,,2,,5,2,1,1,5,1,2,None,,,1,,,,2,,2,2,,0,68,Republican
1/22/21 13:45,1/22/21 14:18,0,100,1949,1,1/22/21 14:18,Cat,1,6.637,10.062,10.836,4,,1,1,9.746,17.703,18.585,9,,5,4,0.299,19.443,20.184,8,,3,2,20.515,27.253,27.8,8,,4,3,32.588,43.406,43.848,13,,4,4,38.263,54.334,54.996,14,,4,3,62.996,75.679,76.591,9,,4,4,8.028,17.6,18.524,4,,3,3,6.101,8.201,9.058,3,,3,1,12.946,17.001,17.878,4,,4,2,0.435,16.836,17.54,6,,1,1,31.881,45.756,46.446,8,,1,1,0.916,15.441,16.557,10,,2,1,29.618,70.635,71.223,11,,2,2,0.2,15.892,16.575,7,,4,3,0.623,16.817,17.667,13,,3,2,3.068,212.081,216.723,9,4,10,20,9.191,15.147,15.887,3,30,90,15.744,273.813,275.408,42,3,2,1,2,1,"3,5",28,1,,5,8,1,,2,,6,2,1,1,5,1,,,2,,,,,,2,I do not believe in spreading unfounded stories about anyone based on difference in political ideology. I will only share confirmed stories because the internet never forgets. ,2,2,,1,2,Republican
1/22/21 14:06,1/22/21 14:18,0,100,696,1,1/22/21 14:18,Cat,2,21.501,31.883,32.709,8,,5,5,22.702,25.58,26.923,8,,2,2,23.063,26.178,26.501,6,,1,1,0,0,1.289,0,,1,1,0.584,1.52,2.492,4,,6,6,1,7.288,9.502,6,,1,1,6.682,7.793,9.888,4,,1,1,20.4,21.201,22.3,4,,4,4,9.425,10.259,11.403,4,,1,1,26.342,35.832,36.788,12,,1,5,7.186,8.124,10.895,4,,1,1,5.747,8.117,10.266,6,,1,1,9.131,21.984,22.79,12,,3,3,17.831,18.649,20.074,4,,1,1,2.147,3.426,12.1,4,,1,1,4.2,4.951,7.773,4,,1,1,2.272,42.903,43.691,28,8,50,20,1.286,13.802,15.324,10,97,52,1.875,29.345,31.022,15,2,2,2,1,2,"3,5",33,1,,6,11,1,,1,,2,1,1,1,5,2,,,2,,,,,,2,A big spreading an unverified news update could produce a devastating effect on people among other things ,2,2,,1,58,Democrat
