StartDate,ID,Gratitude,Role,Willing,Likely,PercentageAgree_1,Difficult,Awkward,Embarrased,Positive,Inconvenient,Annoyed,Pleased,Prosocial1,Comfort1,Prosocial2,Conform2,Gender,Gender_more,Year,Ethnicity,Ethniticy_more,Education,Comment
7/25/18 12:08,110,Gratitude,Requester,7,7,70,5,9,7,5,1,1,9,2,2,0,2,Male,,1968,White,,"Doctorate Degree (For example: PhD, EdD, MD, DDS, DVM, JD)",
7/25/18 14:57,146,Gratitude,Helper,2,2,20,2,4,3,5,0,0,10,3,-3,3,-3,Female,,1968,Asian,,"Bachelor's degree (For example: BA, AB, BS)",
7/26/18 14:59,198,Gratitude,Helper,8,8,20,5,8,8,4,5,2,8,2,0,2,-2,Male,,1968,Asian,,"Bachelor's degree (For example: BA, AB, BS)",
7/17/18 14:18,32,No gratitude,Helper,7,7,60,3,0,0,3,0,0,9,2,-2,1,-2,Female,,1967,White,,College 1 year to 3 years (Some college or technical school),no
7/23/18 13:00,65,Gratitude,Helper,10,10,80,10,10,10,5,0,0,10,3,3,3,-3,Female,,1967,White,,College 1 year to 3 years (Some college or technical school),
7/26/18 14:17,188,No gratitude,Requester,5,5,60,7,7,8,4,2,2,8,2,3,2,2,Female,,1967,Black,,College 1 year to 3 years (Some college or technical school),
7/17/18 12:06,10,No gratitude,Requester,8,2,50,5,5,7,5,3,6,7,2,0,2,1,Female,,1966,White,,College 1 year to 3 years (Some college or technical school),
7/25/18 14:50,144,No gratitude,Helper,10,10,60,3,1,2,5,4,1,10,3,,3,,Male,,1966,Black,,Grades 1 through 8 (Elementary) or less,
7/25/18 15:22,151,Gratitude,Requester,6,6,60,3,3,3,3,6,7,5,1,1,1,1,Female,,1966,Other (please specify),middle eastern,"Bachelor's degree (For example: BA, AB, BS)",thanks
7/17/18 12:20,11,Gratitude,Helper,8,8,40,8,7,1,5,0,0,9,2,1,2,2,Male,,1965,White,,"Bachelor's degree (For example: BA, AB, BS)",
7/26/18 14:43,191,No gratitude,Requester,1,1,10,3,5,8,5,6,6,2,1,1,0,2,Female,,1965,White,,College 1 year to 3 years (Some college or technical school),interesting
7/26/18 15:20,199,Gratitude,Requester,3,3,30,6,3,7,3,4,5,5,-1,-1,-1,-1,Female,,1965,White,,"Doctorate Degree (For example: PhD, EdD, MD, DDS, DVM, JD)",
7/17/18 14:24,33,No gratitude,Requester,9,9,40,0,4,3,4,2,1,8,1,-2,1,2,Male,,1964,White,,"Bachelor's degree (For example: BA, AB, BS)",
7/25/18 15:16,152,Gratitude,Helper,5,3,40,5,5,2,2,5,5,5,0,0,0,0,Female,,1964,White,,College 1 year to 3 years (Some college or technical school),
7/17/18 12:25,11,Gratitude,Helper,7,6,30,2,2,4,5,2,0,9,2,-1,2,-3,Male,,1963,White,,College 1 year to 3 years (Some college or technical school),
7/25/18 15:02,147,No gratitude,Helper,5,4,40,7,5,6,5,2,4,7,3,-3,3,-3,Male,,1962,Hispanic,,"Bachelor's degree (For example: BA, AB, BS)",
7/26/18 14:15,185,No gratitude,Helper,7,7,30,8,7,7,4,2,2,8,2,1,2,-3,Female,,1962,White,,"Bachelor's degree (For example: BA, AB, BS)",
7/17/18 14:08,29,No gratitude,Helper,9,9,70,9,9,9,4,1,1,9,2,-2,2,-3,Male,,1959,White,,College 1 year to 3 years (Some college or technical school),
7/23/18 12:59,64,No gratitude,Requester,5,5,50,5,5,4,5,6,3,8,1,0,2,0,Male,,1959,White,,"Bachelor's degree (For example: BA, AB, BS)",
7/23/18 15:09,96,Gratitude,Helper,8,10,60,9,3,3,2,3,0,9,3,-3,3,-3,Female,,1959,White,,"Bachelor's degree (For example: BA, AB, BS)",
7/25/18 12:57,121,No gratitude,Requester,3,3,20,3,2,2,3,6,5,5,2,-2,3,-1,Male,,1958,Other (please specify),Middle Eastern,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",Not too many people are willing to help
7/26/18 13:24,175,Gratitude,Requester,7,8,80,5,6,5,4,7,4,6,3,2,3,-2,Female,,1958,Other (please specify),south african,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",
7/23/18 12:17,56,Gratitude,Requester,7,7,50,8,3,6,4,2,3,8,2,1,2,0,Female,,1957,White,,Grade 12 or GED (High school graduate),
7/25/18 14:00,133,Gratitude,Requester,10,10,90,9,9,0,4,4,2,8,2,2,2,2,Male,,1957,Asian,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",
7/26/18 15:08,200,No gratitude,Helper,7,7,30,4,7,7,3,2,2,7,2,0,2,0,Male,,1957,White,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",
7/26/18 14:03,184,Gratitude,Helper,2,2,30,5,3,5,2,7,3,6,3,0,2,0,Female,,1956,White,,"Doctorate Degree (For example: PhD, EdD, MD, DDS, DVM, JD)",i would have offered to make the call for them instead.
7/17/18 13:56,27,No gratitude,Helper,6,6,20,7,3,5,3,3,5,7,0,-1,3,-2,Female,,1955,Hispanic,,Grades 1 through 8 (Elementary) or less,
7/25/18 15:02,148,Gratitude,Helper,0,0,20,0,0,0,1,0,3,3,2,-2,2,-2,Female,,1955,White,,Grade 12 or GED (High school graduate),
7/17/18 14:33,34,Gratitude,Helper,10,7,70,8,6,10,5,4,0,10,3,1,3,-1,Male,,1954,White,,"Doctorate Degree (For example: PhD, EdD, MD, DDS, DVM, JD)",
7/23/18 10:56,50,Gratitude,Requester,6,7,70,5,4,5,3,7,6,6,0,0,0,0,Other,,1954,Other (please specify),bi,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",
7/25/18 14:34,142,Gratitude,Helper,10,2,80,8,0,0,5,5,0,10,3,-3,3,-3,Male,,1951,White,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",
7/26/18 15:22,201,Gratitude,Helper,8,8,20,7,5,0,2,5,0,7,2,1,2,0,Female,,1951,Black,,"Bachelor's degree (For example: BA, AB, BS)",
7/23/18 15:08,95,No gratitude,Helper,7,8,80,7,10,0,0,8,5,6,3,-3,2,,Male,,1950,White,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",
7/23/18 13:08,68,Gratitude,Requester,1,1,20,8,5,5,0,5,2,2,,,,2,Male,,1949,Hispanic,,"Bachelor's degree (For example: BA, AB, BS)",
7/25/18 14:32,141,No gratitude,Requester,7,7,70,8,8,8,4,1,1,10,2,2,3,0,Male,,1948,White,,"Bachelor's degree (For example: BA, AB, BS)",
7/25/18 11:19,104,No gratitude,Requester,3,3,30,3,3,2,-1,3,3,2,0,1,0,-3,Female,,1946,White,,Grade 12 or GED (High school graduate),
7/26/18 13:30,178,Gratitude,Helper,5,7,70,2,2,8,4,8,7,9,2,-2,2,2,Male,,1946,Other (please specify),Brazil,"Doctorate Degree (For example: PhD, EdD, MD, DDS, DVM, JD)",
7/25/18 13:29,125,No gratitude,Helper,6,6,40,10,10,10,5,2,1,5,2,0,2,-3,Female,,1945,White,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",
7/25/18 14:54,145,Gratitude,Requester,7,9,80,1,8,8,4,7,5,9,1,-2,1,1,Female,,1944,Other (please specify),,"Doctorate Degree (For example: PhD, EdD, MD, DDS, DVM, JD)",
7/25/18 13:58,132,No gratitude,Requester,5,5,40,3,3,3,0,6,4,3,1,0,-2,0,Female,,1942,White,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",
7/26/18 14:05,183,No gratitude,Helper,1,0,20,0,0,0,5,0,0,10,0,2,2,-3,Female,,1941,White,,College 1 year to 3 years (Some college or technical school),
7/17/18 12:38,13,No gratitude,Requester,7,8,60,4,0,0,5,8,0,10,1,-2,0,-3,Female,,,Asian,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",i hope you will be successful in your project and your dreams and aims
7/17/18 14:47,36,No gratitude,Requester,7,7,70,3,5,8,4,4,3,7,2,-1,3,-2,Male,,,White,,Grade 12 or GED (High school graduate),
7/23/18 12:39,59,Gratitude,Helper,8,8,60,6,6,6,2,2,1,6,2,-2,2,-2,Male,,,White,,"Bachelor's degree (For example: BA, AB, BS)",
7/23/18 14:48,91,Gratitude,Requester,8,7,50,7,7,8,4,2,3,5,1,2,3,1,Female,,,White,,Grade 12 or GED (High school graduate),
7/25/18 13:24,122,Gratitude,Requester,2,2,30,1,1,1,4,6,5,5,1,-3,-1,-1,Female,,,White,,"Master's degree (For example: MA, MS, MEng, MEd, MSW, MBA)",
7/26/18 11:53,168,No gratitude,Requester,4,4,40,4,,4,5,,0,10,2,-3,2,-3,Male,,,Black,,College 1 year to 3 years (Some college or technical school),
