Subj,Condition,Type,sceneType,IPSame,duration,Finished,sheepPic,attn1,attn2,catcall_pilot,cheat_pilot,provoke_pilot,talking_pilot,crash_pilot,shoving_pilot,demand,hypothesis,self_attn1,self_attn2,Gender,sex_orientation,Age,Ethnicity.race,PolFac_1,PolFac_2,PolFac_3,Survey,MoralAction,PunishAction,Punish_police,BlameAct,Deserve,Legit1,Legit2,LegitExist,Legit3,Disobey,MoralPerson,Future1,Future2,Character,dichot,you_notice,you_fine,you_police,feel1,feel2,feel3
66,2,1,crash,0,0,1,1,1,1,1,8,1,8,1,8,3,interested in how people make judgments about how other people behave in their daily lives.,4,4,2,1,19,7,4,4,4,4,6,6,6,6,6,6,6,6,6,6,5,5,5,5,1,4,4,4,4,4,4
66,2,1,shoving,0,0,1,1,1,1,1,8,1,8,1,8,3,interested in how people make judgments about how other people behave in their daily lives.,4,4,2,1,19,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4
66,2,2,cheat,0,0,1,1,1,1,1,8,1,8,1,8,3,interested in how people make judgments about how other people behave in their daily lives.,4,4,2,1,19,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4
67,1,1,catcalling,0,0,1,1,1,1,2,9,2,9,9,2,1,How morally right or wrong I think different situations are and how I would react to them,7,7,2,1,63,4,6,7,6,4,3,3,3,3,2,3,5,2,4,5,2,4,4,2,0,6,6,5,6,5,5
67,1,1,provoke,0,0,1,1,1,1,2,9,2,9,9,2,1,How morally right or wrong I think different situations are and how I would react to them,7,7,2,1,63,4,6,7,6,4,1,1,1,1,1,1,1,7,5,3,1,4,4,1,0,4,5,3,7,7,6
67,2,1,talking,0,0,1,1,1,1,2,9,2,9,9,2,1,How morally right or wrong I think different situations are and how I would react to them,7,7,2,1,63,4,6,7,6,4,7,6,7,7,7,7,7,1,7,6,6,6,4,5,1,5,5,6,5,4,4
67,2,2,cheat,0,0,1,1,1,1,2,9,2,9,9,2,1,How morally right or wrong I think different situations are and how I would react to them,7,7,2,1,63,4,6,7,6,4,5,5,5,5,5,5,5,2,4,4,4,4,4,4,0,2,5,4,4,4,4
67,2,2,crash,0,0,1,1,1,1,2,9,2,9,9,2,1,How morally right or wrong I think different situations are and how I would react to them,7,7,2,1,63,4,6,7,6,4,6,6,6,6,6,6,6,1,7,6,5,3,4,5,1,6,6,5,4,3,3
67,2,2,shoving,0,0,1,1,1,1,2,9,2,9,9,2,1,How morally right or wrong I think different situations are and how I would react to them,7,7,2,1,63,4,6,7,6,4,6,6,6,7,6,6,6,1,7,7,5,5,5,5,1,7,6,6,5,5,5
68,1,1,crash,0,0,1,1,1,1,9,1,9,9,8,9,1,unknown,7,7,2,1,28,6,6,6,6,4,5,2,2,6,2,1,2,1,7,7,4,6,6,2,1,7,6,6,6,4,4
68,2,1,provoke,0,0,1,1,1,1,9,1,9,9,8,9,1,unknown,7,7,2,1,28,6,6,6,6,4,7,7,7,7,7,4,4,2,6,5,5,6,2,4,1,7,4,7,4,3,3
68,2,1,shoving,0,0,1,1,1,1,9,1,9,9,8,9,1,unknown,7,7,2,1,28,6,6,6,6,4,7,7,7,7,7,6,6,1,7,7,6,5,5,6,1,7,7,7,2,1,1
68,2,2,catcalling,0,0,1,1,1,1,9,1,9,9,8,9,1,unknown,7,7,2,1,28,6,6,6,6,4,4,6,7,7,6,7,7,1,7,7,2,7,4,2,1,7,7,6,5,1,3
68,2,2,cheat,0,0,1,1,1,1,9,1,9,9,8,9,1,unknown,7,7,2,1,28,6,6,6,6,4,7,7,7,7,7,7,7,1,7,1,7,7,6,7,1,7,7,7,6,1,6
68,2,2,talking,0,0,1,1,1,1,9,1,9,9,8,9,1,unknown,7,7,2,1,28,6,6,6,6,4,7,7,7,7,7,7,7,1,7,7,7,7,1,7,1,7,7,7,4,2,3
69,1,1,provoke,0,0,1,1,1,1,9,8,9,1,9,1,2,whether we focus more on morality or legality,7,7,1,1,18,7,4,4,4,4,4,5,5,2,2,6,5,4,6,4,2,6,7,3,1,6,1,6,6,5,3
69,1,2,talking,0,0,1,1,1,1,9,8,9,1,9,1,2,whether we focus more on morality or legality,7,7,1,1,18,7,4,4,4,4,1,2,1,5,1,4,5,2,5,2,1,6,7,1,1,4,7,1,7,6,6
69,2,1,catcalling,0,0,1,1,1,1,9,8,9,1,9,1,2,whether we focus more on morality or legality,7,7,1,1,18,7,4,4,4,4,5,7,7,6,7,7,7,1,7,7,6,5,7,6,1,7,7,7,3,1,1
69,2,1,crash,0,0,1,1,1,1,9,8,9,1,9,1,2,whether we focus more on morality or legality,7,7,1,1,18,7,4,4,4,4,7,7,7,7,7,6,7,1,7,7,7,6,7,7,1,6,2,7,3,1,6
69,2,1,shoving,0,0,1,1,1,1,9,8,9,1,9,1,2,whether we focus more on morality or legality,7,7,1,1,18,7,4,4,4,4,7,7,7,7,7,7,7,1,7,7,7,5,7,7,1,7,2,7,4,4,4
69,2,2,cheat,0,0,1,1,1,1,9,8,9,1,9,1,2,whether we focus more on morality or legality,7,7,1,1,18,7,4,4,4,4,7,7,7,6,7,7,7,1,7,6,6,7,6,7,1,2,5,2,4,3,6
70,1,1,crash,0,0,1,1,1,1,1,1,1,1,1,1,2,Perceptions on police and crime,6,7,2,5,22,4,7,7,7,4,2,1,2,7,1,4,4,4,5,5,5,7,2,6,0,7,4,3,7,7,7
70,2,1,catcalling,0,0,1,1,1,1,1,1,1,1,1,1,2,Perceptions on police and crime,6,7,2,5,22,4,7,7,7,4,2,5,5,5,4,4,6,5,5,5,5,6,2,2,1,5,6,4,7,5,5
70,2,1,cheat,0,0,1,1,1,1,1,1,1,1,1,1,2,Perceptions on police and crime,6,7,2,5,22,4,7,7,7,4,7,7,6,7,7,5,4,1,6,5,6,7,2,7,0,6,5,3,7,5,7
70,2,1,shoving,0,0,1,1,1,1,1,1,1,1,1,1,2,Perceptions on police and crime,6,7,2,5,22,4,7,7,7,4,6,6,6,7,7,6,6,1,6,7,6,6,2,6,1,7,2,6,7,6,7
70,2,2,provoke,0,0,1,1,1,1,1,1,1,1,1,1,2,Perceptions on police and crime,6,7,2,5,22,4,7,7,7,4,2,1,2,3,1,1,1,6,1,4,2,6,1,2,0,7,4,6,7,7,7
70,2,2,talking,0,0,1,1,1,1,1,1,1,1,1,1,2,Perceptions on police and crime,6,7,2,5,22,4,7,7,7,4,5,4,5,4,4,4,4,4,2,1,3,7,2,3,0,4,4,3,5,4,7
71,1,1,shoving,0,0,1,1,1,1,1,1,1,1,9,1,1,External empathy ,7,7,1,1,31,4,7,7,7,5,1,1,1,1,1,2,2,6,2,2,5,5,1,1,0,1,1,1,7,7,7
71,2,1,crash,0,0,1,1,1,1,1,1,1,1,9,1,1,External empathy ,7,7,1,1,31,4,7,7,7,5,7,7,7,7,7,7,7,1,7,1,6,6,5,7,1,5,5,6,2,1,3
71,2,2,catcalling,0,0,1,1,1,1,1,1,1,1,9,1,1,External empathy ,7,7,1,1,31,4,7,7,7,5,4,6,6,4,5,5,7,1,5,5,2,3,5,2,1,5,5,5,5,2,3
71,2,2,cheat,0,0,1,1,1,1,1,1,1,1,9,1,1,External empathy ,7,7,1,1,31,4,7,7,7,5,6,5,7,7,7,6,6,1,7,6,6,6,3,1,1,2,3,3,2,2,2
71,2,2,provoke,0,0,1,1,1,1,1,1,1,1,9,1,1,External empathy ,7,7,1,1,31,4,7,7,7,5,1,7,2,2,2,2,2,6,3,3,2,6,3,1,0,2,2,2,6,5,4
71,2,2,talking,0,0,1,1,1,1,1,1,1,1,9,1,1,External empathy ,7,7,1,1,31,4,7,7,7,5,6,6,6,6,4,6,6,2,6,5,5,5,1,5,1,4,3,3,3,3,5
72,1,2,crash,0,0,1,1,1,1,2,1,9,8,9,8,1,How you think ,7,7,2,1,35,6,6,6,6,5,1,1,1,1,1,1,4,4,4,4,4,4,4,4,0,4,4,4,7,7,4
72,2,1,cheat,0,0,1,1,1,1,2,1,9,8,9,8,1,How you think ,7,7,2,1,35,6,6,6,6,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,3,4
72,2,1,provoke,0,0,1,1,1,1,2,1,9,8,9,8,1,How you think ,7,7,2,1,35,6,6,6,6,5,5,7,7,7,7,7,7,1,7,1,4,7,4,4,1,7,7,7,1,1,1
72,2,1,talking,0,0,1,1,1,1,2,1,9,8,9,8,1,How you think ,7,7,2,1,35,6,6,6,6,5,7,7,7,7,7,7,5,4,4,4,7,7,4,7,1,7,7,7,1,1,1
72,2,2,catcalling,0,0,1,1,1,1,2,1,9,8,9,8,1,How you think ,7,7,2,1,35,6,6,6,6,5,4,7,7,4,4,7,7,4,7,7,4,4,4,4,1,4,4,4,4,4,4
72,2,2,shoving,0,0,1,1,1,1,2,1,9,8,9,8,1,How you think ,7,7,2,1,35,6,6,6,6,5,7,7,7,4,7,7,7,1,7,7,4,4,4,4,1,7,7,7,1,1,1
73,1,1,cheat,0,0,1,1,1,1,2,1,9,9,8,2,1,It seemed to be about gauging how people feel about the difference between immorality and illegality.,7,7,2,1,52,4,6,6,6,4,5,7,7,5,7,7,7,1,7,6,5,7,2,7,0,1,7,4,7,2,7
73,1,1,crash,0,0,1,1,1,1,2,1,9,9,8,2,1,It seemed to be about gauging how people feel about the difference between immorality and illegality.,7,7,2,1,52,4,6,6,6,4,4,4,5,6,4,7,7,1,7,7,4,7,1,4,1,7,1,1,7,1,7
73,1,2,shoving,0,0,1,1,1,1,2,1,9,9,8,2,1,It seemed to be about gauging how people feel about the difference between immorality and illegality.,7,7,2,1,52,4,6,6,6,4,1,4,2,1,2,3,2,5,6,1,1,6,1,1,0,4,2,1,7,7,7
73,2,1,talking,0,0,1,1,1,1,2,1,9,9,8,2,1,It seemed to be about gauging how people feel about the difference between immorality and illegality.,7,7,2,1,52,4,6,6,6,4,7,7,7,7,7,7,7,1,7,7,7,7,2,7,1,4,1,7,7,1,1
73,2,2,catcalling,0,0,1,1,1,1,2,1,9,9,8,2,1,It seemed to be about gauging how people feel about the difference between immorality and illegality.,7,7,2,1,52,4,6,6,6,4,6,7,6,5,7,7,7,1,7,7,4,6,2,4,1,6,7,7,7,1,2
73,2,2,provoke,0,0,1,1,1,1,2,1,9,9,8,2,1,It seemed to be about gauging how people feel about the difference between immorality and illegality.,7,7,2,1,52,4,6,6,6,4,7,7,7,7,7,7,7,1,7,7,7,7,1,7,1,6,1,7,4,1,1
74,1,1,catcalling,0,0,1,1,1,1,1,1,1,1,8,1,1,moral judgments,7,7,2,5,25,4,7,7,7,4,1,1,1,1,1,4,2,4,4,1,7,6,1,1,0,1,7,2,7,6,6
74,1,1,crash,0,0,1,1,1,1,1,1,1,1,8,1,1,moral judgments,7,7,2,5,25,4,7,7,7,4,6,6,6,6,6,6,6,1,7,7,5,5,1,6,1,7,7,1,5,2,2
74,1,2,cheat,0,0,1,1,1,1,1,1,1,1,8,1,1,moral judgments,7,7,2,5,25,4,7,7,7,4,1,1,1,1,1,3,3,3,2,1,1,2,1,1,0,2,6,5,7,6,6
74,2,2,provoke,0,0,1,1,1,1,1,1,1,1,8,1,1,moral judgments,7,7,2,5,25,4,7,7,7,4,1,1,1,1,1,1,1,7,1,1,1,2,1,1,0,2,7,2,7,4,4
74,2,2,shoving,0,0,1,1,1,1,1,1,1,1,8,1,1,moral judgments,7,7,2,5,25,4,7,7,7,4,5,3,5,4,4,5,4,2,7,2,4,5,1,4,1,7,5,7,1,1,1
74,2,2,talking,0,0,1,1,1,1,1,1,1,1,8,1,1,moral judgments,7,7,2,5,25,4,7,7,7,4,5,5,5,5,5,5,5,2,5,4,5,5,1,5,0,7,2,7,6,4,4
75,1,1,talking,0,0,1,1,1,1,9,2,9,1,9,2,1,morality of different individuals,7,7,1,1,25,6,5,5,5,4,7,2,1,6,1,4,5,5,5,5,3,5,5,2,0,1,1,1,5,6,6
75,1,2,crash,0,0,1,1,1,1,9,2,9,1,9,2,1,morality of different individuals,7,7,1,1,25,6,5,5,5,4,3,2,1,5,1,2,2,5,6,3,4,3,4,3,0,6,4,1,7,7,7
75,2,1,catcalling,0,0,1,1,1,1,9,2,9,1,9,2,1,morality of different individuals,7,7,1,1,25,6,5,5,5,4,7,5,7,7,7,7,7,2,7,2,5,7,4,1,1,5,3,2,7,2,6
75,2,2,cheat,0,0,1,1,1,1,9,2,9,1,9,2,1,morality of different individuals,7,7,1,1,25,6,5,5,5,4,7,7,7,7,7,7,7,1,7,6,7,7,6,7,1,5,7,7,2,1,5
75,2,2,provoke,0,0,1,1,1,1,9,2,9,1,9,2,1,morality of different individuals,7,7,1,1,25,6,5,5,5,4,7,7,7,7,7,7,7,1,7,7,5,7,4,7,1,2,7,7,5,4,6
75,2,2,shoving,0,0,1,1,1,1,9,2,9,1,9,2,1,morality of different individuals,7,7,1,1,25,6,5,5,5,4,7,7,7,7,7,7,7,1,7,7,7,7,6,7,1,7,7,7,5,1,2
76,1,1,provoke,0,0,1,1,1,1,1,2,1,1,9,9,1,Moral judgement and action thresholds,7,7,1,1,51,4,2,2,2,4,1,1,1,7,1,1,1,7,2,2,3,6,1,1,0,7,5,5,6,6,6
76,2,1,catcalling,0,0,1,1,1,1,1,2,1,1,9,9,1,Moral judgement and action thresholds,7,7,1,1,51,4,2,2,2,4,5,7,6,7,7,6,7,1,6,7,6,7,1,7,1,6,6,7,4,2,2
76,2,1,cheat,0,0,1,1,1,1,1,2,1,1,9,9,1,Moral judgement and action thresholds,7,7,1,1,51,4,2,2,2,4,7,7,7,7,7,6,6,2,5,6,6,6,2,6,1,4,6,4,3,3,3
76,2,2,crash,0,0,1,1,1,1,1,2,1,1,9,9,1,Moral judgement and action thresholds,7,7,1,1,51,4,2,2,2,4,7,7,7,7,7,7,6,1,7,7,5,6,6,6,1,3,7,5,5,2,2
76,2,2,shoving,0,0,1,1,1,1,1,2,1,1,9,9,1,Moral judgement and action thresholds,7,7,1,1,51,4,2,2,2,4,7,7,7,7,7,7,7,1,6,6,6,7,1,7,1,3,6,6,4,2,2
76,2,2,talking,0,0,1,1,1,1,1,2,1,1,9,9,1,Moral judgement and action thresholds,7,7,1,1,51,4,2,2,2,4,7,7,7,7,7,7,7,1,6,7,7,7,2,7,1,5,6,6,1,2,1
77,1,1,talking,0,0,1,1,1,1,9,1,9,9,9,9,3,Situations and how the law is related to them and how I would react,7,7,2,1,18,4,6,6,NA,5,2,1,1,1,1,1,1,7,2,2,2,5,2,1,0,7,5,3,4,4,4
77,1,2,catcalling,0,0,1,1,1,1,9,1,9,9,9,9,3,Situations and how the law is related to them and how I would react,7,7,2,1,18,4,6,6,NA,5,2,1,2,2,1,2,2,1,2,3,2,1,2,3,0,3,3,5,5,6,5
77,1,2,provoke,0,0,1,1,1,1,9,1,9,9,9,9,3,Situations and how the law is related to them and how I would react,7,7,2,1,18,4,6,6,NA,5,1,4,2,1,1,3,2,6,4,2,2,1,4,1,0,2,3,2,3,2,3
77,2,1,cheat,0,0,1,1,1,1,9,1,9,9,9,9,3,Situations and how the law is related to them and how I would react,7,7,2,1,18,4,6,6,NA,5,5,6,5,6,5,4,5,3,6,4,5,7,5,6,1,5,4,5,4,1,2
77,2,2,crash,0,0,1,1,1,1,9,1,9,9,9,9,3,Situations and how the law is related to them and how I would react,7,7,2,1,18,4,6,6,NA,5,7,7,6,5,5,4,3,2,7,7,7,6,3,7,1,1,2,1,1,1,1
77,2,2,shoving,0,0,1,1,1,1,9,1,9,9,9,9,3,Situations and how the law is related to them and how I would react,7,7,2,1,18,4,6,6,NA,5,7,7,7,5,6,6,5,6,6,6,7,7,4,7,1,5,6,3,5,5,5
79,1,1,cheat,0,0,1,1,1,1,1,2,2,9,1,9,2,how one perceives behaviors of others,7,7,1,1,63,4,4,4,5,4,2,7,7,7,4,5,4,6,7,7,2,7,3,3,0,7,7,7,7,6,6
79,1,1,crash,0,0,1,1,1,1,1,2,2,9,1,9,2,how one perceives behaviors of others,7,7,1,1,63,4,4,4,5,4,5,1,1,2,1,4,1,6,7,4,3,4,4,7,0,7,2,2,7,4,6
79,1,2,catcalling,0,0,1,1,1,1,1,2,2,9,1,9,2,how one perceives behaviors of others,7,7,1,1,63,4,4,4,5,4,1,7,1,7,1,2,6,7,1,1,1,4,4,1,0,4,6,5,7,7,7
79,1,2,provoke,0,0,1,1,1,1,1,2,2,9,1,9,2,how one perceives behaviors of others,7,7,1,1,63,4,4,4,5,4,1,7,4,7,1,2,2,6,7,7,1,3,4,1,0,7,7,7,7,7,7
79,1,2,talking,0,0,1,1,1,1,1,2,2,9,1,9,2,how one perceives behaviors of others,7,7,1,1,63,4,4,4,5,4,7,6,7,7,7,7,7,1,7,7,7,6,4,6,1,7,6,6,4,1,5
79,2,1,shoving,0,0,1,1,1,1,1,2,2,9,1,9,2,how one perceives behaviors of others,7,7,1,1,63,4,4,4,5,4,7,7,7,7,7,7,7,1,7,1,7,6,4,7,1,7,7,7,5,1,7
80,1,1,crash,0,0,1,1,1,1,1,2,1,1,2,1,1,How i would react in certain situations ,7,7,1,1,21,6,4,4,4,5,7,5,7,6,7,5,7,5,5,1,7,7,5,6,1,4,4,4,7,6,2
80,1,1,talking,0,0,1,1,1,1,1,2,1,1,2,1,1,How i would react in certain situations ,7,7,1,1,21,6,4,4,4,5,7,1,5,5,7,3,5,6,5,6,7,7,6,7,1,5,5,5,5,1,1
80,1,2,catcalling,0,0,1,1,1,1,1,2,1,1,2,1,1,How i would react in certain situations ,7,7,1,1,21,6,4,4,4,5,1,3,2,3,4,3,7,4,3,4,1,4,6,3,1,7,1,1,7,7,7
80,1,2,shoving,0,0,1,1,1,1,1,2,1,1,2,1,1,How i would react in certain situations ,7,7,1,1,21,6,4,4,4,5,5,2,3,4,4,3,2,3,7,1,5,4,6,5,1,7,1,1,3,5,5
80,2,1,cheat,0,0,1,1,1,1,1,2,1,1,2,1,1,How i would react in certain situations ,7,7,1,1,21,6,4,4,4,5,7,7,7,7,7,7,1,1,7,1,7,7,5,7,1,7,3,2,7,1,1
80,2,1,provoke,0,0,1,1,1,1,1,2,1,1,2,1,1,How i would react in certain situations ,7,7,1,1,21,6,4,4,4,5,7,7,7,6,7,7,6,1,5,6,7,7,6,5,1,6,5,7,7,5,6
81,1,1,provoke,0,0,1,1,1,1,9,2,1,2,9,1,1,People's thoughts on different laws,7,7,2,1,22,4,7,7,4,4,1,1,1,7,1,1,1,7,2,1,1,7,1,1,0,7,1,1,7,7,7
81,1,2,catcalling,0,0,1,1,1,1,9,2,1,2,9,1,1,People's thoughts on different laws,7,7,2,1,22,4,7,7,4,4,1,1,1,7,1,1,1,7,3,1,1,7,1,1,0,7,2,2,7,7,7
81,2,1,talking,0,0,1,1,1,1,9,2,1,2,9,1,1,People's thoughts on different laws,7,7,2,1,22,4,7,7,4,4,7,7,7,7,7,7,7,1,7,7,7,7,1,7,1,7,7,7,7,7,7
81,2,2,cheat,0,0,1,1,1,1,9,2,1,2,9,1,1,People's thoughts on different laws,7,7,2,1,22,4,7,7,4,4,5,5,3,5,3,6,6,2,6,5,5,5,4,4,0,2,3,3,7,7,7
81,2,2,crash,0,0,1,1,1,1,9,2,1,2,9,1,1,People's thoughts on different laws,7,7,2,1,22,4,7,7,4,4,7,7,7,7,7,7,7,1,7,7,7,7,5,7,1,7,7,7,7,7,7
81,2,2,shoving,0,0,1,1,1,1,9,2,1,2,9,1,1,People's thoughts on different laws,7,7,2,1,22,4,7,7,4,4,6,6,7,7,6,7,7,1,7,7,6,7,2,7,1,7,5,5,7,7,7
82,1,1,cheat,0,0,1,1,1,1,2,1,1,1,9,2,1,Observing what is morally right and wrong for participants,7,7,1,1,20,5,6,6,5,4,2,2,6,2,2,4,4,6,3,6,2,3,5,2,0,5,1,1,7,6,6
82,1,1,provoke,0,0,1,1,1,1,2,1,1,1,9,2,1,Observing what is morally right and wrong for participants,7,7,1,1,20,5,6,6,5,4,5,6,1,6,4,6,6,3,7,2,5,5,5,5,1,7,7,7,4,2,6
82,1,1,shoving,0,0,1,1,1,1,2,1,1,1,9,2,1,Observing what is morally right and wrong for participants,7,7,1,1,20,5,6,6,5,4,5,4,3,4,3,4,6,2,6,2,5,6,5,4,0,4,3,4,3,2,6
82,1,2,catcalling,0,0,1,1,1,1,2,1,1,1,9,2,1,Observing what is morally right and wrong for participants,7,7,1,1,20,5,6,6,5,4,4,3,6,3,3,5,7,4,4,5,2,5,5,3,1,4,6,5,6,5,3
82,1,2,crash,0,0,1,1,1,1,2,1,1,1,9,2,1,Observing what is morally right and wrong for participants,7,7,1,1,20,5,6,6,5,4,5,3,3,5,4,2,4,1,7,3,4,3,5,5,0,6,3,2,5,3,5
82,2,2,talking,0,0,1,1,1,1,2,1,1,1,9,2,1,Observing what is morally right and wrong for participants,7,7,1,1,20,5,6,6,5,4,7,7,7,7,7,6,7,1,7,1,7,7,4,7,1,6,5,7,2,1,7
83,1,1,talking,0,0,1,1,1,1,9,2,1,1,9,1,1,Morality perceptions ,7,7,2,1,28,4,2,5,3,5,3,3,2,5,2,3,6,2,7,4,2,7,6,6,0,6,2,1,5,1,1
83,1,2,shoving,0,0,1,1,1,1,9,2,1,1,9,1,1,Morality perceptions ,7,7,2,1,28,4,2,5,3,5,2,4,1,4,2,4,5,3,6,5,2,2,2,1,0,1,1,2,7,5,6
83,2,1,catcalling,0,0,1,1,1,1,9,2,1,1,9,1,1,Morality perceptions ,7,7,2,1,28,4,2,5,3,5,7,7,7,7,7,7,7,1,7,7,6,7,7,7,1,7,7,7,5,1,2
83,2,1,crash,0,0,1,1,1,1,9,2,1,1,9,1,1,Morality perceptions ,7,7,2,1,28,4,2,5,3,5,7,7,7,7,7,7,7,1,7,7,7,7,7,7,1,6,7,7,6,1,1
83,2,2,cheat,0,0,1,1,1,1,9,2,1,1,9,1,1,Morality perceptions ,7,7,2,1,28,4,2,5,3,5,7,5,6,3,4,6,7,1,7,6,6,7,7,6,0,6,4,4,1,1,1
83,2,2,provoke,0,0,1,1,1,1,9,2,1,1,9,1,1,Morality perceptions ,7,7,2,1,28,4,2,5,3,5,6,6,3,7,5,7,6,1,6,5,2,7,3,7,1,6,3,2,2,2,2
84,1,1,catcalling,0,0,1,1,1,1,2,2,2,9,9,2,1,I don't know.,7,7,2,1,53,4,6,6,6,7,1,2,3,2,2,4,4,4,4,2,5,5,2,1,0,2,2,2,7,7,7
84,1,1,provoke,0,0,1,1,1,1,2,2,2,9,9,2,1,I don't know.,7,7,2,1,53,4,6,6,6,7,1,4,2,1,1,1,1,7,4,2,1,4,1,1,0,3,3,3,7,7,5
84,2,1,crash,0,0,1,1,1,1,2,2,2,9,9,2,1,I don't know.,7,7,2,1,53,4,6,6,6,7,7,7,7,7,7,7,7,1,7,7,6,6,6,6,1,5,5,5,1,1,1
84,2,2,cheat,0,0,1,1,1,1,2,2,2,9,9,2,1,I don't know.,7,7,2,1,53,4,6,6,6,7,7,7,7,7,7,7,7,1,7,7,6,6,5,7,1,5,5,5,1,1,1
84,2,2,shoving,0,0,1,1,1,1,2,2,2,9,9,2,1,I don't know.,7,7,2,1,53,4,6,6,6,7,7,7,7,7,7,7,7,1,7,7,6,6,5,7,1,7,6,6,1,1,1
84,2,2,talking,0,0,1,1,1,1,2,2,2,9,9,2,1,I don't know.,7,7,2,1,53,4,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,1,5,5,5,1,1,1
85,1,1,catcalling,0,0,1,1,1,1,2,1,2,9,1,9,2,I honestly have no idea ,7,7,2,5,25,5,7,7,7,5,1,1,1,5,1,1,5,5,6,4,5,7,2,1,1,7,7,6,7,7,7
85,1,1,cheat,0,0,1,1,1,1,2,1,2,9,1,9,2,I honestly have no idea ,7,7,2,5,25,5,7,7,7,5,3,1,2,2,1,3,5,3,4,2,1,3,2,1,0,1,1,1,7,7,7
85,1,2,crash,0,0,1,1,1,1,2,1,2,9,1,9,2,I honestly have no idea ,7,7,2,5,25,5,7,7,7,5,2,2,2,3,2,4,2,3,6,2,2,1,7,1,0,7,3,6,7,1,2
85,1,2,provoke,0,0,1,1,1,1,2,1,2,9,1,9,2,I honestly have no idea ,7,7,2,5,25,5,7,7,7,5,1,2,2,1,1,1,1,7,3,1,1,5,1,1,0,7,7,7,7,7,7
85,1,2,shoving,0,0,1,1,1,1,2,1,2,9,1,9,2,I honestly have no idea ,7,7,2,5,25,5,7,7,7,5,6,3,4,4,3,4,3,5,4,5,4,3,7,5,1,6,6,5,7,6,7
85,2,2,talking,0,0,1,1,1,1,2,1,2,9,1,9,2,I honestly have no idea ,7,7,2,5,25,5,7,7,7,5,7,6,1,7,7,7,7,1,7,6,6,7,6,7,1,7,5,7,6,3,5
86,1,2,crash,0,0,1,1,1,1,1,1,1,1,8,1,1,gender and race based judgements to see how one would react based on who they see in front of them.,7,7,2,4,46,8,7,7,7,4,5,1,1,1,1,1,1,3,7,7,1,2,3,2,0,1,3,3,7,5,7
86,1,2,provoke,0,0,1,1,1,1,1,1,1,1,8,1,1,gender and race based judgements to see how one would react based on who they see in front of them.,7,7,2,4,46,8,7,7,7,4,1,7,1,1,1,2,1,7,1,1,1,2,5,1,0,7,5,7,7,7,7
86,1,2,talking,0,0,1,1,1,1,1,1,1,1,8,1,1,gender and race based judgements to see how one would react based on who they see in front of them.,7,7,2,4,46,8,7,7,7,4,5,3,1,2,2,5,2,7,5,3,4,4,3,2,1,3,2,1,7,7,7
86,2,1,cheat,0,0,1,1,1,1,1,1,1,1,8,1,1,gender and race based judgements to see how one would react based on who they see in front of them.,7,7,2,4,46,8,7,7,7,4,7,7,7,7,7,7,7,1,7,7,7,7,2,7,1,1,1,2,7,4,4
86,2,2,catcalling,0,0,1,1,1,1,1,1,1,1,8,1,1,gender and race based judgements to see how one would react based on who they see in front of them.,7,7,2,4,46,8,7,7,7,4,5,7,7,7,7,7,7,3,2,3,5,5,2,3,1,5,7,6,7,5,6
86,2,2,shoving,0,0,1,1,1,1,1,1,1,1,8,1,1,gender and race based judgements to see how one would react based on who they see in front of them.,7,7,2,4,46,8,7,7,7,4,7,7,1,7,7,7,7,1,7,7,7,5,3,7,1,7,7,7,7,7,7
87,1,2,crash,0,0,1,1,1,1,2,8,2,2,9,9,3,How people view certain actions of other people.,6,7,1,5,19,4,6,7,5,4,5,5,5,6,6,6,4,2,7,2,5,6,5,4,1,5,4,5,5,3,4
87,1,2,provoke,0,0,1,1,1,1,2,8,2,2,9,9,3,How people view certain actions of other people.,6,7,1,5,19,4,6,7,5,4,2,5,2,5,1,2,1,6,4,5,2,6,2,2,0,6,4,4,7,7,6
87,1,2,shoving,0,0,1,1,1,1,2,8,2,2,9,9,3,How people view certain actions of other people.,6,7,1,5,19,4,6,7,5,4,5,6,7,6,7,2,2,5,5,3,2,5,2,2,0,5,6,6,7,5,5
87,2,1,talking,0,0,1,1,1,1,2,8,2,2,9,9,3,How people view certain actions of other people.,6,7,1,5,19,4,6,7,5,4,7,6,7,6,7,6,5,2,7,2,7,6,2,6,1,5,6,6,4,3,4
87,2,2,catcalling,0,0,1,1,1,1,2,8,2,2,9,9,3,How people view certain actions of other people.,6,7,1,5,19,4,6,7,5,4,4,5,7,6,5,5,7,1,5,3,4,4,5,5,1,6,4,4,6,2,6
87,2,2,cheat,0,0,1,1,1,1,2,8,2,2,9,9,3,How people view certain actions of other people.,6,7,1,5,19,4,6,7,5,4,6,5,6,7,6,5,6,2,5,5,6,5,2,6,1,7,3,6,5,3,5
88,1,1,cheat,0,0,1,1,1,1,2,2,1,1,1,2,1,I think this survey was trying to see what people view as morally right or wrong.,7,7,2,1,34,4,6,6,6,4,5,5,7,7,5,7,7,1,6,6,5,7,2,3,1,2,2,2,3,3,3
