StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q160,Q161,Q65_Browser,Q65_Version,Q65_Operating System,Q65_Resolution,ID,dogcat,PoliticalParty,AccuracyDT1,ShareDT1,Q228_First Click,Q228_Last Click,Q228_Page Submit,Q228_Click Count,AccuracyDT2,ShareDT2,Q229_First Click,Q229_Last Click,Q229_Page Submit,Q229_Click Count,AccuracyDT3,ShareDT3,Q231_First Click,Q231_Last Click,Q231_Page Submit,Q231_Click Count,AccuracyDT4,ShareDT4,Q230_First Click,Q230_Last Click,Q230_Page Submit,Q230_Click Count,AccuracyRT1,ShareRT1,Q233_First Click,Q233_Last Click,Q233_Page Submit,Q233_Click Count,AccuracyRT2,ShareRT2,Q234_First Click,Q234_Last Click,Q234_Page Submit,Q234_Click Count,AccuracyRT3,ShareRT3,Q235_First Click,Q235_Last Click,Q235_Page Submit,Q235_Click Count,AccuracyRT4,ShareRT4,Q236_First Click,Q236_Last Click,Q236_Page Submit,Q236_Click Count,AccuracyDF1,ShareDF1,Q237_First Click,Q237_Last Click,Q237_Page Submit,Q237_Click Count,AccuracyDF2,ShareDF2,Q238_First Click,Q238_Last Click,Q238_Page Submit,Q238_Click Count,AccuracyDF3,ShareDF3,Q239_First Click,Q239_Last Click,Q239_Page Submit,Q239_Click Count,AccuracyDF4,ShareDF4,Q240_First Click,Q240_Last Click,Q240_Page Submit,Q240_Click Count,AccuracyRF1,ShareRF1,Q242_First Click,Q242_Last Click,Q242_Page Submit,Q242_Click Count,AccuracyRF2,ShareRF2,Q244_First Click,Q244_Last Click,Q244_Page Submit,Q244_Click Count,AccuracyRF3,ShareRF3,Q245_First Click,Q245_Last Click,Q245_Page Submit,Q245_Click Count,AccuracyRF4,ShareRF4,Q448_First Click,Q448_Last Click,Q448_Page Submit,Q448_Click Count,AccuracyDT5,ShareDT5,Q454_First Click,Q454_Last Click,Q454_Page Submit,Q454_Click Count,AccuracyRT5,ShareRT5,Q460_First Click,Q460_Last Click,Q460_Page Submit,Q460_Click Count,AccuracyDF5,ShareDF5,Q472_First Click,Q472_Last Click,Q472_Page Submit,Q472_Click Count,AccuracyDT6,ShareDT6,Q478_First Click,Q478_Last Click,Q478_Page Submit,Q478_Click Count,AccuracyRT6,ShareRT6,Q484_First Click,Q484_Last Click,Q484_Page Submit,Q484_Click Count,AccuracyDF6,ShareDF6,Q490_First Click,Q490_Last Click,Q490_Page Submit,Q490_Click Count,AccuracyRF6,ShareRF6,Q466_First Click,Q466_Last Click,Q466_Page Submit,Q466_Click Count,AccuracyRF5,ShareRF5,CRTTime_First Click,CRTTime_Last Click,CRTTime_Page Submit,CRTTime_Click Count,CR1,CR2,CR3,FeelingThermometerT_First Click,FeelingThermometerT_Last Click,FeelingThermometerT_Page Submit,FeelingThermometerT_Click Count,FeelingDem_1,FeelingRepub_1,PKTime_First Click,PKTime_Last Click,PKTime_Page Submit,PKTime_Click Count,PK1(3),PK2(2),PK3(1),PK4(2),PK5(1),O1,O2,O3,O4,O5,O6,Q114,Age,Gender,Gender_6_TEXT,Education,Income,Ethnicity,Ethnicity_6_TEXT,Part,Part_4_TEXT,DemRep_C,social_conserv,econ_conserv,DemIdentityStrength,RepIdentityStrength,POTUS2016,Facebook,Twitter,SM_Freq,SocialMedia_Chk,Media_1,Media_2,Media_3,Media_4,AnswerNotReflect,InfluencedByIncentiv,Strategies_1,Strategies_2,Strategies_3,Strategies,Confident,ConfidentPercentile_1,VaccineConfidence_1,KnowlinglyShareFalse,Random,Google,Comments,condition,confirmCode,Party
7/20/21 9:43,7/20/21 10:07,0,100,1450,1,7/20/21 10:07,R_2TAyLiYg0xHUN6i,,,,,38.85110474,-104.7687988,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.114,Macintosh,1680x1050,60d918a5c7d2b7b2c91bc17b,cat,1,4,3,13.067,13.867,15.374,2,3,3,5.689,6.478,7.888,2,3,3,12.512,17.133,18.36,2,3,2,61.801,77.025,78.172,3,4,4,23.166,23.906,25.41,2,4,3,6.124,6.857,8.315,2,5,5,11.027,11.768,12.826,2,5,4,8.531,9.276,10.373,2,3,2,92.216,93.028,94.073,2,3,3,6.431,8.543,9.9,3,1,1,11.794,12.429,13.364,2,3,3,8.747,9.447,10.546,2,5,5,22.048,22.876,23.925,2,5,5,10.944,11.628,12.853,2,4,3,5.709,6.45,7.381,2,5,5,8.876,11.904,13.308,3,1,1,4.895,5.684,7.49,2,5,5,8.469,9.178,10.702,2,2,2,6.876,8.68,9.7,2,4,3,4.402,5.368,6.376,2,5,4,4.502,6.268,7.765,3,2,2,13.814,14.727,16.655,2,4,3,7.794,8.793,10.692,2,5,4,16.547,106.396,110.058,3,8,10,20,5.597,8.392,9.39,3,19,72,9.572,47.468,48.967,5,3,2,1,2,1,31,29,29,29,31,31,"3,5",53,1,,5,11,4,,2,,5,4,4,2,6,2,1,1,5,1,1,2,3,2,,,2,3,3,read more information,2,74,100,2,2,2,,3,6,Republican
7/20/21 18:09,7/20/21 18:19,0,100,583,1,7/20/21 18:19,R_XB19G7M7Zo37Ogh,,,,,42.72399902,-71.47899628,anonymous,EN,"1,2,3",1,Firefox,89,Windows NT 10.0,1536x864,5cb09b35bf56800017ecfbff,cat,1,2,1,4.18,5.528,6.392,3,5,1,11.987,15.773,16.924,4,5,2,4.387,5.231,6.189,2,5,2,5.302,8.019,8.905,3,4,1,4.198,7.471,8.314,4,3,2,2.656,6.333,7.3,5,6,2,7.391,16.511,17.711,11,5,2,2.411,3.085,4.482,2,1,1,3.864,5.94,7.426,3,1,1,4.515,4.925,5.967,2,1,1,3.844,8.16,9.61,5,1,1,4.619,6.501,7.64,4,1,1,2.12,5.863,6.86,5,2,1,2.439,7.944,8.337,7,2,1,4.375,5.472,6.56,2,1,1,2.949,4.972,5.958,3,6,1,0.862,5.77,6.723,5,6,2,4.818,8.122,9.185,3,1,1,3.213,4.268,5.169,2,5,1,2.618,4.823,6.436,2,5,2,4.238,4.604,5.884,2,1,1,5.409,7.035,8.092,2,2,1,8.945,9.945,11.747,3,1,1,1.887,29.656,31.621,4,4,50,39,9.545,14.002,15.146,4,6,10,2.248,24.82,26.612,14,3,2,1,2,1,31,29,28,28,32,32,"3,5",25,1,,6,1,4,,4,Christian democracy,4,5,2,1,2,3,2,1,2,2,4,4,3,1,,,5,6,5,,2,70,100,2,2,2,,1,83,Republican
7/21/21 14:11,7/21/21 14:33,0,100,1280,1,7/21/21 14:33,R_2rvcQi4I8ftWavL,,,,,34.59260559,-112.4237976,anonymous,EN,"1,2,3",1,Chrome,77.0.3865.92,Linux x86_64,360x640,60f19b8f8fb0472cf03a97df,Cat,1,1,1,7.052,7.761,8.652,4,4,3,12.766,14.254,15.087,6,4,2,12.414,15.904,27.477,6,2,2,6.064,6.791,7.697,4,5,5,9.226,10.441,11.119,4,3,2,6.029,6.978,7.701,4,5,2,6.473,11.428,12.058,6,4,4,7.213,7.895,8.528,4,5,5,9.241,9.899,10.798,4,2,2,9.395,10.802,11.85,4,2,1,11.581,13.201,14.349,6,4,5,10.138,13.675,15.1,10,5,5,6.016,6.602,7.337,4,2,2,7.016,12.659,14.051,12,4,2,6.98,7.601,9.302,4,2,2,8.635,9.243,10.016,4,5,5,4.804,5.979,7.439,6,4,5,4.498,5.198,5.969,4,2,2,7.568,9.365,11.602,6,5,5,4.322,7.081,8.094,6,2,2,4.791,6.244,7.585,6,5,2,7.86,9.175,9.8,6,2,2,4.325,4.982,5.6,4,5,5,31.799,67.161,67.995,18,8,50,20,3.5,6.016,7.227,4,63,85,13.844,361.07,364.556,52,3,2,1,2,1,31,28,28,28,32,31,"3,5",36,2,,6,11,2,,2,,5,4,4,2,6,2,1,1,5,1,3,3,3,3,2,,5,5,5,I just check the accuracy of the questions ,2,71,100,2,2,2,None ,2,6,Republican
7/22/21 6:28,7/22/21 7:16,0,100,2892,1,7/22/21 7:16,R_1MNjDGg49rTkGaJ,,,,,40.71090698,-73.73880005,anonymous,EN,2,1,Chrome,72.0.3626.121,Android 9,360x760,60d0a6ac2b70984eefc8ba4c,Cat,2,2,2,23.091,28.166,28.871,3,4,3,15.901,19.418,20.468,4,6,6,38.25,41.74,42.377,3,2,3,18.114,44.645,45.134,6,1,1,23.406,25.732,26.345,4,4,4,25.692,28.253,28.84,4,1,1,20.608,22.614,23.232,3,6,6,3.202,48.666,49.201,8,2,2,25.446,31.35,31.95,6,6,6,1.471,7.404,8.11,4,1,1,14.969,18.016,18.631,4,5,4,33.905,85.307,86.611,8,2,2,18.774,26.105,26.67,5,4,4,16.107,22.414,23.201,6,3,4,1.468,34.361,35.222,6,1,1,19.504,22.222,22.718,4,1,2,20.514,26.172,26.839,4,3,4,61.594,81.954,82.628,10,5,5,23.146,32.531,32.58,6,6,6,32.779,36.95,37.619,5,6,6,8.917,11.253,12.075,4,6,6,60.285,66.566,67.176,6,2,2,14.207,17.867,18.666,4,4,4,5.572,198.559,199.474,10,8,50 seconds,20 days ,17.205,65.691,66.499,12,99,21,4.779,287.097,288.222,12,3,2,1,1,1,28,28,28,28,29,29,3,27,2,,5,1,2,,1,,1,1,2,1,5,1,1,1,5,1,3,3,3,3,,,6,6,5,I try to at the TV stations,2,71,30,2,2,2,This study was helpful and educative and I did not encounter any issues during the cause of this study. ,3,52,Democrat
7/23/21 23:27,7/23/21 23:46,0,100,1112,1,7/23/21 23:46,R_2wpDoZXcE5UItQi,,,,,32.72259521,-97.07849884,anonymous,EN,,1,Chrome,91.0.4472.164,Android 11,412x869,60fa3ff0004f21e1d42476c7,Cat,1,5,1,7.253,9.207,9.914,5,4,1,5.531,7.285,7.855,5,1,1,13.482,27.849,28.631,7,2,1,7.366,10.368,10.926,6,1,1,9.769,11.556,12.057,5,1,1,8.384,10.679,11.38,5,6,1,13.359,16.608,18.065,6,1,1,8.145,9.963,10.717,4,1,1,1.651,13.668,14.265,7,1,1,16.39,23.478,23.99,7,3,1,5.556,9.009,9.649,6,3,1,10.862,14.474,14.994,6,1,1,6.505,9.025,9.651,6,1,1,7.503,9.898,10.201,6,2,1,5.537,7.661,8.264,5,1,1,11.321,13.859,14.521,6,4,1,5.883,7.965,8.604,5,5,1,4.498,7.935,8.64,6,6,1,7.239,8.957,9.514,5,2,1,16.271,18.525,19.178,6,6,1,7.554,9.96,10.48,5,1,1,12.454,16.769,17.416,6,5,1,16.005,19.01,19.793,6,4,1,16.59,75.476,76.005,7,8,50,20,14.683,16.468,18.641,3,57,55,10.13,42.322,43.911,15,3,2,1,2,2,32,28,28,28,32,32,"3,5",38,2,,3,11,3,,2,,4,3,3,4,6,3,1,2,2,2,3,3,3,1,2,,6,3,5,,3,30,100,2,2,2,,2,88,Republican
7/24/21 18:17,7/24/21 18:33,0,100,959,1,7/24/21 18:33,R_3hip4l9y9Law5AJ,,,,,40.82310486,-73.95130157,anonymous,EN,,1,Chrome iPhone,91.0.4472.80,iPhone,414x736,60fb6a310990c17a35b68487,cat,1,5,4,7.654,12.473,12.941,5,4,2,7.226,11.085,11.781,4,1,1,4.148,12.445,13.005,5,1,2,4.924,13.284,13.909,6,2,2,12.89,66.206,66.868,6,1,2,8.191,16.352,16.793,7,6,2,8.049,10.702,11.231,5,1,1,7.523,11.193,11.567,6,4,1,13.866,18.733,19.41,5,1,2,10.84,14.333,14.817,6,1,1,11.698,16.32,16.768,5,1,1,11.069,15.219,15.51,4,5,4,7.291,8.763,9.511,4,5,1,4.361,9.598,12.02,7,1,2,6.151,9.516,10.545,6,6,4,8.381,20.23,20.775,7,5,2,5.848,9.64,10.028,6,6,5,15.437,19.81,20.392,4,1,2,8.58,10.996,11.699,4,4,3,1.989,20.787,21.268,9,2,2,4.809,7.272,7.83,5,1,2,16.006,21.265,21.904,6,2,4,8.12,17.75,17.774,7,5,2,6.15,65.082,84.843,6,4,50,39,5.931,18.996,19.704,5,70,90,5.283,32.877,33.562,12,2,3,1,2,2,32,28,28,28,32,32,2,18,1,,2,7,4,,2,,4,4,5,2,6,4,1,2,5,2,2,2,4,2,2,,5,6,6,I tried to remember if I saw headlines like these in the past and see if the actions stated in the headlines somewhat resembled the actions of the president or political figure.,1,100,100,2,2,2,This was a very nice study! Thanks for the opportunity!,0,87,Republican
7/26/21 0:05,7/26/21 0:25,0,100,1187,1,7/26/21 0:25,R_3oBzm9ouAQjowVL,,,,,35.04600525,-81.98100281,anonymous,EN,"1,2,3",1,Safari,14.1.1,Macintosh,810x1080,60fdfd05c075ab0b2ecf98b9,cat,2,1,6,8.944,11.247,11.909,5,5,1,7.864,13.682,14.294,5,4,4,7.819,15.125,18.975,5,2,4,7.937,10.293,10.712,4,2,5,7.544,12.909,13.906,5,1,2,5.393,10.265,10.603,5,6,5,8.088,11.119,11.707,6,2,4,5.736,7.922,7.94,5,1,1,12.512,14.594,15.549,4,2,1,5.559,8.115,8.486,4,1,1,5.194,7.068,7.547,4,1,1,7.618,15.968,17.155,4,1,5,7.614,9.411,9.774,4,2,4,8.498,18.636,21.712,4,3,2,6.618,8.333,10.334,4,2,2,12.552,15.785,16.379,4,6,6,7.325,12.067,12.629,4,2,5,5.521,11.992,12.807,5,4,2,10.783,13.01,13.501,4,5,4,11.701,14.183,14.637,4,6,2,6.722,8.06,8.482,3,2,5,7.29,9.889,10.32,4,6,6,9.921,15.953,16.767,7,4,4,60.373,119.088,119.889,7,8,50,20,9.338,18.008,20.596,3,80,5,12.805,118.57,120.033,16,3,2,2,1,1,29,28,28,28,32,32,"3,5",19,2,,2,8,4,,1,,2,5,5,6,2,1,1,1,2,2,4,2,2,2,,,2,,5,,3,40,100,1,1,2,,1,27,Democrat
7/26/21 0:16,7/26/21 0:26,0,100,582,1,7/26/21 0:26,R_1rGDY3ycI0F9H1q,,,,,33.9776001,-117.7375031,anonymous,EN,"1,2,3",1,Chrome,92.0.4515.107,Macintosh,1440x900,60fd8c002c0ba7093bd76e4d,cat,1,1,1,8.38,9.445,10.256,2,4,1,6.525,7.311,8.137,2,1,1,5.522,8.949,9.735,3,4,1,4.322,8.263,9.019,4,5,4,7.028,9.265,10.661,2,2,1,5.591,9.652,10.739,2,4,2,9.511,10.999,12.163,2,1,1,3.24,3.978,4.792,2,1,1,18.056,32.75,33.569,5,1,1,3.023,3.584,4.765,2,1,1,5.573,7.705,8.774,3,1,1,3.191,3.951,4.764,2,1,1,2.789,3.8,5.689,2,1,1,13.437,15.765,16.568,2,2,1,6.152,13.309,14.117,3,4,1,8.54,11.389,12.134,3,4,1,22.953,23.98,24.958,2,5,2,4.26,5.358,6.093,2,2,2,6.191,8.113,8.886,2,4,2,5.906,10.11,10.831,5,5,3,3.068,3.598,4.886,2,1,1,14.289,15.656,16.598,2,1,1,8.036,11.816,12.964,3,3,1,2.417,34.726,42.246,6,8,10,20,5.05,8.045,8.927,2,29,71,6.336,28.125,29.007,6,3,2,1,2,1,31,29,28,29,32,29,6,19,2,,2,2,4,,2,,4,4,4,2,5,5,1,1,5,2,3,3,2,1,,,5,3,5,,4,40,81,2,2,2,,3,10,Republican
7/26/21 16:04,7/26/21 16:21,0,100,976,1,7/26/21 16:21,R_ZqPyN7a3mlt5btT,,,,,34.07719421,-117.4505997,anonymous,EN,"1,2,3",1,Chrome,92.0.4515.107,Windows NT 10.0,1920x1080,60ff0e1bc51902d6e58c0a5c,Cat,1,5,2,6.646,9.441,10.345,2,2,4,6.135,13.33,14.152,2,1,1,9.801,12.125,12.952,3,4,1,40.02,41,41.778,2,1,1,4.052,5.599,6.129,2,4,5,5.47,5.881,6.611,2,6,6,7.102,8.332,8.919,2,4,6,5.193,6.489,7.558,2,5,6,13.457,16.668,17.472,2,1,1,9.075,9.865,10.746,2,1,1,3.942,4.773,6.851,2,1,1,15.707,17.165,18.067,2,1,1,5.798,7.461,8.173,3,1,1,4.136,7.68,8.659,4,4,3,5.425,7.756,8.406,5,5,6,18.288,19.801,20.718,2,4,4,4.863,6.164,7.052,2,4,3,5.72,7.675,8.567,3,2,5,6.669,9.467,9.942,3,2,4,3.45,5.127,6.15,3,4,3,4.332,7.018,11.894,2,1,1,9.169,10.936,13.153,3,5,6,5.27,6.537,10.147,2,6,6,6.913,176.125,180.358,8,8,10,39,11.198,18.018,18.972,4,49,70,9.139,37.703,38.433,5,3,2,1,2,1,32,28,28,28,32,32,"3,5",23,1,,3,7,6,Latin,2,,5,3,4,2,6,2,2,1,2,2,1,2,2,1,2,,2,3,6,,3,50,60,2,2,2,,0,99,Republican
7/26/21 17:49,7/26/21 18:03,0,100,836,1,7/26/21 18:03,R_2cjUIzQrkrTuGAX,,,,,34.19500732,-118.4449997,anonymous,EN,,1,Chrome,92.0.4515.107,Macintosh,1680x1050,60ff115234a29e876f64ed69,cat,1,3,1,6.906,7.573,8.973,2,1,1,6.22,7.372,8.61,2,1,1,5.789,7.03,8.114,2,3,1,6.774,12.737,13.66,4,2,1,10.541,11.993,13.297,2,2,1,8.126,12.425,13.838,2,5,2,9.868,10.859,12.654,2,1,1,4.384,6.252,7.65,2,1,1,6.089,7.963,9.125,2,2,1,4.741,12.844,13.976,4,4,1,8.99,10.004,11.382,2,1,1,9.73,10.379,11.471,2,2,1,8.895,13.48,14.905,5,3,1,3.248,4.596,5.835,2,4,1,5.341,7.771,8.349,3,5,1,13.862,16.647,19.742,2,4,3,6.646,8.356,9.58,2,6,1,6.373,7.742,9.518,2,4,1,14.807,15.812,16.808,2,2,1,7.004,7.952,9.403,2,3,1,13.706,17.977,19.152,2,1,1,7.338,8.717,10.176,3,2,1,5.426,6.324,7.551,2,2,1,3.276,175.179,177.584,4,4,10,39,12.772,18.638,20.118,3,43,80,6.707,77.888,79.348,5,3,2,1,2,1,29,28,28,28,32,31,4,18,2,,2,12,4,,2,,5,4,5,2,6,2,1,1,4,2,4,4,2,4,2,,5,6,6,,3,66,100,2,2,2,,2,2,Republican
7/26/21 18:25,7/26/21 18:45,0,100,1218,1,7/26/21 18:45,R_1N5hE783A7HG9di,,,,,33.75180054,-117.9931946,anonymous,EN,,1,Safari iPhone,14.1.1,iPhone,414x896,60fedc4addf6159ec8d6dbc3,Cat,1,6,5,13.884,20.911,21.537,5,5,3,13.132,18.038,18.715,5,3,1,15.661,18.575,19.082,5,6,3,1.479,19.952,20.802,5,2,1,2.472,21.561,22.227,5,1,1,8.635,15.029,15.571,5,6,4,10.199,17.704,18.338,5,5,2,6.488,19.286,19.751,5,3,2,12.959,20.784,21.406,5,2,2,8.201,12.189,13.6,4,2,1,9.659,15.785,16.651,5,3,1,5.825,10.321,11.28,4,1,1,5.272,12.815,13.401,5,5,1,6.596,13.456,15.342,3,4,3,10.129,13.154,13.676,3,5,2,8.785,11.604,12.001,4,6,5,15.015,17.188,17.743,3,6,4,4.194,7.043,7.625,4,4,2,10.634,13.423,13.928,5,6,3,7.367,18.322,21.589,3,5,1,5.039,19.945,20.583,6,1,1,22.213,39.152,39.783,5,4,2,16.101,21.583,22.287,3,5,3,1.195,91.729,96.209,5,8,1 second ,20 days ,12.119,28.332,30.565,3,23,72,6.772,117.728,118.527,19,3,2,1,2,1,32,28,28,29,32,31,"3,5",31,2,,5,6,2,,3,,4,5,4,3,5,5,1,1,5,2,3,3,3,2,,,5,5,6,I tried to recall stories that I have read regarding the headlines shown ,2,79,100,2,2,2,,1,47,Republican
7/26/21 20:05,7/26/21 20:32,0,100,1638,1,7/26/21 20:32,R_1g0VC4yAco58YXX,,,,,30.28869629,-97.7397995,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.164,Macintosh,1280x800,60fd71ba4bf3a53135634d3f,cat,1,3,1,16.436,19.09,20.331,2,3,1,12.552,17.459,18.356,2,5,1,11.785,13.941,14.94,2,4,1,12.491,13.647,15.34,2,2,1,8.883,10.445,11.882,2,1,1,10.984,13.057,14.657,2,4,1,49.83,56.683,57.962,2,2,1,8.836,10.626,11.581,2,1,1,10.455,11.919,12.858,2,4,1,24.69,25.943,29.264,2,3,1,8.824,10.259,12.091,2,2,1,17.745,19.314,20.28,2,1,1,24.609,25.597,26.727,2,2,1,8.748,11.213,12.189,2,4,1,13.475,17.248,19.103,2,4,1,17.399,21.251,22.671,2,1,1,4.87,10.745,12.806,2,4,1,14.165,15.561,16.814,2,4,1,46.157,47.567,48.67,3,3,1,40.602,45.883,46.862,2,2,1,25.275,34.099,35.183,3,3,1,18.913,23.112,23.922,2,4,1,10.025,12.866,14.1,2,4,1,2.972,46.283,95.242,3,8,50,1600,20.89,30.393,31,3,40,60,8.601,59.351,60.977,10,3,2,1,2,1,29,29,28,30,32,31,"3,5",21,2,,2,6,"4,5",,2,,5,4,4,2,5,5,1,2,5,2,3,3,2,2,2,,3,5,5,I also tried to see how the picture aligned with the title and whether or not they were high quality with the source.,2,63,100,2,2,2,,0,93,Republican
7/26/21 20:49,7/26/21 21:04,0,100,937,1,7/26/21 21:04,R_2xRA0J0HCsxFHbx,,,,,32.63870239,-117.080101,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.114,Macintosh,1440x900,60fcfce36f95b06cbe038fca,cat,1,1,1,7.718,8.675,10.013,2,1,1,11.457,12.572,14.05,2,1,1,5.93,7.585,9.192,2,1,1,13.8,18.239,24.154,2,3,1,2.96,4.374,5.814,2,1,1,7.424,8.461,9.935,2,2,1,2.509,5.033,6.5,3,1,1,3.262,4.104,5.589,2,1,1,4.94,5.913,7.529,2,1,1,5.707,6.801,8.251,2,1,1,3.869,6.454,7.185,3,1,1,3.682,4.612,6.13,2,1,1,5.648,8.526,9.336,2,1,1,4.055,5.622,7.001,2,2,1,2.623,6.332,7.839,2,1,1,4.982,5.972,7.663,2,1,1,6.818,18.993,20.107,2,4,1,6.548,8.218,10.132,3,4,1,4.562,11.457,13.141,2,1,1,6.614,11.615,17.543,4,4,1,1.904,2.77,4.063,2,1,1,5.766,6.998,8.478,2,1,1,5.015,6.631,7.879,3,3,1,4.409,104.361,111.504,7,8,50 seconds,39,7.628,12.625,15.268,3,40,60,5.697,74.077,126.299,9,3,2,1,2,1,31,28,28,28,32,32,"3,5",39,2,,5,11,4,,4,I am not registered with a party.,4,4,5,2,6,2,1,2,5,2,1,1,2,2,,,5,1,6,"If the headline used words that intended an emotional response, I didn't think it was credible. ",2,65,100,2,2,2,,3,62,Republican
7/26/21 20:57,7/26/21 21:06,0,100,554,1,7/26/21 21:06,R_1eKIQEhxW04fpRF,,,,,35.15589905,-111.6825027,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.164,Windows NT 10.0,1280x720,60fd0555911045562b268c95,cat,1,5,5,8.938,9.422,10.275,2,2,3,4.925,6.955,8.455,3,6,3,6.096,6.822,7.897,2,2,1,3.798,4.923,5.94,3,5,4,6.245,10.708,11.837,5,4,2,5.068,8.57,9.037,2,6,6,7.239,9.27,12.294,2,1,1,3.625,4.963,5.892,2,1,1,22.316,23.69,24.496,3,3,2,4.637,7.617,8.528,2,2,1,3.65,6.724,7.842,3,1,1,5.164,7.06,7.533,3,2,1,3.285,4.316,6.258,2,2,3,2.854,3.58,4.364,2,1,1,3.536,4.72,5.714,3,6,5,13.894,17.412,18.292,2,5,4,6.1,7.573,8.74,2,6,6,4.316,5.799,6.687,2,4,1,5.869,8.287,8.85,3,5,5,7.498,8.34,9.216,3,3,3,2.601,4.685,7.028,3,1,1,9.979,10.751,11.788,3,4,4,5.2,8.143,8.458,4,4,4,1.422,40.82,49.415,3,8,10,20,3.751,14.65,16.426,5,35,85,4.559,35.799,37.199,5,3,2,1,2,1,32,28,28,28,32,32,6,21,2,,3,5,4,,2,,6,4,3,1,7,2,1,1,5,2,4,3,2,1,2,,3,4,5,,2,80,,2,2,2,,2,24,Republican
7/26/21 21:41,7/26/21 21:53,0,100,760,1,7/26/21 21:53,R_prZtenF2xysRgl3,,,,,36.12199402,-115.0859985,anonymous,EN,"1,2,3",1,Chrome,91.0.4472.164,Macintosh,1440x900,60ff5b9ae8095935c35ea618,cat,1,4,2,6.055,8.335,9.113,3,6,1,6.266,11.11,12.088,2,3,1,6.524,8.486,9.428,3,4,2,5.626,6.886,7.781,2,5,2,4.602,11.5,12.163,4,2,1,7.832,10.958,14.213,2,5,2,6.154,10.023,10.787,2,2,1,9.36,11.159,11.981,2,4,1,6.624,8.488,9.3,2,1,1,8.986,17.354,18.633,3,3,1,9.467,13.878,14.309,3,1,1,4.4,5.81,6.849,2,1,1,7.401,8.264,9.214,2,3,1,5.992,9.606,10.722,7,3,1,4.606,7.12,7.919,3,5,2,8.807,10.15,11.51,2,6,1,6.173,13.598,14.198,4,6,2,4.633,6.432,7.115,2,5,1,6.019,9.232,9.95,3,5,2,5.704,6.495,7.633,2,6,1,4.267,6.662,7.604,2,1,1,8.204,16.491,17.012,3,3,1,9.386,14.336,15.701,5,1,1,4.597,21.883,37.156,5,8,10,39,7.41,24.966,25.769,9,85,85,5.014,83.549,93.264,5,3,2,1,2,1,32,28,29,28,32,32,6,36,1,,7,11,"1,6",Latin,2,,5,3,5,4,6,1,1,2,5,2,4,4,4,2,,,4,5,5,Tried to use the image if it related to the title of the article.,2,65,,2,2,2,,1,81,Republican
7/26/21 22:19,7/26/21 22:42,0,100,1384,1,7/26/21 22:42,R_2xJf2dbfgP2l79M,,,,,39.73880005,-104.9868011,anonymous,EN,,1,Safari iPhone,14.1.1,iPhone,414x896,60fdcfbe0b44a0433f9c5f04,Cat,1,2,1,6.233,13.84,14.524,4,1,1,8.064,26.955,27.729,9,6,1,2.707,41.113,41.924,11,5,1,2.672,13.366,13.821,8,3,1,5.288,16.118,16.877,7,2,1,6.583,11.933,12.734,5,6,1,7.608,25.857,26.75,6,1,1,14.412,18.702,19.245,5,2,1,8.895,13.461,14.149,4,1,1,6.112,10.537,11.101,7,1,1,8.991,11.708,12.075,5,2,1,10.794,17.076,17.002,6,1,1,2.166,15.758,16.415,5,2,1,6.004,20.052,20.401,12,5,1,2.349,32.621,33.832,11,1,1,14.979,17.061,17.456,6,6,1,11.396,27.296,28.097,10,5,1,2.1,29.367,29.903,10,5,1,13.157,17.315,18.863,7,4,1,15.987,59.044,60.01,12,5,1,4.332,9.681,10.331,6,1,1,1.131,21.979,22.48,7,1,1,10.064,16.663,17.113,7,4,1,15.781,36.246,42.791,4,8,50,80,19.351,26.022,27.459,2,45,65,15.178,42.529,48.585,14,3,2,2,2,2,32,28,28,28,32,32,"3,5",19,2,,2,7,4,,4,Libertarian ,4,4,2,2,2,1,1,1,5,2,5,3,3,2,2,,6,6,6,,2,70,100,2,2,2,,2,21,Republican
